web-scraper-order,web-scraper-start-url,link,link-href,name,price,colour,description,product code,about me,brand,category
"1572839659-9103","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Jaded London longline utility shorts in neon orange with reflective detailSGD$83.37","https://www.asos.com/jaded-london/jaded-london-longline-utility-shorts-in-neon-orange-with-reflective-detail/prd/12707804?clr=neon-orange&colourWayId=16431507&SearchQuery=&cid=9263","Jaded London longline utility shorts in neon orange with reflective detail","SGD$83.37","Neon orange","They've already got your attentionHigh-rise waist    Concealed fly Reflective detailing Utility pockets     Draped detachable chain     Stretch back     Regular fit Just select your usual size","1506606","ABOUT ME
            Smooth woven fabricThe kind that doesn't stretch
Main: 100% Polyester.","Jaded London","Shorts"
"1572842465-9158","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Vero Moda Tall Aware belted tailored city shortsSGD$64.84","https://www.asos.com/vero-moda-tall/vero-moda-tall-aware-belted-tailored-city-shorts/prd/12379176?clr=black&colourWayId=16384994&SearchQuery=&cid=9263","Vero Moda Tall Aware belted tailored city shorts","SGD$64.84","Black","Add-to-bag potential: considerableHigh-rise waistBelt detailSide pocketsRegular fitJust select your usual size","1481314","ABOUT ME
            Smooth woven fabric
The kind that stretches

Body: 92% Polyester, 8% Elastane.","Vero Moda","Tall shorts"
"1572841964-9150","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","In The Style Plus x Dani Dyer broderie lace paperbag waist shorts in whiteSGD$46.30","https://www.asos.com/in-the-style-plus/in-the-style-plus-x-dani-dyer-broderie-lace-paperbag-waist-shorts-in-white/prd/12570858?clr=white&colourWayId=16416228&SearchQuery=&cid=9263","In The Style Plus x Dani Dyer broderie lace paperbag waist shorts in white","SGD$46.30","White","Designed in collaboration with Dani Dyer     High risePaper-bag waistButton fly    Side pockets    Regular fitJust select your usual size","1496726","ABOUT ME
            Broderie anglaiseEmbroidered eyelet fabricIt's a cute all-rounder 
Fabric: 100% Cotton, Lining: 100% Polyester.","null","Plus-size shorts"
"1572830167-8917","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN co-ord crochet trim shortsSGD$40.76","https://www.asos.com/asos-design/asos-design-co-ord-crochet-trim-shorts/prd/12713879?clr=stone&colourWayId=16437877&SearchQuery=&cid=9263","ASOS DESIGN co-ord crochet trim shorts","SGD$40.76","Stone","Part of a co-ord setTop sold separatelyStretch waistbandCrochet trimRegular fitJust select your usual size","1507875","ABOUT ME
            Crochet knitThink patterns, but with a handmade look
Body: 53% Cotton, 47% Acrylic.","ASOS DESIGN","Shorts"
"1572852482-9371","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS 4505 long length booty short with mesh panelsSGD$33.35","https://www.asos.com/asos-4505/asos-4505-long-length-booty-short-with-mesh-panels/prd/11639997?clr=blue&colourWayId=16411140&SearchQuery=&cid=9263","ASOS 4505 long length booty short with mesh panels","SGD$33.35","Blue","Activewear, but make it fashionHigh riseStretch waistbandMesh panels for added breathabilityZip-back pocketBodycon fitA tight cut to the body","1425384","ABOUT ME
            Smooth stretchy fabricFor unrestricted movement
Fabric: 83% Polyamide, 17% Elastane, Mesh: 88% Polyester, 12% Elastane.","ASOS 4505","Shorts"
"1572854121-9405","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","COLLUSION Petite high waist legging shortsSGD$9.26","https://www.asos.com/collusion/collusion-petite-high-waist-legging-shorts/prd/12063744?clr=black&colourWayId=16391427&SearchQuery=&cid=9263","COLLUSION Petite high waist legging shorts","SGD$9.26","Black","For exercise or everyday wearHigh rise    Stretch waistband Short lengthBodycon fitA tight cut to the body","1458120","ABOUT ME
            Soft, smooth fabric
The kind that stretches

Main: 93% Viscose, 7% Elastane.","COLLUSION","shorts"
"1572852910-9383","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS 4505 basic woven shortSGD$25.94","https://www.asos.com/asos-4505/asos-4505-basic-woven-short/prd/11087357?clr=black&colourWayId=16313144&SearchQuery=&cid=9263","ASOS 4505 basic woven short","null","null","Witness the fitness     Elasticated waist    Small logo    Split sidesRegular fitTrue to size","1385448","ABOUT ME
            Smooth, woven fabric
The kind that stretches 

Lining: 100% Polyester, Shell: 89% Polyester, 11% Elastane.","ASOS 4505","Shorts"
"1572850476-9319","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN sculpt me pedal pushersSGD$33.35","https://www.asos.com/asos-design/asos-design-sculpt-me-pedal-pushers/prd/12325101?clr=black&colourWayId=16411757&SearchQuery=&cid=9263","ASOS DESIGN sculpt me pedal pushers","SGD$33.35","Black","Add-to-bag potential: considerableHigh-rise waist    Zip-side fastening    Skinny fitCut closely from hips to hem","1477331","ABOUT ME
            Soft woven fabric
The kind that stretches

Body: 72% Viscose, 24% Nylon, 4% Elastane.","ASOS DESIGN","Trousers"
"1572851592-9348","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","The Couture Club motif bodycon short in blackSGD$46.32","https://www.asos.com/the-couture-club/the-couture-club-motif-bodycon-short-in-black/prd/13414526?clr=black&colourWayId=16478557&SearchQuery=&cid=9263","The Couture Club motif bodycon short in black","null","null","Add-to-bag potential: considerableHigh risePrint to hem and reverseContrast stitchingBodycon fitA tight cut to the body","1564212","ABOUT ME
            Smooth stretchy fabric
Clings to the body 

Fabric: 95% Cotton, 5% Elastane.","null","Shorts"
"1572851176-9337","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN Petite chino shortSGD$33.35","https://www.asos.com/asos-petite/asos-design-petite-chino-short/prd/10962688?clr=stone&colourWayId=16325715&SearchQuery=&cid=9263","ASOS DESIGN Petite chino short","null","null","Do you believe in love at first sight?Mid-rise waistZip flyBelt loopsFunctional pocketsRegular fitTrue to sizePart of the Eco Edit","1375349","ABOUT ME
            Soft, stretch twill
We partner with the Better Cotton Initiative to improve cotton farming globallyFor the people who grow it and the environment, tooBet you thought we just made clothes, right?
Main: 98% Cotton, 2% Elastane.","ASOS DESIGN","shorts"
"1572835049-9018","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN Curve basic legging shortsSGD$11.12","https://www.asos.com/asos-curve/asos-design-curve-basic-legging-shorts/prd/9846113?clr=black&colourWayId=15074301&SearchQuery=&cid=9263","ASOS DESIGN Curve basic legging shorts","SGD$11.12","Black","For your daytime thingStretch waistbandPlain designBodycon fitA tight cut to the body","1281548","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Main: 95% Viscose, 5% Elastane.","ASOS DESIGN","Plus-size shorts"
"1572836125-9036","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","& Other Stories high waisted tie shorts in blackSGD$90.78","https://www.asos.com/other-stories/other-stories-high-waisted-tie-shorts-in-black/prd/12376836?clr=black&colourWayId=16381072&SearchQuery=&cid=9263","& Other Stories high waisted tie shorts in black","SGD$90.78","Black","For your daytime thingHigh-rise Tie waistSide pocketsRegular fitJust select your usual size","1481159","ABOUT ME
            Pure cottonIt's light and breathable
Main: 100% Cotton.","& Other Stories","Shorts"
"1572851583-9344","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN vinyl shortsSGD$51.88","https://www.asos.com/asos-design/asos-design-vinyl-shorts/prd/10889769?clr=black&colourWayId=16301884&SearchQuery=&cid=9263","ASOS DESIGN vinyl shorts","SGD$51.88","Black","High riseJust like your standards    Side pockets    Regular fitNo surprises, just a classic cut","1369596","ABOUT ME
            Smooth vinyl
It's high-shine season

Backing: 100% Polyester, Coating: 100% Polyurethane.","ASOS DESIGN","Shorts"
"1572843265-9175","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Nike Training Shorts In BlackSGD$29.64 SGD$37.05","https://www.asos.com/nike-training/nike-training-shorts-in-black/prd/9010762?clr=black&colourWayId=15253125&SearchQuery=&cid=9263","Nike Training Shorts In Black","SGD$29.64","Black","Elasticated waistbandNike Swoosh brandingFor that logo lifestyleRegular cutFits you just right","1201400","ABOUT ME
            Smooth, lightweight fabric
Uses moisture-managing Dri-FIT technologyMoves sweat away from the skin Encourages surface evaporation Helps keep you dry and comfortable
Body: 100% Polyester, Waistband: 77% Polyester, 13% Nylon, 10% Elastane.","Nike","Shorts"
"1572836004-9034","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Daisy Street high waist gingham shortsSGD$37.04","https://www.asos.com/daisy-street/daisy-street-high-waist-gingham-shorts/prd/12344028?clr=pink-gingham&colourWayId=16395162&SearchQuery=&cid=9263","Daisy Street high waist gingham shorts","SGD$37.04","Pink gingham","For your daytime thingMid-rise waistConcealed flyGingham printSide pocketsRegular fitJust select your usual size","1478794","ABOUT ME
            Broderie anglaiseEmbroidered eyelet fabricIt's a cute all-rounder 
Body: 100% Polyester.","Daisy Street","Shorts"
"1572845809-9224","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Public Desire legging shorts in puSGD$27.77","https://www.asos.com/public-desire/public-desire-legging-shorts-in-pu/prd/13327825?clr=blush&colourWayId=16537499&SearchQuery=&cid=9263","Public Desire legging shorts in pu","SGD$27.77","Blush","Add-to-bag potential: considerableHigh riseElasticated waistBodycon fitA tight cut to the body","1557772","ABOUT ME
            Glossy vinyl 
The kind that stretches

Main: 95% Polyester, 5% Elastane.","Public Desire","Shorts"
"1572848479-9282","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Reebok CrossFit shorts in orangeSGD$64.84","https://www.asos.com/reebok/reebok-crossfit-shorts-in-orange/prd/12355385?clr=orange&colourWayId=16385955&SearchQuery=&cid=9263","Reebok CrossFit shorts in orange","SGD$64.84","Orange","Working out just got techyStretch waistbandInterior brief for a secure fitBranded detailRegular fitJust select your usual size","1479658","ABOUT ME
            Lightweight fabric
Uses Reebok SPEEDWICK technologyDraws sweat away from the body to help keep you cool and dry 
Body: 86% Polyester, 14% Elastane.","Reebok","Shorts"
"1572854265-9408","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN Maternity over the bump basic legging shortsSGD$11.12","https://www.asos.com/asos-maternity/asos-design-maternity-over-the-bump-basic-legging-shorts/prd/12253786?clr=black&colourWayId=16407769&SearchQuery=&cid=9263","ASOS DESIGN Maternity over the bump basic legging shorts","SGD$11.12","Black","For exercise or everyday wearHigh riseStretch waistbandBodycon fitDesigned to fit you from bump to baby","1471861","ABOUT ME
            Stretch jerseyA soft, versatile fabric
Main: 93% Viscose, 7% Elastane.","ASOS DESIGN","Maternity leggings"
"1572842774-9163","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","New Look paperbag leather look shorts in blackSGD$42.59","https://www.asos.com/new-look/new-look-paperbag-leather-look-shorts-in-black/prd/13201080?clr=black&colourWayId=16480611&SearchQuery=&cid=9263","New Look paperbag leather look shorts in black","SGD$42.59","Black","For your daytime thing    High rise    Stretch waistband with button detailingConcealed flyRegular fitJust select your usual size","1547532","ABOUT ME
            Faux leatherLooks like real leather, but it's notPointing out the obvious
Coating: 100% Polyurethane.","New Look","Shorts"
"1572851077-9329","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN tailored a-line shorts with pleat frontSGD$33.35","https://www.asos.com/asos-design/asos-design-tailored-a-line-shorts-with-pleat-front/prd/12560662?clr=rose&colourWayId=16464482&SearchQuery=&cid=9263","ASOS DESIGN tailored a-line shorts with pleat front","SGD$33.35","Rose","For that thing you RSVPd to     High rise    Zip fly with hook-and-bar fastening    Pleated detailingSide pocketsRegular fitJust select your usual size","1494824","ABOUT ME
            Smooth woven fabricIt's got a little give
Body: 76% Polyester, 16% Viscose, 8% Elastane.","ASOS DESIGN","Shorts"
"1572839779-9105","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN belted shorts in pop pinkSGD$46.32","https://www.asos.com/asos-design/asos-design-belted-shorts-in-pop-pink/prd/12273750?clr=pink&colourWayId=16391932&SearchQuery=&cid=9263","ASOS DESIGN belted shorts in pop pink","SGD$46.32","Pink","They've already got your attentionHigh riseBelted waistRegular fitJust select your usual size","1472855","ABOUT ME
            Smooth woven fabric
The kind that doesn't stretch

Body: 100% Polyester.","ASOS DESIGN","Shorts"
"1572848301-9279","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS 4505 sweat short with turn up edgeSGD$29.64","https://www.asos.com/asos-4505/asos-4505-sweat-short-with-turn-up-edge/prd/13153589?clr=mint&colourWayId=16531234&SearchQuery=&cid=9263","ASOS 4505 sweat short with turn up edge","SGD$29.64","Mint","For exercise or everyday wear    Drawstring waistSide pocketsTurn-up hemRegular fitJust select your usual size","1543512","ABOUT ME
            Soft sweatshirt fabricStyle and comfort – it's a lifestyle
Body: 100% Cotton.","ASOS 4505","Shorts"
"1572840945-9129","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN short with ruched sideSGD$22.23","https://www.asos.com/asos-design/asos-design-short-with-ruched-side/prd/13324304?clr=black&colourWayId=16466605&SearchQuery=&cid=9263","ASOS DESIGN short with ruched side","SGD$22.23","Black","Your casual vibe, sortedStretch waistbandRuched sidesRegular fitJust select your usual size","1557329","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Main: 95% Viscose, 5% Elastane.","ASOS DESIGN","Shorts"
"1572854855-9434","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Wolf & Whistle tie dye shorts in stoneSGD$46.32","https://www.asos.com/wolf-whistle/wolf-whistle-tie-dye-shorts-in-stone/prd/13395959?clr=stone&colourWayId=16483967&SearchQuery=&cid=9263","Wolf & Whistle tie dye shorts in stone","null","null","Part of our responsible editTie-dye printElasticated waistbandBodycon fitA tight cut to the bodyExclusive to ASOS","1562830","ABOUT ME
            Smooth, stretch fabric
Made from recycled polyesterPlastic bottles and textile waste are processed into plastic chips and melted into new fibresThis saves water and energy and reduces greenhouse gas emissions, tooCool, right?
Body: 78% Polyester, 22% Elastane.","Wolf & Whistle","Shorts"
"1572846096-9232","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN suit shorts in green snakeSGD$51.88","https://www.asos.com/asos-design/asos-design-suit-shorts-in-green-snake/prd/12560668?clr=snake&colourWayId=16435420&SearchQuery=&cid=9263","ASOS DESIGN suit shorts in green snake","SGD$51.88","Snake","For your daytime thingSnake-effect finishHigh riseConcealed flyFunctional pocketsRegular fitJust select your usual size","1494795","ABOUT ME
            Smooth woven fabricThe kind that doesn't stretch
Body: 100% Polyester, Lining: 100% Polyester.","ASOS DESIGN","Shorts"
"1572845160-9213","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN Tall textured short with shirred waist and drawcordSGD$25.94","https://www.asos.com/asos-tall/asos-design-tall-textured-short-with-shirred-waist-and-drawcord/prd/12253020?clr=black&colourWayId=16410595&SearchQuery=&cid=9263","ASOS DESIGN Tall textured short with shirred waist and drawcord","SGD$25.94","Black","Best paired with warm weatherDrawstring waistPlain designRegular fitJust select your usual size","1471783","ABOUT ME
            Textured fabric
The kind that stretches

Main: 97% Polyester, 3% Elastane.","ASOS DESIGN","Tall shorts"
"1572838395-9076","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Club L London Petite sequin knicker short co-ord in greenSGD$64.84","https://www.asos.com/club-l-london-petite/club-l-london-petite-sequin-knicker-short-co-ord-in-green/prd/13517700?clr=green&colourWayId=16479497&SearchQuery=&cid=9263","Club L London Petite sequin knicker short co-ord in green","SGD$64.84","Green","Part of a co-ord setTop sold separately Stretch waistbandRegular fitJust select your usual size","1571710","ABOUT ME
            Sequin-embellished fabric
The kind that doesn't stretch

Fabric: 100% Polyester.","Club L","shorts"
"1572854837-9426","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Nike Running 10K Shorts In BlackSGD$27.79 SGD$37.05","https://www.asos.com/nike-running/nike-running-10k-shorts-in-black/prd/9002435?clr=black&colourWayId=15252088&SearchQuery=&cid=9263","Nike Running 10K Shorts In Black","SGD$27.79","Black","Sporty with added spiceElasticated waist    Internal drawstring waistbandBrief liningPerforated panels for breathabilityNike Swoosh brandingFor that logo lifestyleRegular fitTrue to size","1200441","ABOUT ME
            Smooth, lightweight fabricUses Nike Dri-FIT technologyHelps move sweat away from the skin Sweat is then drawn out of the fabric to speed up evaporation   Keeping you cool and dry
Body: 100% Polyester, Lining: 100% Polyester, Waist Lining: 100% Polyester,	Gusset: 100% Polyester","Nike","Shorts"
"1572853338-9392","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","MIX & MATCHPrettyLittleThing co-ord legging shorts in charcoalSGD$14.82","https://www.asos.com/prettylittlething/prettylittlething-co-ord-legging-shorts-in-charcoal/prd/13782082?clr=grey&colourWayId=16565771&SearchQuery=&cid=9263","PrettyLittleThing co-ord legging shorts in charcoal","SGD$14.82","Grey","Part of a co-ord setTop sold separatelyHigh rise    Stretch waistbandPlain designBodycon fitA tight cut to the body","1593514","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Main: 95% Cotton, 5% Elastane.","PrettyLittleThing","Shorts"
"1572845451-9218","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS 4505 Curve icon training booty shortSGD$22.23","https://www.asos.com/asos-4505/asos-4505-curve-icon-training-booty-short/prd/12699510?clr=black&colourWayId=16471677&SearchQuery=&cid=9263","ASOS 4505 Curve icon training booty short","SGD$22.23","Black","Add-to-bag potential: considerableStretch waistbandSmall branding to backRegular fitJust select your usual size","1506927","ABOUT ME
            Smooth fabric
The kind that stretches

Body: 89% Cotton, 11% Elastane.","ASOS 4505","Plus-size shorts"
"1572854846-9430","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","HIIT mesh overlay shorts in blackSGD$40.76","https://www.asos.com/hiit/hiit-mesh-overlay-shorts-in-black/prd/13803699?clr=black&colourWayId=16567681&SearchQuery=&cid=9263","HIIT mesh overlay shorts in black","SGD$40.76","Black","Add-to-bag potential: considerableMesh overlayAdjustable waistBranded design","1595402","ABOUT ME
            Smooth woven fabric
The kind that stretches

Body: 90% Polyester, 10% Elastane.","HIIT","Shorts"
"1572831897-8962","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Motel high waist beach mesh short in blackSGD$44.46","https://www.asos.com/motel/motel-high-waist-beach-mesh-short-in-black/prd/11833524?clr=black&colourWayId=16338424&SearchQuery=&cid=9263","Motel high waist beach mesh short in black","null","null","Goes great with your holiday    High riseStretch waistRegular fitTrue to sizeExclusive to ASOSWe're committed","1440742","ABOUT ME
            Sheer mesh
The kind that stretches 

Main: 95% Nylon, 5% Elastane.","Motel","Beach cover-up"
"1572831219-8942","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","& Other Stories elastic belt shorts in blackSGD$83.37","https://www.asos.com/other-stories/other-stories-elastic-belt-shorts-in-black/prd/12315294?clr=black&colourWayId=16374184&SearchQuery=&cid=9263","& Other Stories elastic belt shorts in black","SGD$83.37","Black","For your daytime thing    Mid-rise waist    Stretch waistband     Side pockets    Flared hem     Regular fit Just select your usual size","1476523","ABOUT ME
            Lightweight viscoseSoft and drapey
Main: 100% Viscose.","& Other Stories","Shorts"
"1572843180-9171","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","ASOS DESIGN Tall city shorts with pintuck detailSGD$25.94","https://www.asos.com/asos-tall/asos-design-tall-city-shorts-with-pintuck-detail/prd/11610150?clr=black&colourWayId=16347566&SearchQuery=&cid=9263","ASOS DESIGN Tall city shorts with pintuck detail","SGD$25.94","Black","A go-to pairHigh riseStretch waistband    Seam detailRegular fitTrue to size","1423183","ABOUT ME
            Smooth fabric
The kind that stretches

Main: 95% Polyester, 5% Elastane.","ASOS DESIGN","Tall shorts"
"1572834221-9004","https://www.asos.com/women/shorts/cat/?cid=9263&nlid=ww|clothing|shop+by+product","Missguided Tall riot high rise denim shorts in blackSGD$37.05","https://www.asos.com/missguided-tall/missguided-tall-riot-high-rise-denim-shorts-in-black/prd/11414080?clr=black&colourWayId=16326768&SearchQuery=&cid=9263","Missguided Tall riot high rise denim shorts in black","SGD$37.05","Black","A go-to pairHigh-rise waistZip flyFive-pocket designTurn-up hemRegular fitTrue to size","1408159","ABOUT ME
            Non-stretch denimThick, structured cotton
Main: 100% Cotton.","Missguided Tall","Tall shorts"
