,brand,title,price,description,colour,material
271,Miss Selfridge,Petite Vintage High Rise Jeans,S$ 86.90,"- Crop jeans with ripped detail
- Unlined
- High rise
- Regular fit
- Front zip and button closure
- 5-pocket design
- Cotton
- Model wears a UK 8 and is 174cm tall",Blue,100% Cotton
272,ZALORA,Wide Leg Jeans,S$ 49.90,"- Paperbag waist wide leg jeans
- High rise
- Regular fit
- Zip fastening
- Waist tie
- 2 side pockets
- Cotton blend",Indigo,90% Cotton 10% Polyester
273,Tussah,Jenna Skinny Jeans,S$ 118.90,"- Monochrome denim skinny jeans
- High rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size AUS 8 and is 174cm tall",Black,"98% Cotton, 2% Elastane"
274,Sunnydaysweety,New High Rise Boyfriend Jeans CA032514GY,S$ 88.00,"- Boyfriend Style
- Pockets at sides
- High Rise cutting
- Hem can be Rolled",Grey,[]
275,Violeta by MANGO,Plus Size Super Slim-Fit Andrea Jeans,S$ 89.90,"- Denim jeans with wash detail
- Low rise
- Slim fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
276,GAP,High Rise Favorite Jegging,S$ 90.90,"- Distressed detail jeggings
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 177cm tall",Worn Black Destroy,"68% Cotton, 21% Polyester, 9% Viscose, 2% Elastane"
277,Mango,Relaxed Lonny Jeans,S$ 59.90,"- Denim jeans with mid wash detail
- Sizing runs one size larger
- Medium rise
- Relaxed fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",Open Blue,"70% Cotton, 28% Polyester, 2% Elastane"
278,GRLFRND,Candice(Revolve),S$ 325.00,"94% cotton 5% poly 1% spandex
5-pocket design
Light fading and whiskering along front
12 at the knee narrows to 9 at the leg opening
Made in USA",[],[]
279,DENIZEN,Denizen Women High Waist Skinny Jeans,S$ 49.90,"Denizen Women Black High Waist Skinny Jeans

-High waist jeans
-Ankle length
-5 pockets
- 98% COTTON 2% SPANDEX
-Woman",Black,98% COTTON 2% SPANDEX
280,Cotton On,Cord Grazer Flare,S$ 49.99,"cord grazer flare

The Cord Grazer Flare is giving us major 70s vibes. With a high waist, flared leg and ankle length, this corduroy flared jean is great for everyday or creating a 10/10 festival look.

- Flared shape, full length leg tapering to wide opening
- High rise waistline
- Above the ankle length
- Regular fly and button up waist with belt loops
- 2 x Hip pockets
- Contoured back yoke panel
- Woven fabric construction
- Stretch denim offers a perfect fit
- Twin needle stitching",Red,71% Cotton 23% Viscose 5% Polyester 1% Elastane
281,Violeta by MANGO,Plus Size Slim-Fit Susan Jeans,S$ 59.90,"- Regular waist jeans
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
282,ESPRIT,Side Stripe Jeans,S$ 99.95,"- Striped side detail slim denim pants
- Sizing runs one size larger
- High rise
- Slim fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a size W2626 and is 175cm tall",Black Medium Wash,"91% Cotton, 7% Polyester, 2% Elastanel"
283,Calvin Klein,Calvin Klein 37.5 Women Stretch Body Ankle Jeans,S$ 349.00,"Featuring the REVOLUTIONARY 37.5 technology, this pair of jeans helps you stay dry and cool in the heat; keep you warm in the cold. The fabric consists of active particles that are made from nature which can remove your sweat in the vapor stage before forming liquid sweat and helps you to maintain a stable relative humidity at 37.5%. The technology also traps odors and then releases them when washed and dried. Women's denim jeans with body-slimming effects. Designed to fit below the waist and in a narrow fit through hips and thighs, these Calvin Klein Jeans feature stretch cotton legs. Zip fly with a signature ck metal button. Classic 5-pocket style.",COOL COLLUM,[]
284,A-IN GIRLS,Elastic Waist Versatile Jeans,S$ 159.20,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",navy,"59.5% Cotton, 21.5% Polyester Fiber, 17.5% Recycled Fiber, 1.5% Spandex"
285,TOPSHOP,Petite Washed Black Straight Rip Hem,S$ 89.90,"- Solid tone jeans with raw hem
- High waist
- Regular fit
- Zip-fly and button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 and is 174cm tall",Washed B,"99% Cotton, 1% Elastane"
286,JoJo Maman Bébé,Maternity Super Skinny Jeans,S$ 104.90,"- Faded denim skinny jeans
- Mid rise
- Unlined
- Slim fit
- Elasticised waistband
- 2 back pockets
- Designed to fit throughout pregnancy
- Cotton blend
- Model wears a UK 8 and is 173cm tall",Navy,"75% Cotton, 24% Polyester, 1% Elastane"
287,Ripe Maternity,Maternity Isla Jeggings,S$ 135.90,"- Denim jeans with light wash detail
- Medium rise
- Skinny fit
- Button & zip fastening
- 2 back pockets
- Belt loops
- Front overbump panel
- Cotton blend",Washed Back,"89% Cotton, 9.5% Polyester, 1.5% Elastane"
288,superdown,Debbie Belted Denim Skirt(Revolve),S$ 80.00,"70% cotton 28% poly 2% spandex
Dry clean only
Unlined
Exposed front button closure with keyhole accents
Adjustable waist tie with loops",[],[]
289,Calvin Klein,Calvin Klein Keanu Blue Straight Body Jeans,S$ 349.00,"Jeans for body-slimming effect. Designed to sit below the waist and in a narrow fit through hips and thighs, this pair of CKJ jeans is highlighted by a medium Keanu Blue wash, straight legs and comfortable stretch. Leg openings are ergonomically tailored to suit any footwear. Zip fly with a CK metal button and classic 5-pocket style.",KEANU BLUE STR,[]
290,Abercrombie & Fitch,Harper Ankle Jeans,S$ 154.00,"- Ripped detailing denim skinny jeans with frayed hem
- Sizing runs one size larger
- Low rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 and is 174cm tall",Black Destroy,"69% Cotton, 29% Polyester, 2% Elastane"
291,JoJo Maman Bébé,Maternity Cropped Denim Turn-Up Jeans,S$ 95.90,"- Elasticated panel cropped straight-legged jeans with rolled up hem
- High rise
- Regular fit
- Elasticated waistband fastening
- 4 pocket design
- Cotton blend
- Model wears a UK 8 and is 173cm tall",Indigo,"67% Cotton, 31% Polyester, 2% Elastane"
292,Brave Soul,Natural Dye Lemon Jeans,S$ 74.90,"- Denim stretch skinny jeans
- Mid rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a UK 8 and is 170cm tall",Lemon,"81% Cotton, 16% Polyester, 3% Elastane"
293,Violeta by MANGO,Plus Size Bootcut Martha Jeans,S$ 89.90,"- Washed hue bootcut jeans
- Mid rise
- Regular fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Dark Blue,"99% Cotton, 1% Elastane"
294,Mango,Relaxed Jeans,S$ 59.90,"- Cuffed jeans with ripped detail
- Sizing runs one size larger
- High rise
- Relaxed fit
- Front zip and button closure
- 5-pocket design
- Cotton",Open Blue,100% Cotton
295,Violeta by MANGO,Plus Size Super Slim Fit Felicity Jeans,S$ 59.90,"- Contrast panel super slim denim jeans
- Mid rise
- Unlined
- Super slim fit
- Button and zip fastening
- 2 back pockets
- Cotton blend",Open Blue,"75% Cotton, 24% Polyester, 1% Elastane"
296,Cotton On,High Rise Grazer Skinny Jeans,S$ 39.99,"- Ripped detail skinnies
- High rise
- Skinny fit
- Front zip and button closure
- 5-pocket style
- Cotton blend
- Model wears a size AUS 8 and is 175cm tall",Miami Beach Rips Fray Hem,"98% Cotton, 2% Elastane"
297,GRLFRND,X REVOLVE Karolina High-Rise Skinny Jean(Revolve),S$ 354.00,"100% cotton
Buttoned fly
Slight whiskering along front pockets
Distressed areas throughout
Frayed raw cut hem
13 in the knee narrows to 11 at the leg opening",[],[]
298,Dorothy Perkins,Lycra Eden Jeggings Skinny Jeans,S$ 53.90,"- Solid tone jeggings
- High rise
- Skinny fit
- Elasticated waistband fastening
- 2 pocket design
- Cotton blend
- Model wears a UK 6 and is 180cm tall",Black,"76% Cotton, 22% Polyester, 2% Elastane"
299,MISSGUIDED,Vice Stonewash Skinny Jeans,S$ 42.90,"- Solid tone plain skinny jeans
- Unlined
- High rise
- Skinny fit
- Front zip and button closure
- 2 back pockets
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Blue,"66% Cotton, 32% Polyester 2% Elastane"
300,Dorothy Perkins,R: Indigo Authentic Frankie Jeans,S$ 56.90,"- Classic golden stitch jeans
- Mid rise
- Skinny fit
- Button and zip fastening
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Indigo,"69% Cotton, 29% Polyester, 2% Elastane"
301,Sunnydaysweety,F/W Loose High Waist Harlan Jeans CA091995,S$ 92.00,"- Loose high waist design
- Casual and casual feeling
- Certain slimming effect",Blue,[]
302,Dorothy Perkins,Blue Eden Ankle Grazer,S$ 46.90,"- Solid denim toned grazer jeggings
- Mid rise
- Regular fit
- Elasticised waistband
- 2 pockets
- Cotton blend",Blue,"78% Cotton, 20% Polyester, 2% Lycra/Elastane"
303,Cotton On,Mid Rise Super Stretch Jean,S$ 29.99,"mid rise super stretch jean

Super Stretch, Mid Rise, Denim",Blue,"72% Cotton, 26% Poly, 2% Elastane"
304,TOPSHOP,Tall Black Button Fly Jamie Jeans,S$ 83.90,"- Solid tone skinny jeans
- High rise
- Skinny fit
- Button fastening
- 5 pocket design
- Cotton blend",Black,"91% Cotton, 6% Polyester, 3% Elastane"
305,ONLY,Blush High Waist Button Skinny Jeans,S$ 69.00,"- Button front denim skinny jeans
- High rise
- Skinny fit
- Front button fastening
- Five-pocket design
- Cotton blend
- Model wears a size 27S and is 177cm tall",Black Denim/,[]
306,ZALORA,Denim Ribbed Hem Wide Leg Jeans,S$ 39.90,"- Washed effect wide leg jeans with ripped detailing
- High rise
- Relaxed fit
- Front zip and button fastening
- Five-pocket style
- Cotton",Vintage Blue,100% Cotton Woven
307,Violeta by MANGO,Plus Size Slim-Fit Susan Jeans,S$ 59.90,"- Regular waist jeans
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
308,Mango,Baggy Regina Jeans,S$ 59.90,"- Solid tone baggy style jeans
- Sizing runs one size larger
- High rise
- Relaxed fit
- Button and zip fastening
- 5 pocket design
- Cotton",Natural White,100% Cotton
309,Calvin Klein,Calvin Klein Ckj 002 Women Sculpted Skinny Jeans,S$ 329.00,"This pair of Calvin Klein Jeans for women has a medium rise and skinny legs. It has a zip fly with a signature logo-engraved button, a classic 5-pocket style and a leather logo badge on the back of the waist. The sculptural tailoring is designed to bring out the best shape of you.",FARLY DARK MED,[]
310,Cotton On,Mid Rise Capri Jegging,S$ 29.99,"mid rise capri jegging

Searching for that feel-good second skin fit? The Mid Rise Capri Jegging is your answer. Thanks to that lightweight, stretch denim, this pair hugs your body in all the right places. You'll love the capri length if you're on the shorter side, or just want that cropped look.

- Skinny fit designed to firmly hug the body
- Mid-rise, true waistline, ultimate comfort
- Over the knee length
- Regular fly and button-up waist with belt loops
- Back pocket
- Easy fit stretches with every move",Blue,"73% Cotton, 25% Polyester, 2% Elastane"
311,Supre,The Super Skinny Jeans,S$ 35.00,"- Denim jeans with washed detail
- Medium rise
- Skinny fit
- Button & zip fastening
- 2 back pockets
- Belt loops
- Cotton blend",Bleach Blue,Blend
312,BDG by Urban Outfitters,Cord Mom Jeans,S$ 95.90,"- Solid tone corded mom jeans
- High waist
- Relaxed fit
- Zip-fly and button fastening
- 5 pockets
- Cotton
- Model wears a size 26 in and is 175cm tall",Black,100% Cotton
313,superdown,Karen Denim Mini Skirt(Revolve),S$ 82.00,"100% cotton
Hand wash cold
Unlined
Zip fly with button closure
5-pocket design
Frayed trim",[],[]
314,Supre,The Super Skinny Sky High Ripped Jeans,S$ 40.00,"- Denim jeans with rip detail
- High rise
- Skinny fit
- Button & zip fastening
- 2 back pockets
- Stretchy fabric
- Cotton blend
- Model wears a size 8 and is 176cm tall",Moon Blue,Blend
315,superdown,Kennedy Distressed Jeans(Revolve),S$ 111.00,"99% cotton 1% elastane
Button fly
Intentionally destroyed areas
Faded areas throughout
11 the knee and 11 at the leg opening
Imported",[],[]
316,GRLFRND,Eva A-Frame Gusset Skirt(Revolve),S$ 225.00,"Made for denim days that call for a sexier feel
GRLFRND's Eva Denim Skirt has you (slightly) covered
The high waisted, mini silhouette sits above the hips for a flattering fit while distressed detail throughout lends to a cool, lived-in feel",[],[]
317,ONLY,Kenya Mid Sweet Flare Crop Denim Jeans,S$ 69.00,"- Ripped detailing denim flared leg cropped jeans with frayed hem
- Mid rise
- Flared fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26R and is 181cm tall",Light Blue Denim,"99% Cotton, 1% Elastane"
318,GAP,Girlfriend Destroy Jeans,S$ 94.90,"- Washed effect ripped detailing girlfriend jeans wirh raw hem
- Mid rise
- Tapered fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Medium Indigo,"99% Cotton, 1% Spandex"
319,GAP,Highrise Favorite Jegging,S$ 108.90,"- Solid tone lightly ripped jeans
- High rise
- Skinny fit
- Button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 176cm tall",Light Destroy,"68% Cotton, 21% Polyester, 9% Rayon, 2% Spandex"
320,GAP,Favorite Jegging,S$ 81.90,"- Medium wash low rise jeggings
- Low rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 PETITE and is 174cm tall",Medium Indigo,"83% Cotton, 15% Polyester, 2% Elastane"
321,TOPSHOP,Bleached Buttonfly Straight Jeans,S$ 96.90,"- Denim jeans with washed detail
- Medium rise
- Regular fit
- Button-fly fastening
- 5-pocket style
- Raw-edged hem
- Belt loops
- Cotton blend
- Model wears a size 26S and is 174cm tall",Bleach Denim,"99% Cotton, 1% Elastane"
322,ZALORA,Printed Waist Sash Jeans,S$ 44.90,"- Distressed faded denim jeans with printed waist sash
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton blend",Baby Blue,"90% Cotton, 10% Polyester"
323,Dr Denim,Plenty Jeggings,S$ 99.00,"- Solid shade denim jeggings
- Mid rise
- Slim fit
- Front zip and button fastening
- Two back pockets
- Cotton blend
- Model wears an S and is 177cm tall",2nd Hand Light,"98% Cotton, 2% Elastane"
324,JACQUELINE DE YONG,Jazz Boyfriend Denim Jeans,S$ 59.00,"- Medium wash ripped jeans
- High rise
- Regular fit
- Button and zip fastening
- 5 pocket design
- Cotton
- Model wears a size 26R and is 172cm tall",Medium Blue Denim,100% Cotton
325,FOREVER 21,Ripped Skinny Jeans,S$ 62.90,"- Denim jeans with rip detail
- High rise
- Skinny fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",Black,"66% Cotton, 32% Rayon, 2% Spandex/Elastane"
326,ZALORA BASICS,Basic Stretch Jeggings With Zip Detail,S$ 32.90,"- Solid-toned stretchy jeggings
- Medium rise
- Skinny fit
- Elasticized waistband
- False zip pockets
- Rayon blend",Black,"60% Rayon, 30% Nylon, 10% Spandex"
327,Wallis,Indigo Scarlet Roll Up Jeans,S$ 79.90,"- Rolled hem cropped denim jeans
- Sizing runs one size larger
- High rise
- Slim fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a UK 8 and is 177cm tall",Dark Blue,"98% Coton, 2% Elastane"
328,TOPSHOP,Moto Mid Blue Diamante Jamie Jeans,S$ 139.00,"- Denim all over diamente embellished slim jeans
- High rise
- Slim fit
- Front zip and button fastening
- Five-pocket design
- Cotton",Mid Denim,"92% Cotton, 5% Elastomultiester, 3% Elastane"
329,Supre,The Super Skinny Sky High Jeans,S$ 35.00,"- Solid-colour skinny jeans
- High rise
- Slim fit
- Button and zip fastening
- 2 back pockets
- Cotton blend
- Model wears a size AUS 8 and is 174cm tall",True Black,"72% Cotton, 26% Polyester, 2 % Elastane"
330,Dorothy Perkins,Regular Bootcut Jeans,S$ 43.90,"- Monochrome bootcut denim
- Medium rise
- Regular fit
- Front button & zip fastening
- 5-pocket style
- Cotton blend
- Model wears a UK 8 and is 170cm tall",Black,"79% Cotton, 19% Polyester, 2% Elastane"
331,NAIN,Cropped Bootcut Jeans,S$ 54.90,"- Dark toned cropped jeans
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Cotton blend",Blue,Cotton blend
332,FOREVER 21,Distressed Ankle Skinny Jeans,S$ 44.90,"- Washed effect distressed detailing skinny jeans with frayed hem
- High rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend",Dark Denim,"99% Cotton, 1% Spandex"
333,River Island,Amelie Noosa Jeans,S$ 72.90,"- Washed effect denim skinny jeans with ripped detailing
- Mid rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 8S and is 176cm tall",Mid Auth,"94% Cotton, 4% Elastomultiester, 2% Elastane"
334,Mango,Striped Relaxed Jeans,S$ 59.90,"- Striped denim wide-legged pants
- Sizing runs one size larger
- High rise
- Relaxed fit
- Button and zip fastening
- 5 pocket design
- Cotton",Open Blue,100% Cotton
335,Lovers + Friends,Avery(Revolve),S$ 239.00,"100% cotton
Hand wash cold
Zip fly with button closure
5-pocket design
18 at the knee and 18 at the leg opening
Made in USA",[],[]
336,Something Borrowed,Distressed Mom Jeans,S$ 49.90,"- Denim jeans with rip detail
- High rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",Light Blue,90% Cotton 10% Polyester
337,Calvin Klein,Calvin Klein Ckj 061 Women Distressed Jeans,S$ 329.00,In the CKJ 061 Fit. This pair of Calvin Klein Women Jeans in the casual boyfriend jeans cut features a medium rise waist and cropped legs with distressed details and faded creases. Classic 5-pocket style.,SAVO,[]
338,Mango,Ripped Relax Jeans,S$ 59.90,"- Faded rip denim jeans
- Sizing runs one size larger
- Mid rise
- Unlined
- Relaxed fit
- Button and zip fastening
- 2 front side pockets
- Cotton blend",Open Blue,"99% Cotton, 1% Elastane"
339,FOREVER 21,Contemporary Skinny Jeans,S$ 32.90,"- Solid tone denim skinny jeans
- High rise
- Unlined
- Skinny fit
- Zip fastening
- Five pocket style
- Cotton blend",White,"71% Cotton, 27% Polyester, 2% Spandex"
340,Cotton On,Mid Rise Grazer Skinny Jeans,S$ 39.99,"- Denim skinny jeans with washed effect
- Mid rise
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size AUS 8 and is 176cm tall",Summer Light Blue,"83% Cotton, 15% Polyester, 2% Elastane"
341,GRLFRND,Eva A-Frame Gusset Skirt(Revolve),S$ 225.00,"Made for denim days that call for a sexier feel
GRLFRND's Eva Denim Skirt has you (slightly) covered
The high waisted, mini silhouette sits above the hips for a flattering fit while distressed detail throughout lends to a cool, lived-in feel",[],[]
342,ESPRIT,Race Stripe Jeans,S$ 99.95,"- Side stripe skinny jeans
- Sizing runs one size larger
- Mid rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend",Blue Medium Wash,"72% Cotton,27% Polyester,1% Elastane"
343,ZALORA,Fringe Trim Jeans,S$ 44.90,"- Fringe sides skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend",Blue,98% Cotton 2% Polyester
344,A-IN GIRLS,Elasticated Waist Washed Jeans,S$ 208.95,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",blue,"77% cotton, 21.5% polyester, 1.5% spandex"
345,Eyescream,Frayed End Slim Fit Jeans,S$ 39.90,"- Solid tone frayed hem denim jeans
- Mid rise
- Unlined
- Slim fit
- Button fastening
- Five pocket style
- Cotton blend",Black,"85% Cotton, 13% Polyester, 2% Spandex"
346,Cotton On,Straight Leg Jeans,S$ 39.99,"- Faded distressed raw hem denim jeans
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size AUS 8 and is 177cm tall",Bronte Blue Rips,"81% Cotton, 13% Viscose, 6% Polyester"
347,NA-KD,Straight Mid Rise Jeans,S$ 99.90,"- Medium wash straight cut jeans
- Mid rise
- Relaxed fit
- Button and zip fastening
- Cotton blend",Blue,Cotton blend
348,FOREVER 21,High Rise Wide Leg Jeans,S$ 61.90,"- O-buckle belt jeans
- High rise
- Regular fit
- Button fly
- 5 pockets
- Cotton",Black,100% Cotton
349,NA-KD,Mom Jeans,S$ 99.90,"- Dark toned mom jeans
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Cotton blend",Blue,Cotton blend
350,Cotton On,Mid Rise Wide Leg Crop Jeans,S$ 39.99,"- Cropped jeans with stripe print
- Medium rise
- Relaxed fit
- Button & zip fastening
- 6-pocket style
- Cotton
- Model wears a size AUS 8 and is 174cm tall",Railroad Stripe D-Ring,100% Cotton
351,Free People,Penny Pull On Flare Jeans,S$ 116.00,"- Faded denim flare hem jeans
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- 2 back pockets
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Black,[]
352,Mango,Paper Bag Jeans,S$ 59.90,"- Solid shade paperbag denim jeans
- Sizing runs one size larger
- High rise
- Regular fit
- Front button fastening
- Elasticized waistband
- 4-pocket style
- Belt loops
- Cotton",Medium Green,100% Cotton
353,FOREVER 21,Distressed Floral-Embroidered Jeans,S$ 70.00,"- Floral embroidered slim fit jeans with distressed detail
- Mid rise
- Slim fit
- Front zip and button closure
- 5-pocket design
- Cotton blend",Light Denim,"99% Cotton, 1% Spandex"
354,Guess,Guess Slim Cut Washed Out Jeans,S$ 189.00,"- Faded wash ripped slim jeans with embellishments
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a size 26 in and is 180cm tall",Black,"99% Cotton, 1% Elastane"
355,Mango,Relaxed Frayed Jeans,S$ 59.90,"- Solid shade frayed hem jeans
- Sizing runs one size larger
- Mid rise
- Relaxed fit
- Button and zip fastening
- 5 pocket style
- Cotton",Light Beige,100% Cotton
356,A-IN GIRLS,Elastic Waist Loose Straight Jeans,S$ 199.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",navy,"69.5% Cotton, 29% Polyester, 1.5% Spandex"
357,Dr Denim,Pepper Mom Jeans,S$ 119.00,"- Light wash denim mom jeans
- High rise
- Slim fit
- Front zip and button fastening
- Five-pocket design
- Cotton
- Model wears a size W2628 and is 177cm tall",Light Blue Wash,100% Cotton
358,Dorothy Perkins,Petite Black Ripped Darcy Jean,S$ 59.90,"- Solid tone ripped skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a UK 8 and is 173cm tall",BLACK,"99% Cotton, 1% Lycra/Elastane"
359,River Island,Kaia High Waisted Disco Jeans,S$ 62.90,"- Denim jeans with washed detail
- High rise
- Skinny fit
- Button & zip fastening
- 2 back pockets
- Belt loops
- Cotton blend
- Model wears a size 8R and is 170cm tall",Light Authentic,"99% Cotton, 1% Elastane"
360,Mango,Flare Flared Jeans,S$ 59.90,"- Flared hem jeans
- Sizing runs one size larger
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Sand,"92% Cotton, 6% Polyester, 2% Elastane"
361,GAP,Skinny Ankle Jeans,S$ 114.90,"- Solid tone plain skinny jeans
- Unlined
- Mid rise
- Skinny fit
- Front zip and button closure
- 5-pocket design
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Secret Plum,"52% Cotton, 32% Modal, 13% Polyester, 3% Spandex"
362,Lara,Women Mid-Rise Jeans,S$ 102.00,"- New products
- Easy to mix and match
- Comfortable fabrics",[],[]
363,Something Borrowed,Cuff Hem Straight Leg Jeans With Striped Belt,S$ 42.90,"- Stripe belted detail jeans
- Mid rise
- Regular fit
- Button and zip fastening
- Waist belt
- 5 pockets
- Cotton",Light Blue,100% Cotton Woven
364,Something Borrowed,Cuff Hem Straight Leg Jeans With Striped Belt,S$ 42.90,"- Stripe belted detail jeans
- Mid rise
- Regular fit
- Button and zip fastening
- Waist belt
- 5 pockets
- Cotton",Dark Blue,100% Cotton Woven
365,TOPSHOP,Washed Black Joni Jeans,S$ 79.90,"- Solid tone casual denim jeans
- Mid rise
- Unlined
- Slim fit
- Button fastening
- 2 back pockets
- Cotton blend",WASHED BLACK,"71% Cotton, 26% Polyester, 3% Elastane"
366,DENIZEN,Denizen Women Boyfriend Skinny Jeans,S$ 69.90,"- Denizen Women's FLEX D
-ring Boyfriend Skinny Jeans
- Acid Blue
-Jeans
-99% COTTON 1% ELASTANE",Wan Blue,99% COTTON 1% Elastane
367,GAP,High Rise Ankle Leggings,S$ 81.90,"- Ripped detailing raw hem denim jeggings
- High rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Medium Indigo,"71.2% Cotton, 27% Polyester, 1.8% Spandex"
368,Mango,Cropped Slim-Fit Grace Jeans,S$ 55.90,"- Solid hue cropped jeans
- Sizing runs one size larger
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Open Blue,"93% Cotton, 6% Polyester, 1% Elastane"
369,Calvin Klein,Calvin Klein Ckj 022 Women Body Jeans,S$ 329.00,"Women's jeans with body-slimming effects. Designed to fit below the waist and in the narrow fit through hips and thighs, this pair of classic jeans features a low rise waist and ankle-length legs with distressed details and badges. Zip fly with a signature ck metal button. Classic 5-pocket style.",SUZAK BLUE WEST,[]
370,Guess,Guess Striped-Trim Skinny Jeans With Sequin Belt,S$ 189.00,"- Sequined stripe side skinny jeans with brand printed belt
- Low rise
- Skinny fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 in and is 175cm tall",Black,"90% Cotton, 8% Elastomultiester, 2% Elastane"
371,ZALORA,Denim Cropped Maxi Waist Cigarette Jeans,S$ 34.90,"- Washed effect denim cropped cigarette jeans
- High rise
- Regular fit
- Front zip and button fastening
- Four-pocket style
- Cotton",Charcoal,100% Cotton Woven
372,Brave Soul,Jenna Colour Jeans,S$ 77.90,"- Dark wash ripped skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Mint Blue,"60% Cotton, 31% Tencil, 8% Polyester, 1% Elastane"
373,Glamorous,High Waist Bootcut Jeans,S$ 63.90,"- Medium wash flared jeans
- High rise
- Relaxed fit fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears an S and is 175cm tall",Mid Stone,"98% Cotton, 2% Spandex"
374,River Island,Amelie Super Skinny Jeans,S$ 80.90,"- Light wash skinny jeans with belted waist
- Mid rise
- Skinny fit
- Button and zip fastening
- Waist belt
- 5 pockets
- Distressed detail
- Cotton blend
- Model wears a size 8R and is 170cm tall",Light Auth,94% Cotton 2% Elastane 4% Polyester
375,GRLFRND,Blaire(Revolve),S$ 225.00,"100% cotton
Unlined
Intentionally distressed detail
Button fly
5-pocket design
Side seam slits",[],[]
376,Abercrombie & Fitch,High Rise Wrinkle Ankle Jeans,S$ 154.00,"- Washed effect denim skinny jeans with destroyed detailing
- Sizing runs one size larger
- High rise
- Skinny fit
- Button and zip fastening
- Five pocket design
- Cotton blend
- Model wears a size 26 SHORT and is 177cm tall",Medium Soda Wrinkle,[]
377,GRLFRND,Karolina(Revolve),S$ 325.00,"98% cotton 2% elastane
Light fading and distressed detail
Button fly
5-pocket design
13 at the knee narrows to 11 at the leg opening
Made in USA",[],[]
