,brand,title,price,description,colour,material
3641,Lubna,Plus Size Frill Rib Knit Co-ord,S$ 54.90,"Top:
- Solid tone ribbed long-sleeved tee
- Turtleneck neckline
- Unlined
- Regular fit
- Slip on style
- Polyblend

Bottom:
- Solid tone ribbed maxi skirt
- High rise
- Unlined
- Regular fit
- Elasticated waistband
- Polyblend",Brown,"95% Polyester, 5% Spandex"
3642,ICHI,Kalola Mini Heart Print Skirt,S$ 102.90,"- Hearts print midi pleated skirt
- High rise
- Lined
- Regular fit
- Elasticated waistband fastening
- Polyblend
- Model wears an S and is 174cm tall",Total Eclipse,"55% Recycled Polyester, 45% Polyester"
3643,Compania Fantastica,Printed Midi Skirt,S$ 70.90,"- All-over graphic print midi skirt
- High rise
- Regular fit
- Elasticated waistband
- Polyester",Print,100% Polyester
3644,Bardot,Donna Tube Skirt,S$ 102.90,"- Monochrome faux leather skirt
- Lined
- Medium rise
- Regular fit
- Back zip fastening
- Back hem split
- Polyurethane
- Model wears a size AUS 8 and is 175cm tall",Black,100% Polyurethane
3645,Dorothy Perkins,Mono Dogtooth Skirt,S$ 59.90,"- Midi skirt with metal ring decal
- Unlined
- Mid rise
- Regular fit
- Elasticised waistband
- Polyester
- Model wears a UK 8 and is 178cm tall",Black,100% Polyester
3646,ICHI,Bea Belted Short Skirt,S$ 102.90,"- Solid tone belted ribbed mini skirt
- High rise
- Unlined
- Regular fit
- Belt, hook and zip fastening
- Cotton
- Model wears a size 36 and is 174cm tall",Duffel Bag,100% Cotton
3647,Calli,Cleo Midi Split Skirt,S$ 85.90,"- Side slit detail midi skirt
- High rise
- Unlined
- Regular fit
- Elasticised waist
- Cotton
- Model wears a size AUS 8 and is 174cm tall",White,100% Cotton
3648,Miss Selfridge,Black Pleated Mesh Midi Skirt,S$ 83.90,"- Solid tone pleated textured midi skirt
- Partially lined
- Mid rise
- Regular fit
- Elasticised waistband
- Polyblend
- Model wears a UK 8 and is 177cm tall",Black,"93% Polyester, 7% Elastane"
3649,Willa,Florida Bias Midi,S$ 83.90,"- A-line midi skirt with satin finish
- Unlined
- High rise
- Regular fit
- Side zip fastening
- Polyester",Dusk,100% Polyester
3650,JACQUELINE DE YONG,Era Skirt Corduroy Pants,S$ 39.00,"- Tort button corduroy textured mini skirt
- Unlined
- Mid rise
- Regular fit
- Button fastening
- Cotton blend
- Model wears an S and is 175cm tall",Sky Captain/,[]
3651,JACQUELINE DE YONG,Kira Mid Corduroy Skirt,S$ 49.00,"- Corduroy button down midi skirt
- Unlined
- Regular fit
- Front button fastening
- Two side pockets
- Cotton
- Model wears a size 36 and is 174cm tall",Syrah,100% Cotton
3652,Lubna,Frill Rib Knit Co-ord,S$ 49.90,"Top
- Solid tone ribbed long sleeve roll neck top
- Unlined
- Turtle neckline
- Regular fit
- Polyblend

Bottom
- Solid tone ribbed maxi skirt
- Unlined
- Mid rise
- Regular fit
- Elastic waistband
- Polyblend",Beige,95% Polyester 5% Elastane Woven
3653,Something Borrowed,Belted High Waist Denim Skirt,S$ 39.90,"- Denim mini skirt with belted
- High neckline
- Unlined
- Regular fit
- Zip fastening
- 2 pockets
- Cotton blend",Dark Indigo Wash,88% Cotton 12% Polyester
3654,Halo,Net Yarn Skirt,S$ 119.00,"- Layered
- Elasticised waistband
- Slim fit",Coffee,Net Yarn
3655,Yoco,Tie Waist Button Front Denim Midi Skirt,S$ 49.90,"- Waist tie denim midi skirt
- Unlined
- Mid rise
- Regular fit
- Waist tie fastening
- 2 front side pockets
- Cotton blend",Dark Blue,Cotton Blend
3656,River Island,Check Button Front Mini Skirt,S$ 58.90,"- Checkered print button detail mini skirt
- Unlined
- Mid rise
- Regular fit
- Side zip fastening
- Viscose
- Model wears a UK 8 and is 175cm tall",Pink,100% Viscose
3657,ZALORA,Flutter Hem Midi Skirt,S$ 39.90,"- Floral print ruffled asymmetrical hem midi skirt
- Lined
- Flared fit
- Side zip fastening
- Polyester",Off White/Multi,100% Polyester
3658,NA-KD,High Waist Raw Hem Denim Skirt,S$ 70.90,"- Denim mini skirt with raw hem
- High rise
- Regular fit
- Button and zip fastening
- 5 pocket style
- Cotton",Black Wash,100% Cotton
3659,[],[],[],[],[],[]
3660,PETRA,Stella Skirt,S$ 80.90,"- Floral maxi skirt with layered ruffles
- Unlined
- High waist
- Regular fit
- Elasticised waistband
- Rear zip fastening
- Chiffon crepe
- Model wears an S and is 175cm tall",Navy/white,[]
3661,A-IN GIRLS,New Loose Waist Stripes Half Skirt,S$ 183.75,"The latest Korean fashion hot selection
- Korean fashion, smart choice
- easy to match, fashion up to people
- hot new, to the tide to IN
- The product is manufactured differently depending on the supplier",blue,"70% cotton, 30% polyester"
3662,Dorothy Perkins,Check Skirt,S$ 69.90,"- Checkered print midi skirt
- Lined
- Mid rise
- Regular fit
- Back zip fastening
- Side pockets
- Polyblend
- Model wears a UK 8 and is 172cm tall",MULTI BRIGHT,"95% Polyester, 5% Viscose"
3663,Dorothy Perkins,Black And Ochre Check Mini Skirt,S$ 69.90,"- Houndstooth print mini skirt
- Lined
- High rise
- Regular fit
- Side zip closure
- Polyblend
- Model wears a UK 8 and is 174cm tall",MULTI BRIGHT,"66% Polyester, 22% Acrylic, 6% Viscose, 5% Nylon, 1% Wool"
3664,Cotton On,Oak Check Mini Skirt,S$ 34.99,"- Checkered skirt with slit
- Unlined
- Medium rise
- Regular fit
- Back zip fastening
- Side hem split
- Polyblend
- Model wears an S and is 177cm tall",Laura Check Red Mahogany,"86% Polyester, 14% Viscose"
3665,ZALORA,High Waist Skirt With Front Slit,S$ 39.90,"- Solid tone skirt with split hem
- Unlined
- High waist
- Regular fit
- Rear zip fastening
- Polyester",Forest Green,100% Polyester
3666,ZALORA,Paperbag Midi Skirt,S$ 39.90,"- Solid tone tie front midi skirt
- Unlined
- High rise
- Regular fit
- Front zip and hook closure
- Self tie fastening
- 2 side pockets
- 2 back pockets
- Viscose blend",Beige,69% Viscose 26% Polyamide 5% Spandex
3667,Lubna,Frill Rib Knit Co-ord,S$ 49.90,"Top
- Solid tone ribbed long sleeve roll neck top
- Unlined
- Turtle neckline
- Regular fit
- Polyblend

Bottom
- Solid tone ribbed maxi skirt
- Unlined
- Mid rise
- Regular fit
- Elastic waistband
- Polyblend",Pink,95% Polyester 5% Elastane Woven
3668,Mango,Printed Mini Skirt,S$ 49.00,"- All over embroidered print mini skirt
- Sizing runs one size larger
- Unlined
- Mid rise
- Regular fit
- Back zip fastening
- Viscose",Black,100% Viscose
3669,Vero Moda,Awarddora Below Knee Coated Skirt,S$ 69.00,"- Solid tone faux leather midi skirt with decorative buttons
- Unlined
- High rise
- Regular fit
- Back zip closure
- 1 front pocket
- Polyester- Polyurethane coated
- Model wears an S and is 173cm tall",Black,100% Polyester- Polyurethane coated
3670,Mango,Tweed Mini Skirt,S$ 59.90,"- Tweed texture decorative button mini skirt
- Sizing runs one size larger
- Lined
- Mid rise
- Regular fit
- Back zip fastening
- Polyblend
- Model wears a size 34 and is 173cm tall",Black,"37% Polyester, 37% Cotton, 14% Acrylic, 10% Viscose, 2% Elastane"
3671,FOREVER 21,Zippered Corduroy Mini Skirt,S$ 35.00,"- Solid shade corduroy A-line mini skirt
- Regular fit
- Front zip fastening
- Cotton",Black,100% Cotton
3672,FOREVER 21,Contrast-Stitch Denim Mini Skirt,S$ 35.00,"- Contrast stitching denim mini skirt with raw hem
- Unlined
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton",Black/white,100% Cotton
3673,Dorothy Perkins,Mini Dot Half Pleat Skirt,S$ 79.90,"- Polka dot print midi skirt with pleated bottom
- Unlined
- High rise
- Regular fit
- Side zip closure
- Polyblend
- Model wears a UK 6 and is 174cm tall",RED,"95% Polyester, 5% Elastane"
3674,Its Me,Retro Wave Point Ruffled Skirt,S$ 225.00,"- A-Line Version
- Medium-High Waist Design
- Rear Elastic Waist
- Fashion Polka-Dot Elements
- Concealed Zipper On The Right
- Ruffled Skirt
- Have Lining","orange,white","Fabric: 100% polyester fiber; lining: 90.5% polyester fiber, 9.5% spandex;"
