,brand,title,price,description,colour,material
0,ZALORA BASICS,Basic Crop Hoodie,S$ 29.90,"- Solid tone cropped style hoodie
- Hood neckline
- Regular fit
- Polyester",Red,100% Polyester Woven
1,TOPSHOP,Blue Curly Zip Up Funnel Neck Sweatshirt,S$ 59.90,"- Solid tone furry half zip turtleneck sweatshirt
- Turtleneck neckline
- Regular fit
- Zip fastening
- Polyester",Blue,100% Polyester
2,ESPRIT,Basic Long Sleeve Sweater,S$ 89.95,"- Solid tone jumper with ribbing detail
- Sizing runs one size larger
- Turtleneck neckline
- Unlined
- Regular fit
- Slip on style
- Viscose blend
- Model wears an S and is 173cm tall",Black,"81% Viscose, 16% Polyamide, 3% Elastane"
3,ESPRIT,Textured Knit Sweater,S$ 69.95,"- Knitted pullover with texture detail
- Sizing runs one size larger
- Round neckline
- Regular fit
- Slip-on style
- Long sleeves
- Ribbed hem & cuffs
- Cotton
- Model wears a S and is 173cm tall",Garnet Red,100% Cotton
4,Vero Moda,Amanda Long Sleeve High Neck Jumper,S$ 59.00,"- Solid tone ribbed roll neck sweater
- Unlined
- Turtle neckline
- Regular fit
- Cotton blend
- Model wears an S and is 173cm tall",North Atlantic,"62% Cotton, 35% Polyester, 3% Elastane"
5,Champion,Japan Range Women's Hoodie,S$ 119.00,"- Logo printed casual hoodie
- Hooded neckline
- Relaxed fit
- Unlined
- Slip on style
- Elasticated cuffs
- Cotton
- Model wears an M and is 177cm tall",White,100% Cotton
6,Lacoste,Women's Crew Neck Check Lacoste Badge Cotton Sweater,S$ 259.00,"Cotton interlock, Ribbed crew neck, Check Lacoste badge appliqué on chest, Ribbed finishes at sleeve ends and bottom of garment",[],[]
7,Desigual,White Loose Donald Duck Sweatshirt,S$ 169.00,"- Graphic hoodie with shirt detail
- Hood neckline
- Relaxed fit
- Slip-on style
- Hood with drawstring
- Long cuffed sleeves
- Curved shirt hem
- Cotton blend
- Model wears an S and is 174cm tall",Blanco,92% Cotton 5% Polyester 3% Other Fibers
8,Calvin Klein,A-Metallic Monogram Sweatshirt- Calvin Klein Jeans,S$ 239.00,"- Metallic brand print sweatshirt
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Cotton blend
- Model wears an S and is 174cm tall",Bright White,"84% Cotton, 16% Polyester"
9,SCOTCH & SODA,Crewneck Sweat With Badge,S$ 166.90,"- Front badge detail sweatshirt
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Cotton blend
- Model wears an S and is 177cm tall",Grey Melange,[]
10,adidas,Adidas W Mh 3 Stripe Doubleknit Hoodie,S$ 90.00,"- adidas performance
- Best for training
- Classic triple stripes hoodie
- Hooded neckline
- Unlined
- Loose fit
- Zip fastening
- 2 pockets
- Cotton blend
- Model wears an S and is 175cm tall",Black/White,"67% Cotton, 33% Recycled Polyester"
11,ESPRIT,Sweaters Long Sleeve,S$ 89.95,"- Stripped sweater with brand name
- Sizing runs one size larger
- Round neckline
- Regular fit
- Slip on style
- Cotton blend",Off White 3,"60% Cotton,40% Polyamide"
12,Calli,Mary Tieup Jumper,S$ 71.90,"- Cropped jumper with rear keyhole
- Round neckline
- Regular fit
- Self tie rear closure
- Acrylic
- Model wears a size AUS 8 and is 173cm tall",Grey,Machine wash cold
13,FILA,Classic FILA LOGO Sweatshirt,S$ 138.00,"- Regular fit
- Highly stretchable, comfortable and soft
- Good warmth retention
- FILA towel embroidery Logo
- Basic design, easy to match",Pink,"95% Cotton, 5% Spandex"
14,ZALORA BASICS,Basic Long Sleeve Rib Hoodie,S$ 29.90,"- Crop hoodie with rib detail
- Hood neckline
- Regular fit
- Slip-on style
- Hood with drawstring
- Long sleeves
- Cropped hem
- Polyester blend",Black,"95% Polyester, 5% Spandex"
15,ICHI,Mopaz Metallic Knit Top,S$ 66.90,"- Gold tone metallic thread textured jumper
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Ribbed cuffs and hem
- Viscose blend
- Model wears an S and is 174cm tall",Smoke Taupe,"70% Viscose, 15% Metallic, 15% Nylon"
16,Puma Select,PUMA X KARL XTG HZ,S$ 189.00,"- Multi-toned brand logo printed track hoodie
- Hooded neckline
- Regular fit
- Unlined
- Zip fastening
- Bottom drawstring fastenings
- Polyblend
- Model wears an S and is 175cm tall",High Risk Red,"69% Polyester, 24% Viscose, 7% Elastane"
17,Guess,Guess Ladies Long-Sleeve Logo Hoodies,S$ 185.00,"- Logo embroidered pullover hoodie
- Unlined
- Hooded neckline
- Regular fit
- Cotton
- Model wears an S and is 173cm tall",White,100% Cotton
18,Under Armour,Unstoppable Move Light Fz Hoodie,S$ 119.00,"- Best for training
- Tri tone mesh panel zip hoodie
- Hooded neckline
- Unlined
- Regular fit
- Zip fastening
- Mesh paneling for added breathability
- Unique, ultra lightweight fabric constructed with internal air pockets to trap added warmth without sacrificing breathability
- Polyester
- Model wears an S and is 170cm tall",Pitch Gray/Onyx White/Tetra Gray,100% Polyester
19,Mango,Fine-Knit Sweater,S$ 55.90,"- Solid shade long sleeve knitted sweater
- Sizing runs one size larger
- Crew neckline
- Unlined
- Regular fit
- Slip on
- Viscose blend",Rust,"48% Viscose, 27% Polyester, 25% Polyamide"
20,Lee,Long Sleeve Sweater,S$ 149.90,"- Furry textured brand print sweatshirt
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Acrylic blend
- Model wears an S and is 174cm tall",Burgundy,"69% Acrylic, 28% Polyamide, 3% Elastane"
21,Guess,Guess Kenya Logo Pullover,S$ 99.00,"- Two tone brand print cropped sweater
- Unlined
- Turtle neckline
- Regular fit
- Zipper closure
- Cotton blend
- Model wears an S and is 173cm tall",Gold,"60% Cotton, 40% Polyester"
22,Superdry,Nineties Half Zip Sweater,S$ 159.00,"- Casual sweater with graphic print
- High neckline
- Regular fit
- Front zip fastening
- 2 front zip pockets
- Long sleeves
- Ribbed hem & cuffs
- Cotton blend
- Model wears a UK 8 and is 177cm tall",Optic,"80% Cotton, 20% Polyester"
23,Mango,Message Cotton Sweatshirt,S$ 55.90,"- Graphic print cotton sweatshirt
- Sizing runs one size larger
- Crew neckline
- Unlined
- Relaxed fit
- Slip on
- Cotton",Light Beige,100% Cotton
24,FOREVER 21,Striped Oversized Cropped Sweater,S$ 44.90,"- Stripe print knit crop sweater
- Round neckline
- Unlined
- Relaxed fit
- Slip on style
- Cotton blend",Black/White,Cotton Blend
25,RSVP,RSVP Studio Crop Sweatshirts,S$ 96.00,"- A cotton blended sweatshirt
- Oversized
- Round neck with contrast color
- Long sleeves
- Graphic print to the front
- Ribbed hem and cuffs
- Available in ivory and blue",Blue,"75% cotton, 25% polyester"
26,JACQUELINE DE YONG,Louise Icon Long Sleeve Hoodie,S$ 42.90,"- Solid coloured zip up hoodie
- Hooded neckline
- Unlined
- Regular fit
- Zip fastening
- 2 pockets
- Cotton blend
- Model wears an S and is 173cm tall",Cloud Dancer/String Dtm,"60% Cotton, 40% Polyester"
27,A-IN GIRLS,Striped Stitching Hooded Sweater T-Shirt,S$ 199.50,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","white,black","97.5% Cotton, 2.5% Spandex"
28,Mango,Open-Knit Sweater,S$ 55.90,"- Solid tone knitted sweater
- Sizing runs one size larger
- Round neckline
- Regular fit
- Slip on style
- Acrylic blend",Light Pastel Grey,"50% Acrylic, 34% Polyester, 14% Wool, 2% Elastane"
29,Zalia,Active Camo Hoodie,S$ 32.90,"- Multi-hued camo print hoodie
- Hooded neckline
- Relaxed fit
- Unlined
- Lace up top fastening
- Kangaroo pockets
- Polyblend",Pink,85% Polyester 15% Spandex
30,A-IN GIRLS,Fashion Wild Hooded Sweater,S$ 208.95,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",grey,"42% Viscose, 33.5% Polyester, 24.5% Nylon"
31,Alpha Style,Britney Hoodie,S$ 305.00,"- Mix and match with synthetic fabric
- Zip details on shoulder
- Hood drawstring with metal tipping
- Zip pockets on front
- Zip bellow pockets on back
- Zip opening on center back slit
- Small printed logo on front collar
- Unisex style",Black,100% Cotton
32,Reoparudo,RPD Space Graphic Edition Zip Hoodie (Black),S$ 110.90,"REOPARUDO's new collections to mysterious gorgeous space as a blueprint for creation. In the quarter to join the Galaxy and 3M reflective elements in the space show the characteristics of the trend of the side. New series of simple fashion to implement the style of movement, retaining the logo of the Reoparudo pattern. Series, including the sweater, trousers, T-shirts, etc. in order to match. Highly recommend hoodies series.
-Space Graphic Print inside to the Hood
-Embrioderied Cross Space Letter to chest
-Soft-touch sweat
-Drawstring hood
-Zip placket
-Side pockets
-Fitted trims
-Full ""YKK"" Zip Closure
-Ribbed Cuffs and Hem
-Regular fit - true to size
-Machine wash
-Design in Japan",Black,100% Cotton
33,Something Borrowed,Knitted Cropped Sweater,S$ 34.90,"- Solid tone plain knitted sweater
- Unlined
- Crew neckline
- Regular fit
- Polyester",Rust,100% Polyester
34,FILA,Originale Hooded Zip Jacket,S$ 208.00,"- FILA Originale Collection
- Highly stretchable and comfortable
- Not easy to wrinkle
- Classic embroidered F logo at the front
- 'FILA 1911' at the sleeve
- Two zip pockets
- Available in two colors","Red, White","94% Cotton, 6% Spandex"
35,ONLY,Gina Sweater,S$ 39.00,"- All over heart print sweatshirt
- Unlined
- Crew neckline
- Regular fit
- Cotton blend
- Model wears an S and is 174cm tall",Light Grey Melange/Love,"99% Cotton, 1% Viscose"
36,FILA,F-Box Sweatshirt,S$ 148.00,"- Regular fit
- Highly stretchable, comfortable and soft
- Good warmth retention
- F-box Logo
- Basic design, easy to match- Model is 174cm and is wearing a size M ","White, Pink","95% Cotton, 5% Spandex"
37,Superdry,Alice Zip Hoodie,S$ 159.00,"- Metallic print zip up hoodie
- Hooded neckline
- Unlined
- Regular fit
- Zip fastening
- 2 pockets
- Polyblend
- Model wears a UK 8 and is 177cm tall",Sand Grey Marl,"57% Polyester, 43% Cotton"
38,Lorna Jane,Feel The Beat Active Hoodie,S$ 110.99,"- Monochrome mesh panelled hoodie
- LJ Active � Fabric
- Moisture wicking and breathable
- Shrink and fade resistant
- Crease resistant
- Hooded neckline
- Unlined
- Relaxed fit
- Drawstring hood
- Nylon blend
- Model wears an S and is 174cm tall",White,"84% Nylon, 16% Elastane"
39,Puma,PUMA Archive T7 Women's Legging 575617,S$ 99.00,"We’ve got fresh gear for our most legendary crew (yes, that includes you!). PUMA’s lifestyle products are inspired by sport, yet offer a sleek, on-trend look.",Cotton Black,[]
40,Guess,Icon Logo Hoodie,S$ 129.00,"- Rhinestone embellished brand log crossover hoodie
- Hooded neckline
- Unlined
- Regular fit
- Hood drawcord fastening
- Cotton
- Model wears an S and is 173cm tall",Black,100% Cotton
41,OBEY,Left Bank Crew Sweatshirt,S$ 129.00,"- Two tone brand logo knitted sweater
- Round neckline
- Regular fit
- Cotton
- Model wears an S and is 172cm tall",Cream / Black,100% Cotton
42,Mango,Ribbed Sweater,S$ 45.90,"- Solid tone rib textured sweater
- Sizing runs one size larger
- High neckline
- Unlined
- Slim fit
- Slip on style
- Viscose blend",Black,"73% Viscose, 27% Polyamide"
43,Hollister,Core Shaker Crew Neck Sweater,S$ 54.00,"- Solid shade knitted sweater with side slits
- Sizing runs one size larger
- Crew neckline
- Unlined
- Relaxed fit
- Slip on
- Cotton blend
- Model wears an S and is 175cm tall",Oatmeal,"60% Cotton, 20% Nylon, 20% Viscose"
44,GAP,Pointelle Crew Neck Top,S$ 118.90,"- Solid tone knitted sweater with allover pointelle stitch
- Unlined
- Crew neckline
- Regular fit
- Acrylic blend
- Model wears an S and is 174cm tall",Milk Global,"52% Acrylic, 27% Nylon, 12% Polyester, 6% Elastane, 3% Wool"
45,Supre,Lara Long Sleeve Printed Sweatshirt,S$ 35.00,"- Text embroidery oversized sweatshirt with ribbed trims
- Crew neckline
- Unlined
- Relaxed fit
- Slip on
- Cotton blend
- Model wears an S and is 175cm tall",Granite Grey/Monaco,"60% Cotton, 40% Polyester"
46,TOPSHOP,Flower Embellished Sweat,S$ 149.00,"- Floral motif cropped sweatshirt
- Crew neckline
- Regular fit
- Cotton",BLACK,100% Cotton
47,A-IN GIRLS,Lazy Wind Color Striped Thick Needle Sweater,S$ 288.75,"[Elements Of Design] Sexy V-Neck / Long Sleeve Design / Cross Strap Detachable / Bright Silk Stripe (**The Chinese Version Shall Prevail)

【設計物語】融入亮絲元素的針織衫，散發著點點光澤感，同時橫條紋的撞色設計，也是亮眼閃耀袖口交叉繫帶，打造浪漫女孩造型溫柔淑女風的針織衫，可以入手哦",multi,"57.1% Acrylic, 31.7% Nylon, 11.2% Sheep Wool"
48,Cotton On,Archy Cropped 2 Pullover,S$ 29.99,"- Solid tone drop shoulder cropped knitted sweater
- Round neckline
- Relaxed fit
- Cotton blend",Brownie,"60% Cotton, 40% Acrylic"
49,L'urv,Breathe Easy Cropped Hoodie,S$ 92.90,"- Solid tone cropped hoodie with crossover back design
- Unlined
- Hooded neckline
- Regular fit
- Cotton
- Model wears an S and is 176cm tall",Dusty Pink,100% Cotton
50,Something Borrowed,Sweater Top,S$ 24.90,"- Solid tone crop sweater top
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Polyester
- Model wears an S and is 176cm tall",Blue,Polyester
51,TOPSHOP,PETITE Grey Textured Zip Up Funnel Neck Sweatshirt,S$ 59.90,"- Solid shade furry textured front zip sweatshirt
- High neckline
- Unlined
- Relaxed fit
- Front zip fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",Grey,100% Polyester
52,ZALORA BASICS,Basic Sweatshirt With Button Details,S$ 29.90,"- Button detail sweatshirt
- Round neckline
- Regular fit
- Polyester",Black,100% Polyester
53,Reoparudo,RPD Logo Embroidery Sweater (Grey),S$ 101.90,"REOPARUDO new season series, this sweater brand pattern into the silver thread embroidery, simple design to create a rich sense of fashion, combined with the neck of the iconic brand yellow back Mark, so you can easily create stylish modern style.

-Soft-touch Sweat
-Loop-back sweat
-Crew neck
-Ribbed Collar, Cuffs & Hem 
-Embroidered Reoparudo Logo on chest 
-Regular fit - true to size
-Design in Japan

REOPARUDO - Fashion Brands Reoparudo founder from Yokohama, Japan. Cooperate with Japanese designers create the new generation of Japanese and Korean street fashion culture as the design of theme products. Inspired by music and pop culture, reoparudo has been at the forefront of shaping a new generation of Skateboard movement, collecting a following of celebrity artists, DJs and musicians along the way. Look to a collection of hoodies, t-shirts, sweatpants, caps, boxers and socks for everyday wear.",Grey,100% Cotton
54,Rip Curl,Search Hooded Long Sleeve Tee,S$ 59.00,"- Long sleeved graphic tee with hoodie
- High neckline
- Unlined
- Regular fit
- Cotton
- Model wears a size AUS 6 and is 174cm tall",Light Grey,Cotton
55,A-IN GIRLS,Fashion Two-Layer Striped Sweater T-Shirt,S$ 236.25,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","navy,white","97.5% Polyester Fiber, 2.5% Spandex"
56,Champion,US Range Yarn Dye Stripe Rib Cropped V-Neck Sweatshirt,S$ 95.00,"- Cropped sweatshirt with raw hem
- V neckline
- Regular fit
- Slip on style
- Cotton blend
- Model wears an S and is 175cm tall",Blue Apron,"84% Cotton, 16% Polyester"
57,A-IN GIRLS,Fashion V-Neck Striped Sweater,S$ 152.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","beige,black","76.4% Cotton, 23.6% Polyester Fiber"
58,ESPRIT,Pattern Knit Pullover,S$ 89.95,"- Printed cable-knit sweater
- Sizing runs one size larger
- Round neckline
- Regular fit
- Slip-on style
- Long dropped sleeves
- Ribbed hem & cuffs
- Polyamide blend
- Model wears a S and is 173cm tall",Medium Grey,"64% Polyamide, 22% Polyester, 10% Wool, 4% Elastane"
59,A-IN GIRLS,Ethnic Style Stitching Round Neck T-Shirt,S$ 208.95,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",red,"80% Polyester, 14.5% Cotton, 5.5% Spandex"
60,ESPRIT,Long Sleeve Sweater,S$ 89.95,"- Floral embroidery sweater
- Sizing runs one size larger
- Crew neckline
- Unlined
- Regular fit
- Slip on
- Cotton blend
- Model wears an S and is 173cm tall",Navy,"50% Cotton, 50% Acrylic"
61,Mango,Fine-Knit Sweater,S$ 55.90,"- Solid shade fine knitted sweater with high low hem
- Sizing runs one size larger
- Crew neckline
- Unlined
- Relaxed fit
- Slip on
- Acrylic blend",Light Pastel Grey,"72% Acrylic, 26% Polyester, 2% Elastane"
62,Hollister,Classic Tech Logo Fullzip Hoody,S$ 88.00,"- Brand embroidery zip front hoodie
- Sizing runs one size larger
- Hooded neckline
- Unlined
- Regular fit
- Front zip fastening with drawstring hood
- Two front pockets
- Cotton blend
- Model wears an S and is 173cm tall",Grey,[]
63,TOPSHOP,Ecru Rugby Polo Sweatshirt,S$ 49.90,"- Solid-colored polo sweater
- Collar neckline
- Regular fit
- Front button fastening
- Long cuffed sleeves
- Cotton",Cream,100% Cotton
64,Violeta by MANGO,Plus Size Fine-Knit Sweater,S$ 45.90,"- Solid hue fine-knitted sweatshirt
- Round neckline
- Regular fit
- Slip-on style
- Long cuffed sleeves
- Viscose blend",Green,"75% Viscose, 25% Polyamide"
65,Something Borrowed,Graphic Drawstring Hoodie,S$ 32.90,"- Melange hoodie top with text detail
- Unlined
- Hooded neckline
- Relaxed fit
- Drawstring fastening
- Polyester",Melange Grey,100% Polyester
66,adidas,Adidas Performance Essentials Linear Crewneck Sweater,S$ 52.00,"- adidas performance
- Best for post-workout
- Brand print pullover sweater
- Unlined
- Crew neckline
- Regular fit
- Cotton blend
- Model wears an S and is 173cm tall",Semi Coral/White,"52% Cotton, 48% Polyester"
67,Jack Wills,Raye Crop Hoody,S$ 108.90,"- Chevron stripe cropped hoodie with brand embroidery
- Hooded neckline
- Unlined
- Boxy fit
- Drawstring hood
- Kangaroo pocket
- Cotton blend
- Model wears a UK 8 and is 175cm tall",Navy,[]
68,Something Borrowed,Colorblock Hooded Pullover,S$ 42.90,"- Multi hue hoodie
- Unlined
- High neckline with hoodie
- Regular fit
- Zip fastening
- 1 pocket
- Polyblend",Grey/Pink/White,97% Polyester 3% Spandex
69,Lorna Jane,Athleisure Sweat,S$ 170.00,"- Printed sweatshirt
- Crew neckline
- Unlined
- Regular fit
- Polyblend
- Model wears an S and is 176cm tall",Marine,Polyblend
70,Puma,PUMA Classics Women's T7 Track Jacket 577953,S$ 79.00,"PRODUCT STORY
The T7 is a PUMA legend, with roots in street style culture and sportswear alike. Fresh from the PUMA Archives, we’re bringing the T7 out of retirement to update the timeless style for modern wear. This classic track jacket features the iconic T7 stripes down the sleeves and a comfortable fit for everyday style.",Pale Pink,[]
71,ESPRIT,3/4 Sleeve Sweatshirt,S$ 69.95,"- Woven textured sweatshirt with contrast hem
- Sizing runs one size larger
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Polyblend
- Model wears an S and is 173cm tall",Dark Grey,"85% Polyester, 13% Viscose, 2% Elastane"
72,adidas,Adidas W Id Glory Crw,S$ 70.00,"- adidas performance
- Best for performance
- Brand logo back zip detail sweatshirt
- Crew neckline
- Unlined
- Regular fit offers room through the shoulders and chest for plenty of movement
- Back zip fastening
- 2 front side pockets
- Polyblend",White,"59% Polyester, 41% Cotton"
73,ZALORA BASICS,Basic Oversized Longline Sweatshirt,S$ 29.90,"- Striped oversized long sweatshirt
- Round neckline
- Relaxed fit
- Polyblend",Navy With Red Stripes,95% Polyester 5% Spandex Knit
74,Abercrombie & Fitch,Logo Terry Popover Sweatshirt,S$ 88.00,"- Solid tone hoodie with embroidered patch
- Sizing runs one size larger
- Unlined
- Regular fit
- Slip on style
- Drawstring fastening
- Cotton blend
- Model wears an S and is 175cm tall",Medium Grey/Texture,"69% Cotton, 31% Polyester"
75,Mango,Bicolor Knit Sweater,S$ 55.90,"- Two toned knitted sweater
- Sizing runs one size larger
- High neckline
- Unlined
- Regular fit
- Slip on style
- Acrylic",Medium Brown,100% Acrylic
76,Brave Soul,Front Pocket Hoodie,S$ 43.90,"- Neon hued hoodie
- Hooded neckline
- Unlined
- Regular fit
- Drawstring hood
- Kangaroo pocket
- Polyester
- Model wears an S and is 173cm tall",Neon Pink,100% Polyester
77,BDG by Urban Outfitters,Cropped Slouchy Hoodie,S$ 90.90,"- Solid tone cropped pullover hoodie
- Hood neckline
- Regular fit
- Cotton
- Model wears an S and is 177cm tall",Mint,100% Cotton
78,JACQUELINE DE YONG,Megan Long Sleeve Pullover,S$ 39.00,"- Loose knitted pullover
- V neckline
- Unlined
- Loose fit
- Acrylic blend
- Model wears an S and is 175cm tall",Provence,"88% Acrylic, 12% Polyester"
79,Guess,Guess Ladies Long-Sleeve Hoodie With Small Triangle Logo,S$ 185.00,"- Brand logo embroidered pullover hoodie
- Unlined
- Hooded neckline
- Regular fit
- Cotton
- Model wears an S and is 173cm tall",Black,100% Cotton
80,Something Borrowed,Neon Graphic Cropped Sweatshirt,S$ 32.90,"- Dropped shoulder raw hem graphic cropped sweatshirt
- Crew neckline
- Unlined
- Relaxed fit
- Slip on
- Polyester",Light Melange Grey,100% Polyester
81,Miss Selfridge,PINK ZIP THROUGH HOODIE,S$ 59.90,"- Solid tone casual zip hoodie
- Hooded neckline
- Unlined
- Regular fit
- Zip and hood drawcord fastening
- 2 front side pockets
- Cotton
- Model wears an S and is 174cm tall",PINK,100% Cotton
82,Running Bare,Saturday Zen Hoodie,S$ 114.90,"- Pullover hoodie with logo print
- Hood neckline
- Relaxed fit
- Slip-on style
- Drawstring hood
- Long cuffed sleeves
- Polyester blend
- Model wears a size AUS 8 and is 175cm tall",Champagne Marle,"85% Polyester, 10% Rayon, 5% Elastane"
83,Factorie,Raw Edge Crop Crew,S$ 29.95,"- Solid-colour long-sleeved cropped sweatshirt
- Round neckline
- Regular fit
- Slip on style
- Cotton blend
- Model wears an S and is 173cm tall",Washed Asphalt,"60% Cotton, 40% Polyester"
84,Something Borrowed,Knitted Cropped Sweater,S$ 34.90,"- Solid tone plain knitted sweater
- Unlined
- Crew neckline
- Regular fit
- Polyester",Mustard,100% Polyester
85,Hollister,Lace Up Pullover,S$ 58.00,"- Lace up neckline hoodie
- Sizing runs one size larger
- Hooded neckline
- Unlined
- Relaxed fit
- Slip on style
- Cotton blend
- Model wears an S and is 175cm tall",Light Blue,"60% Cotton, 40% Polyester"
86,ZALORA,Co-Ord Balloon Sleeves Textured Sweater,S$ 34.90,"- Solid shade textured sweatshirt
- Round neckline
- Regular fit
- Slip-on style
- Long balloon sleeves
- Polyester blend
- Model wears an S and is 170cm tall",Blue,95% Polyester 5% Spandex
87,Guess,Guess Giulia Logo Pullover,S$ 109.00,"- Brand embroidered pullover 
- Unlined
- Crew neckline
- Regular fit
- Cotton blend
- Model wears an S and is 173cm tall",Grey,"44% Cotton, 36% Polyester, 20% Viscose Rayon"
88,Guess,Guess Long-sleeve Round Neck Marta Sweater,S$ 159.00,"- Graphic brand logo knitted sweater
- Round neckline
- Regular fit
- Wool blend
- Model wears an S and is 173cm tall","White,Yellow,Black","50% Wool, 50% Acrylic"
89,A-IN GIRLS,Fashion Striped Hooded Short-Sleeved T-Shirt,S$ 149.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","blue,white","93.5% Cotton, 6.5% Spandex"
90,Mango,Bicolor Ribbed Sweater,S$ 55.90,"- Contrast sleeve hem sweater
- Sizing runs one size larger
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Viscose blend",Black,"72% Viscose, 28% Polyamide"
91,Violeta by MANGO,Plus Size Fine-Knit Sweater,S$ 45.90,"- Solid hue fine-knitted sweatshirt
- Round neckline
- Regular fit
- Slip-on style
- Long cuffed sleeves
- Viscose blend",Navy,"75% Viscose, 25% Polyamide"
92,FILA,Side Taped Sweatshirt,S$ 148.00,"- Regular fit
- FILA Originale Collection
- 1911 - FILA side tape
- F-box embroidery LOGO
- Hygroscopic and breathable, soft and comfortable",Red,"83% Cotton, 17% Polyester"
93,Reoparudo,RPD Reflective Signature Printed Hoodie (Black),S$ 110.90,"REOPARUDO brings its on-trend fashion elements to this hoodie. Emphasising its streetwear appeal, this hoodie features the reflecitve patch with decorated embrodiery on sleeves and signature reflective logo print at the back.

-Drawstring hood
-Over-the-head style
-Reflective Reoparudo logo printed at the front 
-Brand Logo yellow ribbon printed at the back 
-Sleeves with reflective fabric embroidery design
-Soft touch fabric
-100% premium cotton
-Soft-touch sweat
- Front pocket on both sides
-Elastic Ribbed Cuffs and Hem
-Regular fit - true to size
-Design in Japan

OPARUDO new season launched a series of military as a design concept . The representative military colors Soldier Green and Navy Blue have been added to the collection.  The new collection retains the signature reflective design elements and yellow tape as embellishment. The brand new series includes T-shirts, sweaters and trousers etc for mix and match.",Black,100% Premium Cotton
94,Mango,Knitted Braided Sweater,S$ 55.90,"- Solid toned braided knit sweater
- Sizing runs one size larger
- Crew neckline
- Unlined
- Regular fit
- Viscose blend",Black,"50% Viscose, 25% Polyamide, 25% Polyester"
95,Violeta by MANGO,Plus Size Printed Cotton Sweatshirt,S$ 89.90,"- Chevron stripe panel sweatshirt
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Cotton blend",Grey Multi,"95% Cotton, 5% Viscose"
96,Brave Soul,Raglan Shoulder Hoody,S$ 61.90,"- Rainbow tape zip up hoodie
- Hooded neckline
- Unlined
- Regular fit
- Zip fastening
- 2 pockets
- Elasticised hem
- Polyester
- Model wears a UK 8 and is 181cm tall",Black/Rainbow,100% Polyester
97,Jack Wills,Ivy Raglan Zip Through Hoodie,S$ 97.90,"- Solid shade raglan sleeve zip front hoodie
- Hooded neckline
- Unlined
- Slim fit
- Front zip fastening with drawstring hood
- Two pockets
- Polyblend",Navy,"55% Polyester, 45% Cotton"
98,GAP,Long Sleeve Crew Neck Pullover,S$ 64.90,"- Multi tone embroidery knitted pullover
- Crew neckline
- Unlined
- Regular fit
- Slip on
- Cotton
- Model wears an S and is 174cm tall",Snowflake Milk,100% Cotton
99,ZALORA BASICS,Basic Oversized Longline Sweatshirt,S$ 29.90,"- Solid tone oversized long sweatshirt
- Round neckline
- Relaxed fit
- Rayon blend",Dusty Blue,95% Polyester 5% Spandex Knit
100,A-IN GIRLS,Half-High Collar Wild Color Sweater,S$ 208.95,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",pink,"56% viscose, 32.5% polyester, 11.5% nylon"
101,FILA,Husky Long Hoodie,S$ 178.00,"- Front embroidered Husky
- Long hoodie design
- Drawstring hood
- Comfortable and stretchable
- Ribbed trims",White,"96.5% Cotton, 3.5% Spandex"
102,FOREVER 21,Los Angeles Cropped Pullover,S$ 22.90,"- Graphic print boxy pullover with raw hem detail
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Cotton",Cream/Black,Cotton
103,Abercrombie & Fitch,Logo Terry Popover Sweatshirt,S$ 88.00,"- Solid tone hoodie with embroidered patch
- Sizing runs one size larger
- Unlined
- Regular fit
- Slip on style
- Drawstring fastening
- Cotton blend
- Model wears an S and is 175cm tall",Medium Grey/Texture,"69% Cotton, 31% Polyester"
104,FILA,Red Line Hoodie,S$ 168.00,"- Drawstring hood
- Dropped shoulders
- Stretchable and comfortable
- F-box logo at the front
- Brand logo print at sleeves
- Two side zip pockets","Red, White","47% Polyester, 44% Cotton, 9% Spandex"
