web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573254465-4433","https://www2.hm.com/en_us/women/products/dresses.html","Knit Cowl-neck Dress","https://www2.hm.com/en_us/productpage.0771829003.html","Knit Cowl-neck Dress","$49.99","Calf-length dress in a soft knit with wool content. Large cowl neck, dropped shoulders, and ribbing at cuffs and hem. Short slits at sides.","Acrylic 59%, Polyamide 36%, Wool 5%","Front: Length: 111.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Turtleneck
					Sweater Dress","Light beige melange","Light beige melange"
"1573243105-4126","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0781833003.html","Crêped Dress","$17.99","Short dress in woven, crêped fabric. Round neckline, opening at back of neck with button, and concealed side zip. Long sleeves and narrow, elasticized cuffs with ruffle trim. Seam at waist and a circle skirt. Unlined.","Polyester 97%, Elastane 3%","Back: Length: 81.3 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Dark green/white","Dark green/floral"
"1573244539-4164","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Long Dress","https://www2.hm.com/en_us/productpage.0795052002.html","Pleated Long Dress","$69.99","Long dress in airy, woven fabric. Wrapover front, hook-and-eye fastener at neckline, concealed side zip, and gathers at shoulders. Long balloon sleeves with narrow, elasticized cuffs. Seam at waist with wide, pleated band, and flared, pleated skirt. Lined.","Lining: Viscose 100%","Back: Length: 128.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Balloon Sleeve
					Wrapover
					V-neck","Light blue","Light blue"
"1573238711-4007","https://www2.hm.com/en_us/women/products/dresses.html","Mesh Dress","https://www2.hm.com/en_us/productpage.0847967002.html","Mesh Dress","$39.99","Calf-length dress in mesh with a low-cut back and long sleeves. Seam at waist, gently flared skirt, and raw edges at cuffs and hem. Jersey lining.","Lining: Polyester 100%","Back: Length: 124.6 cm (Size M) – cm = unitofmeasure","STYLE
				
					Plunge Back
					Round Neck","Black","Black"
"1573248636-4274","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Ruffles","https://www2.hm.com/en_us/productpage.0794454001.html","Dress with Ruffles","$34.99","Short dress in airy chiffon with a printed pattern. Small, ruffle-trimmed stand-up collar with buttons at top and opening at front. Long sleeves with ruffle trim on shoulders and elasticized cuffs with decorative ties. Concealed zip at one side and flounce at hem. Jersey liner skirt.","Polyester 100%","Back: Length: 84.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Stand-up Collar","Black/pink/green","Black/floral"
"1573248709-4276","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0685017008.html","Wrap Dress","$24.99","Short dress in soft viscose fabric with a printed pattern. V-neck, wrapover front with ties at waist, and long sleeves. Unlined.","Viscose 100%","Back: Length: 83.4 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Burgundy/black","Burgundy/patterned"
"1573227970-3699","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0747347001.html","Shirt Dress with Tie Belt","$34.99","Knee-length dress in soft denim. Collar, buttons at front, yoke at back, and removable tie belt at waist. Long sleeves with buttons at cuffs, chest pockets with flap, and rounded hem.","Viscose 73%, Lyocell 27%","Back: Length: 100.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Turn-down Collar","Black denim","Black denim"
"1573247885-4254","https://www2.hm.com/en_us/women/products/dresses.html","Velour Dress","https://www2.hm.com/en_us/productpage.0810849002.html","Velour Dress","$49.99","Short dress in soft velour with a round neckline. Low-cut opening at back with concealed button at back of neck. Dropped shoulders and short, wide sleeves. Seam at waist and gathers at sides of skirt for a snug fit. Jersey lining.","Polyester 90%, Elastane 10%","Back: Length: 85.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Black","Black"
"1573254933-4446","https://www2.hm.com/en_us/women/products/dresses.html","Knit Turtleneck Dress","https://www2.hm.com/en_us/productpage.0820873004.html","Knit Turtleneck Dress","$39.99","Wide-cut, calf-length dress in a soft, knit fabric. Ribbed turtleneck, dropped shoulders, and long, wide sleeves. Ribbing at cuffs and hem. Slits at sides.","Polyester 46%, Acrylic 42%, Polyamide 12%","Midi","STYLE
				
					Turtleneck
					Sweater Dress","Dark gray","Dark gray"
"1573242544-4111","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0705955004.html","Chiffon Dress","$49.99","Short dress in airy, crinkled chiffon with lace details. Opening at back with crossover lacing, concealed side zip, and long sleeves. Small opening at cuffs with ties, seam at waist, and gently flared circle skirt with scalloped lace trim at hem. Partly lined.","Polyester 100%","Short","","White","White"
"1573227481-3684","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0785787001.html","Fitted Dress","$34.99","Fitted, knee-length, sleeveless dress in woven stretch fabric. Round neckline, concealed zip at back, seam at waist, and close-fitting skirt with decorative buttons and slit at front of hem. Unlined.","Polyester 72%, Viscose 22%, Elastane 6%","Back: Length: 105.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck","Dark green/gold-colored","Dark green"
"1573246959-4228","https://www2.hm.com/en_us/women/products/dresses.html","Lace V-neck Dress","https://www2.hm.com/en_us/productpage.0835225001.html","Lace V-neck Dress","$59.99","Calf-length dress in lace with V-neck at front and back. Seam at waist and a circle skirt. Partly lined.","Lace: Polyamide 93%, Elastane 7%","Sleeve: Length: 58.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					V-neck","Emerald green","Emerald green"
"1573232625-3837","https://www2.hm.com/en_us/women/products/dresses.html","A-line Dress","https://www2.hm.com/en_us/productpage.0629381012.html","A-line Dress","$17.99","Sleeveless, A-line dress in jersey. Double layer at top, slightly deeper armholes, and side-seam pockets.","Viscose 100%","Short","STYLE
				
					A-line
					Round Neck","Burgundy","Burgundy"
"1573245028-4177","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0691177005.html","Shirt Dress with Tie Belt","$29.99","Short shirt dress in softly draped woven fabric with a sheen. Collar, concealed buttons at front, removable tie belt at waist, and long sleeves with buttons at cuffs. Rounded hem. Unlined.","Polyester 100%","Sleeve: Length: 61.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Dusty rose","Dusty rose"
"1573249601-4300","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0794566002.html","Crêped Dress","$59.99","Calf-length dress in woven, crêped fabric with a printed pattern. Round neckline with gathers at front and concealed zip at back. Long sleeves with covered buttons at cuffs, seam at waist, and a gently flared skirt. Lined.","Lining: Polyester 100%","Shoulder: Width: 39.6 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck","Black/red/light beige","Black/floral"
"1573231818-3809","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Maxi Dress","https://www2.hm.com/en_us/productpage.0779902006.html","Ribbed Maxi Dress","$39.99","Wide-cut dress in ribbed jersey. V-neck at front and back and narrow, tie-top shoulder straps.","Polyester 97%, Elastane 3%","Inner leg: Length: 133.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Plunge Back
					V-neck","Yellow","Yellow"
"1573239674-4034","https://www2.hm.com/en_us/women/products/dresses.html","Sleeveless Dress","https://www2.hm.com/en_us/productpage.0666354006.html","Sleeveless Dress","$24.99","Sleeveless dress in crêped jersey. Pleats at front of neckline, opening at top with a button, and a removable tie belt at waist. Unlined.","Polyester 93%, Elastane 7%","Back: Length: 137.0 cm (Size M) – cm = unitofmeasure","","Dark blue/white","Dark blue/patterned"
"1573248928-4282","https://www2.hm.com/en_us/women/products/dresses.html","Puff-sleeved Velour Dress","https://www2.hm.com/en_us/productpage.0835045003.html","Puff-sleeved Velour Dress","$49.99","Short, fitted dress in crinkled velour with a stand-up collar and concealed zip at back. Long puff sleeves with reinforced organza shoulder sections for added volume and a pleat at cuffs.","Polyester 93%, Elastane 7%","Short","STYLE
				
					Puff Sleeve
					Stand-up Collar","Black","Black"
"1573236780-3952","https://www2.hm.com/en_us/women/products/dresses.html","Ruffled Dress","https://www2.hm.com/en_us/productpage.0788107006.html","Ruffled Dress","$39.99","Short, straight-cut dress in ribbed jersey. Short, ruffle-trimmed sleeves, seam at waist with removable tie belt, and a ruffle at hem. Unlined.","Cotton 69%, Polyester 30%, Elastane 1%","Back: Length: 88.6 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","White/black","White/black striped"
"1573252500-4379","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0830770001.html","Wide-cut Dress","$24.99","Short, wide-cut dress in woven fabric. Round neckline, small opening at back of neck with button, and long sleeves.","Polyester 100%","Short","STYLE
				
					Round Neck
					Keyhole","Black/white/silver-colored","Black"
"1573228544-3718","https://www2.hm.com/en_us/women/products/dresses.html","Shimmery Dress","https://www2.hm.com/en_us/productpage.0796638001.html","Shimmery Dress","$34.99","Short, fitted dress in glittery jersey with sequins. Gently draped neckline at front, narrow shoulder straps crossed at back, and short slit at one side of hem. Lined.","Lining: Polyester 100%","Short","STYLE
				
					Draped
					Plunge Back
					Low-cut Neckline","Light beige/silver-colored","Light beige/silver-colored"
"1573238573-4003","https://www2.hm.com/en_us/women/products/dresses.html","Short Halterneck Dress","https://www2.hm.com/en_us/productpage.0759054001.html","Short Halterneck Dress","$59.99","CONSCIOUS. Short, fitted dress in stretch twill made from a cotton and Tencel® lyocell blend. V-neck at front, snap fasteners at front, and adjustable halterneck with snap fasteners at back. Unlined.","Lyocell 52%, Cotton 45%, Elastane 3%","Short","STYLE
				
					Halterneck","Natural white","Natural white"
"1573237951-3985","https://www2.hm.com/en_us/women/products/dresses.html","Satin Wrap Dress","https://www2.hm.com/en_us/productpage.0783822003.html","Satin Wrap Dress","$59.99","Short dress in softly draped satin with a sheen. V-neck, wrapover front with narrow ties, and short, wide puff sleeves. Seam at waist and flared skirt. Unlined.","Viscose 100%","Back: Length: 84.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Wrapover
					V-neck","Cream/black","Cream/dotted"
"1573224889-3604","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0757743006.html","One-shoulder Dress","$39.99","Fitted, calf-length dress in ribbed jersey with a slight sheen. Two-section strap on one shoulder.","Polyamide 97%, Elastane 3%","Front: Length: 111.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					One-shoulder
					Fitted","Dark orange","Dark orange"
"1573249923-4309","https://www2.hm.com/en_us/women/products/dresses.html","Off-the-shoulder Dress","https://www2.hm.com/en_us/productpage.0809206002.html","Off-the-shoulder Dress","$29.99","Short, fitted off-the-shoulder dress in a soft, fine knit with double layers at top. Long sleeves.","Acrylic 68%, Polyamide 17%, Polyester 12%, Elastane 3%","Short","STYLE
				
					Off-the-shoulder","Burgundy melange","Burgundy melange"
"1573231628-3803","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Silk Dress","https://www2.hm.com/en_us/productpage.0807721001.html","Patterned Silk Dress","$249.00","Dress in airy, organic silk. V-neck at front and back, pleats on shoulders, and gathers along sleeves. Closer-fit at top, concealed zip at back made partly from recycled polyester, and tapered waist with asymmetric, gathered seam. Wide-cut, softly draped circle skirt with slit at front. Slightly longer at back. Recycled polyester lining.","Lining: Polyester 100%","Midi","STYLE
				
					Circular
					V-neck","Cerise/brown","Cerise/patterned"
"1573240164-4047","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Metal Buckle","https://www2.hm.com/en_us/productpage.0815046002.html","Dress with Metal Buckle","$49.99","Short dress in slightly stretchy woven fabric- Boat neckline, concealed zip at back, 3/4-length sleeves, and seam at waist with decorative metal buckle at front. Flared skirt. Unlined.","Polyester 74%, Viscose 19%, Elastane 7%","Shoulder: Width: 39.6 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Boat Neck","Black","Black"
"1573243370-4133","https://www2.hm.com/en_us/women/products/dresses.html","Crinkled Dress","https://www2.hm.com/en_us/productpage.0733077001.html","Crinkled Dress","$49.99","Calf-length dress in airy, crinkled fabric. V-neck, narrow, adjustable shoulder straps, and wide ties at back. Concealed side zip, seam at waist, and flared skirt. Lined.","Lining: Polyester 100%","Midi","STYLE
				
					V-neck","Light dusky green/dark pink/light pink/light beige/green","Light dusky green/floral"
"1573231964-3813","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0765225006.html","Dress with Tie Belt","$24.99","Short, V-neck dress in woven viscose fabric with a printed pattern. Covered buttons at top front, dropped shoulders, and short sleeves with flounced cuffs. Elasticized seam at waist and removable tie belt. Unlined.","Viscose 100%","Short","STYLE
				
					V-neck","Cream/black","Cream/black patterned"
"1573225398-3621","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Embroidery","https://www2.hm.com/en_us/productpage.0738899003.html","Dress with Embroidery","$49.99","Calf-length dress in woven fabric made from a cotton and viscose blend with embroidery and lace trim inserts. Scalloped V-neck, narrow, adjustable shoulder straps, and seam at waist with lace trim. Concealed back zip. Lined.","Viscose 50%, Cotton 50%","Back: Length: 92.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Light blue","Light blue"
"1573251746-4359","https://www2.hm.com/en_us/women/products/dresses.html","Rib-knit Dress","https://www2.hm.com/en_us/productpage.0796239001.html","Rib-knit Dress","$34.99","CONSCIOUS. Fitted, calf-length dress in a fine rib knit with wool content. Mock turtleneck, long sleeves, and wrap-front skirt with slit at front.","Polyester 50%, Polyamide 46%, Wool 4%","Sleeve: Length: 58.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Mock Turtleneck
					Wrapover","Orange","Orange"
"1573254096-4423","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0822192002.html","Lace Dress","$59.99","Short dress in lace with a lace yoke. Opening at back of neck with hook-and-eye fastener, cap sleeves, concealed side zip, and seam at waist. Scalloped hem. Jersey lining.","Polyester 100%","Shoulder: Width: 37.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck
					Cap sleeve","Powder pink","Powder pink"
"1573241642-4087","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Maxi Dress","https://www2.hm.com/en_us/productpage.0718086005.html","Pleated Maxi Dress","$69.99","Long dress in soft jersey with a V-neck at front and low-cut neckline at back. Wide shoulder straps crossed at back, elasticized seam at waist, and long, pleated, heavily draped skirt. Lined.","Lining: Polyester 93%, Elastane 7%","Maxi","STYLE
				
					V-neck","Dusty rose","Dusty rose"
"1573243825-4145","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0646676003.html","Wrap Dress","$59.99","Long dress in woven fabric with a V-neck, wrapover front, wide tie at waist and short, double-layered sleeves. Unlined.","Polyester 100%","Maxi","STYLE
				
					Wrapover
					V-neck","Dark blue","Dark blue"
"1573250030-4312","https://www2.hm.com/en_us/women/products/dresses.html","Corduroy Bib Overall Dress","https://www2.hm.com/en_us/productpage.0784053001.html","Corduroy Bib Overall Dress","$34.99","Bib overall dress in cotton corduroy. Adjustable suspenders with metal fasteners, bib pocket, mock front pockets, and seam at waist. A-line skirt with side zip. Unlined.","Cotton 100%","Short","STYLE
				
					Jumper
					Bib Overall Dress","Black","Black"
"1573244953-4175","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0765498002.html","One-shoulder Dress","$24.99","Short, fitted one-shoulder dress in soft jersey with one long sleeve.","Viscose 93%, Elastane 7%","Short","STYLE
				
					One-shoulder
					Fitted","Black","Black"
"1573233684-3866","https://www2.hm.com/en_us/women/products/dresses.html","Modal-blend Wrap Dress","https://www2.hm.com/en_us/productpage.0660497009.html","Modal-blend Wrap Dress","$17.99","Short, sleeveless dress in soft slub jersey made from a modal and cotton blend. V-neck front and back, sewn wrapover at front, and a seam at waist with sewn ties. Gently flared skirt. Unlined.","Cotton 50%, Modal 50%","Short","STYLE
				
					Wrapover
					V-neck","Dark gray/dusky blue/white","Dark gray/patterned"
"1573224702-3599","https://www2.hm.com/en_us/women/products/dresses.html","Ruffled Wrap Dress","https://www2.hm.com/en_us/productpage.0721299007.html","Ruffled Wrap Dress","$17.99","Short dress in jersey. Wrapover front with ties at one side, short sleeves, and ruffle-trimmed hem.","Polyester 91%, Elastane 9%","Sleeve: Length: 14.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Cap sleeve
					Wrapover
					V-neck","White/black/gray","White/leopard print"
"1573226640-3656","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Dress","https://www2.hm.com/en_us/productpage.0550309001.html","Jersey Dress","$29.99","Straight-cut dress in thick jersey with 3/4-length sleeves and front pockets. Unlined.","Viscose 65%, Polyester 30%, Elastane 5%","Short","","Black","Black"
"1573231356-3796","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0781833001.html","Crêped Dress","$17.99","Short dress in woven, crêped fabric. Round neckline, opening at back of neck with button, and concealed side zip. Long sleeves and narrow, elasticized cuffs with ruffle trim. Seam at waist and a circle skirt. Unlined.","Polyester 97%, Elastane 3%","Back: Length: 81.3 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Black/pink/green/yellow","Black/roses"
"1573232698-3839","https://www2.hm.com/en_us/women/products/dresses.html","Long V-neck Dress","https://www2.hm.com/en_us/productpage.0796646001.html","Long V-neck Dress","$69.99","Long, fitted dress in stretch jersey with a sheen. Low-cut V-neck, extra-narrow shoulder straps crossed and tied at back, and seam at waist. Snug-fit skirt with flared lower section, longer at back. Lined bodice.","Polyester 94%, Elastane 6%","Long","STYLE
				
					V-neck","Dusky pink","Dusky pink"
"1573243941-4148","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Maxi Dress","https://www2.hm.com/en_us/productpage.0744042001.html","Pleated Maxi Dress","$99.00","Long dress with a round neckline, opening at back of neck with concealed button, and cap sleeves. Double layers at top with outer layer in lace. Lined chiffon skirt with pleats.","Polyester 100%","Maxi","STYLE
				
					Round Neck
					Keyhole
					Cap sleeve","Dark blue","Dark blue"
"1573236311-3939","https://www2.hm.com/en_us/women/products/dresses.html","Slip-style Dress","https://www2.hm.com/en_us/productpage.0758129002.html","Slip-style Dress","$19.99","Ankle-length dress in soft jersey. V-neck, narrow, adjustable shoulder straps, and slits at sides.","Viscose 100%","Midi","STYLE
				
					Slip Dress
					V-neck","Light gray melange","Light gray melange"
"1573227308-3678","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress","https://www2.hm.com/en_us/productpage.0759637003.html","Shirt Dress","$49.99","Short dress in woven fabric. Notched lapels, buttons at front, and yoke at back with box pleat. Chest pockets with flap, tie belt at waist, and short sleeves with sewn cuffs. Unlined.","Viscose 100%","Short","STYLE
				
					Shirt Dress
					Cargo
					V-neck","Dark gray","Dark gray"
"1573253293-4401","https://www2.hm.com/en_us/women/products/dresses.html","Short Dress","https://www2.hm.com/en_us/productpage.0751542002.html","Short Dress","$12.99","Short, fitted dress in jersey with V-neck and narrow shoulder straps.","Polyester 92%, Elastane 5%, Metallized fiber 3%","Short","STYLE
				
					V-neck","Black/silver-colored","Black/silver-colored"
"1573253005-4393","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0803990002.html","Wrap Dress","$39.99","Knee-length dress in woven, crêped fabric. V-neck, sewn wrapover at top, and long sleeves with wide cuffs with buttons. Concealed side zip, seam at waist with gathers at back, and removable tie belt with D-rings. Unlined.","Polyester 100%","Midi","STYLE
				
					Wrapover
					V-neck","Beige/gray/white","Lt. beige/snakeskin patterned"
"1573237844-3982","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0792851003.html","V-neck Dress","$17.99","Short, fitted dress in stretch fabric. V-neck, decorative knot detail at front, and long sleeves.","Polyester 95%, Elastane 5%","Sleeve: Length: 59.2 cm (Size M) – cm = unitofmeasure","STYLE
				
					V-neck","Dusty rose","Dusty rose"
"1573241270-4077","https://www2.hm.com/en_us/women/products/dresses.html","Knit Dress","https://www2.hm.com/en_us/productpage.0755223002.html","Knit Dress","$29.99","CONSCIOUS. Fitted, calf-length dress in a soft knit with wool content. Square neckline at front and back and slits at sides. Polyester content is partly recycled.","Polyester 60%, Polyamide 35%, Wool 5%","Midi","","Dark brown","Dark brown"
"1573254829-4443","https://www2.hm.com/en_us/women/products/dresses.html","Balloon-sleeved Dress","https://www2.hm.com/en_us/productpage.0823317002.html","Balloon-sleeved Dress","$29.99","Short dress in an airy woven fabric with a printed pattern. Small, ruffled collar and V-neck opening at front with ties. Long raglan balloon sleeves with covered button at cuffs, gathered seam at waist, and a flared skirt. Jersey lining.","Polyester 100%","Short","STYLE
				
					Raglan Sleeve
					Balloon Sleeve
					Stand-up Collar
					V-neck","Black/gold-colored","Black/gold-colored pattern"
"1573246699-4221","https://www2.hm.com/en_us/women/products/dresses.html","Boat-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0786336001.html","Boat-neck Jersey Dress","$29.99","Short, straight-cut dress in soft jersey. Boat neckline, 3/4-length sleeves, and side-seam pockets.","Viscose 65%, Polyester 30%, Elastane 5%","Short","STYLE
				
					Boat Neck","Black","Black"
"1573244205-4155","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Ribbed Dress","https://www2.hm.com/en_us/productpage.0816336003.html","Fitted Ribbed Dress","$39.99","Short, fitted dress in thick, ribbed jersey. Mock turtleneck, seam below bust, short, elbow-length sleeves, and rounded hem.","Polyamide 97%, Elastane 3%","Sleeve: Length: 24.8 cm (Size M) – cm = unitofmeasure","STYLE
				
					Mock Turtleneck
					Fitted","Black","Black"
"1573246632-4219","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Maxi Dress","https://www2.hm.com/en_us/productpage.0718086003.html","Pleated Maxi Dress","$69.99","Long dress in soft jersey with a V-neck at front and low-cut neckline at back. Wide shoulder straps crossed at back, elasticized seam at waist, and long, pleated, heavily draped skirt. Lined.","Lining: Polyester 93%, Elastane 7%","Maxi","STYLE
				
					V-neck","Dark turquoise","Dark turquoise"
"1573230403-3769","https://www2.hm.com/en_us/women/products/dresses.html","Sleeveless Dress","https://www2.hm.com/en_us/productpage.0666354005.html","Sleeveless Dress","$24.99","Sleeveless dress in crêped jersey. Pleats at front of neckline, opening at top with a button, and a removable tie belt at waist. Unlined.","Polyester 93%, Elastane 7%","Back: Length: 137.0 cm (Size M) – cm = unitofmeasure","","Rust red","Rust red"
"1573252537-4380","https://www2.hm.com/en_us/women/products/dresses.html","Lace V-neck Dress","https://www2.hm.com/en_us/productpage.0840873001.html","Lace V-neck Dress","$49.99","Short, fitted dress in lace with a low-cut V-neck at front and back. Horizontal ties at back of neck, long sleeves, and seam at waist. Scalloped trim at neckline and hem. Lined.","Lining: Polyester 100%","Short","STYLE
				
					Low-cut Neckline
					V-neck","Black","Black"
"1573254059-4422","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0787696004.html","Wide-cut Dress","$24.99","Short dress in airy, softly draped, woven viscose fabric. Gathered stand-up collar and opening at back of neck with buttons. Long, wide raglan sleeves and narrow, covered, elasticized cuffs. Unlined.","Viscose 100%","Short","STYLE
				
					Raglan Sleeve
					Keyhole
					Stand-up Collar","Black","Black"
"1573226774-3663","https://www2.hm.com/en_us/women/products/dresses.html","T-shirt Dress","https://www2.hm.com/en_us/productpage.0384654022.html","T-shirt Dress","$24.99","Short T-shirt dress in soft jersey. Cap sleeves with sewn cuffs. Rounded hem, slightly longer at back.","Viscose 100%","Short","STYLE
				
					Round Neck
					T-shirt Dress
					Cap sleeve","Light taupe/black","Light taupe"
"1573236499-3944","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0786542002.html","V-neck Dress","$17.99","Short dress in soft cotton jersey with a V-neck and long sleeves. Gathers at front for a draped effect.","Cotton 95%, Elastane 5%","Sleeve: Length: 58.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Draped
					V-neck","Dark gray melange","Dark gray melange"
"1573253182-4398","https://www2.hm.com/en_us/women/products/dresses.html","Satin Slip-style Dress","https://www2.hm.com/en_us/productpage.0832870002.html","Satin Slip-style Dress","$29.99","Calf-length, slip-style dress in softly draped satin. Narrow, adjustable shoulder straps, V-neck front and back, and high slits at sides. Unlined.","Polyester 52%, Viscose 48%","Midi","STYLE
				
					Slip Dress
					V-neck","Cerise","Cerise"
"1573232004-3814","https://www2.hm.com/en_us/women/products/dresses.html","Halterneck Dress","https://www2.hm.com/en_us/productpage.0810703001.html","Halterneck Dress","$59.99","Short, sleeveless, halterneck dress in woven, crêped fabric. Low-cut V-neck and long shoulder straps that can be tied in various ways. Seam at waist, concealed side zip, and flared skirt. Lined.","Polyester 100%","Short","STYLE
				
					Halterneck
					V-neck","Black","Black"
"1573233750-3868","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Lace Yoke","https://www2.hm.com/en_us/productpage.0719259001.html","Dress with Lace Yoke","$29.99","Calf-length dress in woven, crinkled fabric. Lace yoke, short lace raglan sleeves, and narrow, elasticized cuffs with ruffle trim. Round neckline with small opening at back and ties at back of neck. Ruffle at top and narrow, elasticized seam at waist. Unlined.","Lace: Polyamide 60%, Cotton 40%","Short","STYLE
				
					Raglan Sleeve","Light blue","Light blue"
"1573235954-3929","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Jersey Dress","https://www2.hm.com/en_us/productpage.0746170006.html","Fitted Jersey Dress","$12.99","Sleeveless, fitted, knee-length dress in ribbed jersey made from a viscose blend.","Viscose 95%, Elastane 5%","Back: Length: 94.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Fitted","Dark orange","Dark orange"
"1573234769-3896","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0683476003.html","Chiffon Dress","$49.99","Short dress in airy chiffon with glittery threads. Opening and button at back of neck, long sleeves with smocking at cuffs, and a smocked seam at waist. Jersey liner dress with a sheen.","Polyester 100%","Back: Length: 90.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Smocking","Black","Black/patterned"
"1573239354-4025","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0823793001.html","V-neck Jersey Dress","$39.99","Knee-length, V-neck dress in airy, striped jersey. Sewn wrapover at front and long sleeves with ribbed cuffs. Elasticized seam at waist and gently flared, jersey-lined skirt.","Cotton 69%, Polyester 31%","Shoulder: Width: 40.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Black/white","Black/white striped"
"1573244136-4153","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0788846001.html","Shirt Dress with Tie Belt","$34.99","Calf-length dress in soft, gently draped viscose twill. Collar, buttons at front, yoke at back, and removable tie belt at waist. Long sleeves with buttons at cuffs. Unlined.","Viscose 100%","Shoulder: Width: 38.55 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Turn-down Collar","Dark green/beige/dark yellow","Dark green/floral"
