web-scraper-order,web-scraper-start-url,link,link-href,name,price,colour,description,product code,about me,brand,category
"1572772914-2318","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 Bow back topSGD$29.64","https://www.asos.com/asos-4505/asos-4505-bow-back-top/prd/12458685?clr=black&colourWayId=16439711&SearchQuery=&cid=26091","ASOS 4505 Bow back top","SGD$29.64","Black","For exercise or everyday wear    Round neck    Short sleevesBranded detailingOpen back Tie fasteningSlim fit A narrow cut to the sleeves and chest","1487940","ABOUT ME
            Smooth stretchy fabric
For unrestricted movement

Body: 88% Polyester, 12% Elastane.","ASOS 4505","T-shirt"
"1572770955-1669","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Reebok Training leggings in cloud printSGD$79.67","https://www.asos.com/reebok/reebok-training-leggings-in-cloud-print/prd/12356528?clr=pink&colourWayId=16408248&SearchQuery=&cid=26091","Reebok Training leggings in cloud print","SGD$79.67","Pink","Part of our responsible editStretch waistbandCloud print    Close-cut bodycon fit","1479759","ABOUT ME
            Stretch jersey
Made from recycled polyesterPlastic bottles and textile waste are processed into plastic chips and melted into new fibresThis saves water and energy and reduces greenhouse gas emissions, tooCool, right?
Body: 85% Polyester, 15% Elastane.","Reebok","Leggings"
"1572771636-1880","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS 4505 crop with macramé back detail sports bra and leggingFrom SGD$105.60","https://www.asos.com/asos-4505/asos-4505-crop-with-macrame-back-detail-sports-bra-and-legging/grp/26022?clr=black&colourWayId=0&SearchQuery=&cid=26091","ASOS 4505 crop with macramé back detail sports bra and legging","SGD$40.76","Black","null","null","null","null","null"
"1572772821-2290","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Air Running crop leggings in blackSGD$74.11","https://www.asos.com/nike-running/nike-air-running-crop-leggings-in-black/prd/12504425?clr=black-white&colourWayId=16391389&SearchQuery=&cid=26091","Nike Air Running crop leggings in black","SGD$74.11","Black/white","Your casual vibe, sortedHigh-rise waist    Elasticated waistbandNike Air logo detailBodycon fitA tight cut to the body","1491549","ABOUT ME
            Body: 83% Polyester, 17% Elastane, Mesh: 81% Nylon, 19% Elastane, Rib: 90% Polyester, 10% Elastane.","Nike","Leggings"
"1572771066-1694","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Puma exclusive to ASOS all over print bra in blueSGD$64.84","https://www.asos.com/puma/puma-exclusive-to-asos-all-over-print-bra-in-blue/prd/13678604?clr=blue&colourWayId=16556954&SearchQuery=&cid=26091","Puma exclusive to ASOS all over print bra in blue","SGD$64.84","Blue","Working out just got techyScoop neckSupportive underband for a secure fitBranded designRacer backNo clasps or fasteningsSlips on over the headBodycon fitA tight cut to the bodyExclusive to ASOS","1585101","ABOUT ME
            Smooth stretchy fabric
For unrestricted movement

Body: 70% Polyester, 30% Elastane.","PUMA","bra"
"1572772763-2270","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Reebok Training long sleeve t-shirt in blackSGD$42.61","https://www.asos.com/reebok/reebok-training-long-sleeve-t-shirt-in-black/prd/12356462?clr=black&colourWayId=16385976&SearchQuery=&cid=26091","Reebok Training long sleeve t-shirt in black","SGD$42.61","Black","Level up your activewearV-neckLong sleevesLogo print to left shoulderReflective details increase visibility in low lightingBreathable mesh back panelFlat seams feel smooth against skinRegular fitJust select your usual size","1479740","ABOUT ME
            Silky-smooth, stretchy fabric
Uses sweat-wicking technology to help keep you cool and dry

Body: 100% Polyester.","Reebok","T-shirt"
"1572771875-1958","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Reebok Training long sleeve t-shirt in blueSGD$42.61","https://www.asos.com/reebok/reebok-training-long-sleeve-t-shirt-in-blue/prd/12356090?clr=blue&colourWayId=16385952&SearchQuery=&cid=26091","Reebok Training long sleeve t-shirt in blue","SGD$42.61","Blue","Activewear, but make it fashionRound neckDropped shouldersLong sleevesSplit sides for ease of movementRelaxed fitFor a slouchy silhouette","1479704","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder

Body: 65% Polyester, 35% Viscose.","Reebok","T-shirt"
"1572771675-1892","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 icon legging with bum sculpt seam detailSGD$33.35","https://www.asos.com/asos-4505/asos-4505-icon-legging-with-bum-sculpt-seam-detail/prd/12829735?clr=blue&colourWayId=16463588&SearchQuery=&cid=26091","ASOS 4505 icon legging with bum sculpt seam detail","SGD$33.35","Blue","Activewear, but make it fashionHigh riseStretch waistbandBranded detailingContrast seam for sculpting and support","1517197","ABOUT ME
            Smooth stretchy fabricFor unrestricted movement
Body: 83% Polyester, 17% Elastane, Mesh: 90% Polyamide, 10% Elastane.","ASOS 4505","Leggings"
"1572771331-1765","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Reebok Crossfit vest in navySGD$61.14","https://www.asos.com/reebok/reebok-crossfit-vest-in-navy/prd/12126819?clr=navy&colourWayId=16365909&SearchQuery=&cid=26091","Reebok Crossfit vest in navy","SGD$61.14","Navy","Level up your activewearCrew neck    Reebok logo detailRegular fitJust select your usual size","1462872","ABOUT ME
            Body: 44% Nylon, 36% Polyester, 20% Cotton.","Reebok","Vest"
"1572770801-1622","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Air Running Plus t-shirt in blueSGD$64.84","https://www.asos.com/nike-running/nike-air-running-plus-t-shirt-in-blue/prd/11719821?clr=sanded-purple&colourWayId=16328121&SearchQuery=&cid=26091","Nike Air Running Plus t-shirt in blue","SGD$64.84","Sanded purple","Your new running buddy Boat neck Dropped shouldersNike Air branding Swoosh logo detailingV-backRelaxed fitThink baggy and casualBralet not included","1431537","ABOUT ME
            Breathable, perforated fabricSoft, stretchy and lightweight 
Body: 67% Nylon, 33% Elastane.","Nike","Plus-size top"
"1572772098-2035","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Columbia Puffect mid hooded jacket in whiteSGD$229.73 SGD$287.17","https://www.asos.com/columbia/columbia-puffect-mid-hooded-jacket-in-white/prd/13065149?clr=white&colourWayId=16528754&SearchQuery=&cid=26091","Columbia Puffect mid hooded jacket in white","SGD$229.73","White","Cosy level: considerablePadded for added warmthHooded neckZip placket with chin guard to help prevent chafingSide pocketsRegular fitJust select your usual size","1535610","ABOUT ME
            Water-resistant woven fabricIt's durable, too
Main: 100% Polyester.","Columbia","Jacket"
"1572772255-2097","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","The North Face Flex leggings in blackSGD$83.37","https://www.asos.com/the-north-face/the-north-face-flex-leggings-in-black/prd/13065649?clr=black&colourWayId=16528127&SearchQuery=&cid=26091","The North Face Flex leggings in black","SGD$83.37","Black","Add-to-bag potential: considerableBranded, stretch waistbandInternal drawstringBodycon fitA tight cut to the body","1535664","ABOUT ME
            Smooth, stretch fabricUses The North Face FlashDry-XD technologyMoves sweat away from the skin to help keep you dry and comfortableAbrasion and snag-resistant 
Backing: 100% Nylon, Face: 100% Polyester.","The North Face","Leggings"
"1572770412-1492","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Sex Skateboards Orion cropped t-shirt in whiteSGD$64.84","https://www.asos.com/sex-skateboards/sex-skateboards-orion-cropped-t-shirt-in-white/prd/13201446?clr=white&colourWayId=16532829&SearchQuery=&cid=26091","Sex Skateboards Orion cropped t-shirt in white","SGD$64.84","White","Your casual vibe, sortedCrew neckPrinted chestCropped lengthRelaxed fitThat slouchy, baggy feel","1547556","ABOUT ME
            Cotton jersey
Soft and lightweight

Main: 100% Cotton.","null","Top"
"1572772887-2307","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","adidas Training logo tank in pinkSGD$42.61","https://www.asos.com/adidas-performance/adidas-training-logo-tank-in-pink/prd/11839780?clr=pink&colourWayId=16349567&SearchQuery=&cid=26091","adidas Training logo tank in pink","SGD$42.61","Pink","For exercise or everyday wearBranded designRound neckDropped armholesRacer back for a full range of movementRegular fitJust select your usual size","1441088","ABOUT ME
            Stretch jerseyA soft, versatile fabric
Body: 100% Polyester.","adidas","Vest"
"1572770783-1615","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","MIX & MATCHSouth Beach rib seamless bra in blueSGD$22.23","https://www.asos.com/south-beach/south-beach-rib-seamless-bra-in-blue/prd/11855594?clr=blue&colourWayId=16413443&SearchQuery=&cid=26091","South Beach rib seamless bra in blue","SGD$22.23","Blue","For exercise or everyday wearNon-padded cupsSeamless styleRibbed finishScoop back","1442124","ABOUT ME
            Textured fabric
The kind that stretches

Body: 93% Nylon, 7% Elastane.","South Beach","bra"
"1572770559-1540","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Training Plus 5 inch shorts in blackSGD$51.88","https://www.asos.com/nike-training/nike-training-plus-5-inch-shorts-in-black/prd/11710109?clr=black-white&colourWayId=16328202&SearchQuery=&cid=26091","Nike Training Plus 5 inch shorts in black","SGD$51.88","Black/white","Working out just got techy Elasticated waistbandInner Nike branding Swoosh logo print at left hemRegular, straight fitJust select your usual size","1430823","ABOUT ME
            Poly-tricot fabricIt’s smooth and stretchy
Body: 100% Polyester.","Nike","Plus-size shorts"
"1572771429-1803","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","South Beach lattice detail leggings in roseSGD$22.23 SGD$27.79","https://www.asos.com/south-beach/south-beach-lattice-detail-leggings-in-rose/prd/11949287?clr=pink&colourWayId=16407513&SearchQuery=&cid=26091","South Beach lattice detail leggings in rose","SGD$22.23","Pink","For exercise or everyday wearHigh rise    Elasticated waistband    Lattice detail to ankleBodycon fitA tight cut to the bodyExclusive to ASOS","1449429","ABOUT ME
            Smooth stretchy fabric
For unrestricted movement

Body: 96% Polyamide, 4% Elastane.","South Beach","Leggings"
"1572770615-1560","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","adidas Training colourblock leggings in black and pinkSGD$64.84","https://www.asos.com/adidas-performance/adidas-training-colourblock-leggings-in-black-and-pink/prd/11840008?clr=black-pink&colourWayId=16349569&SearchQuery=&cid=26091","adidas Training colourblock leggings in black and pink","SGD$64.84","Black/pink","Part of our responsible editLevel up your activewearHigh rise    Elasticated waistbandMesh panels for added breathabilityBodycon fitA tight cut to the body","1441098","ABOUT ME
            Supportive Alphaskin fabric Made with recycled polyesterPlastic bottles and textile waste are processed into plastic chips and melted into new fibresThis saves water and energy and reduces greenhouse gas emissions, tooCool, right?

Body: 83% Polyester, 17% Elastane.","adidas","Leggings"
"1572771474-1822","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Air Running crop leggings in pinkSGD$74.11","https://www.asos.com/nike-running/nike-air-running-crop-leggings-in-pink/prd/12505144?clr=pink&colourWayId=16391370&SearchQuery=&cid=26091","Nike Air Running crop leggings in pink","SGD$74.11","Pink","Add-to-bag potential: considerableElasticated waistbandNike branding    Close-cut bodycon fit","1491604","ABOUT ME
            Smooth fabricThe kind that stretches
Body: 83% Polyester, 17% Elastane, Gusset Liner: 100% Polyester, Lace: 81% Nylon, 19% Elastane, Rib: 90% Polyester, 10% Elastane.","Nike","Leggings"
"1572772120-2044","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Training air zoom fearless trainers in pinkSGD$213.06","https://www.asos.com/nike-training/nike-training-air-zoom-fearless-trainers-in-pink/prd/11709603?clr=echo-pink&colourWayId=16328158&SearchQuery=&cid=26091","Nike Training air zoom fearless trainers in pink","SGD$213.06","Echo pink","Reshuffle your trainer rotation    Lace-up design    Branded tongue and cuff    Padded for comfort    Nike Swoosh to sideChunky sole    Flex-groove tread","1430815","ABOUT ME
            Breathable knitted upperKeeps them fresher for longer
Lining: 100% Textile, Sole: 100% Other Materials, Upper: 100% Textile.","Nike","Trainers"
"1572772278-2106","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Running joyride trainers blackSGD$296.43","https://www.asos.com/nike-running/nike-running-joyride-trainers-black/prd/11719830?clr=black&colourWayId=16328123&SearchQuery=&cid=26091","Nike Running joyride trainers black","SGD$296.43","Black","This item is excluded from promoOne-piece foam collar gives smooth, secure cushioningLow-cut designLace-up fasteningPull tabUses Nike Joyride technologyStrategically placed pockets to heel, midsole and toeEach pocket is filled with tiny foam beads for added comfort, stability and impact absorptionDurable rubber in high-wear zones for added traction","1431529","ABOUT ME
            Nike Flyknit upperKnitted, sock-like construction for comfortOffers breathability, flexibility and supportMade with fewer materials to help reduce waste
Lining: 100% Textile, Sole: 100% Other Materials, Upper: 100% Textile.","Nike","Trainers"
"1572773253-2423","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 invisible liner socks with anti bacterial finish 3 packSGD$14.82","https://www.asos.com/asos-4505/asos-4505-invisible-liner-socks-with-anti-bacterial-finish-3-pack/prd/13427635?clr=pastel&colourWayId=16474463&SearchQuery=&cid=26091","ASOS 4505 invisible liner socks with anti bacterial finish 3 pack","SGD$14.82","Pastel","Pack of threeIntroduce them to your trainers    Ribbed cuffs    Low cut","1565399","ABOUT ME
            Fine knit
Anti-bacterial finish

Main: 99% Polyamide, 1% Elastane.","ASOS 4505","Socks"
"1572771609-1870","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Protest Natasha salopette in blackSGD$240.85","https://www.asos.com/protest/protest-natasha-salopette-in-black/prd/13645557?clr=black&colourWayId=16554505&SearchQuery=&cid=26091","Protest Natasha salopette in black","SGD$240.85","Black","Living that Alpine lifeAdjustable straps    Zip frontCritically, taped seams for extra protection from moisture    Articulated knees for improved mobility and flexibility    Zippers at the ankles to make it easy to get your boots on and off    Slim fit    A narrow cut from hips to hem","1582751","ABOUT ME
            Smooth, stretch fabricWaterproof to 10,000mm and breathable to 10,000gmWindproof and treated with a water-repellent finish Can hold its own in light-to-moderate rain or snowHelps keep you cool and dry during light exercise 
Main: 94% Polyester, 6% Elastane.","null","Protest"
"1572771603-1867","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Calvin Klein Performance logo short sleeve oversize tee in blackSGD$83.37","https://www.asos.com/calvin-klein-performance/calvin-klein-performance-logo-short-sleeve-oversize-tee-in-black/prd/13295062?clr=black&colourWayId=16536519&SearchQuery=&cid=26091","Calvin Klein Performance logo short sleeve oversize tee in black","SGD$83.37","Black","Activewear, but make it fashionCrew neckCalvin Klein logoSide splitsOversized fitMore room for activities","1555093","ABOUT ME
            Stretch jerseyA soft, versatile fabric
Fabric 1: 95% Cotton, 5% Elastane.","Calvin Klein","T-shirt"
"1572771453-1814","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 short sleeve boxy crop in melangeSGD$29.64","https://www.asos.com/asos-4505/asos-4505-short-sleeve-boxy-crop-in-melange/prd/12923785?clr=stone&colourWayId=16525307&SearchQuery=&cid=26091","ASOS 4505 short sleeve boxy crop in melange","SGD$29.64","Stone","For exercise or everyday wearHigh neckShort sleevesASOS 4505 logoCropped lengthRelaxed fitFor a slouchy silhouette","1521607","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder

Body: 63% Polyester, 37% Cotton.","ASOS 4505","Top"
"1572772288-2110","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Running legend react trainers in black & whiteSGD$166.74","https://www.asos.com/nike-running/nike-running-legend-react-trainers-in-black-white/prd/12505426?clr=black-white&colourWayId=16391392&SearchQuery=&cid=26091","Nike Running legend react trainers in black & white","SGD$166.74","Black/white","For life on the runLace-up fastening Inner sleeve for a sock-like fit Padded tongue and cuffNike Swoosh to side Nike React foam sole It’s soft, springy, lightweight and durableFor an ultra-comfortable runRubber inserts to toe and heel for extra durability","1491621","ABOUT ME
            Breathable mesh upperSo they stay fresher for longer

Lining: 100% Textile, Sole: 100% Other Materials, Upper: 100% Textile.","Nike","Trainers"
"1572770591-1552","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 Curve training booty shortSGD$18.53","https://www.asos.com/asos-4505/asos-4505-curve-training-booty-short/prd/10774159?clr=black&colourWayId=16282850&SearchQuery=&cid=26091","ASOS 4505 Curve training booty short","SGD$18.53","Black","Witness the fitnessHigh riseStretch waistband4505 brandingForm-fitting design","1359912","ABOUT ME
            Smooth stretch fabric
It's got a little give

Main: 90% Cotton, 10% Elastane.","ASOS 4505","Plus-size shorts"
"1572770330-1466","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Training one luxe in navy and rose goldSGD$111.16","https://www.asos.com/nike-training/nike-training-one-luxe-in-navy-and-rose-gold/prd/11113286?clr=midnight-navy-red-br&colourWayId=16273685&SearchQuery=&cid=26091","Nike Training one luxe in navy and rose gold","SGD$111.16","Midnight navy/red br","Activewear, but make it fashion    High rise    Elasticated waistbandRose-gold Swoosh logo to lower left hem    Bodycon fitA tight cut to the body","1387446","ABOUT ME
            Smooth, stretchy fabric Uses Nike Dri-FIT technologyMoves sweat away from the skin, then draws it out of the fabric to help speed up evaporationKeeping you cool and dry in the process
Body: 76% Polyester, 24% Spandex.","Nike","Leggings"
"1572770503-1522","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 long sleeve top in sheer zebra in loose fitSGD$33.35","https://www.asos.com/asos-4505/asos-4505-long-sleeve-top-in-sheer-zebra-in-loose-fit/prd/13048574?clr=white&colourWayId=16458145&SearchQuery=&cid=26091","ASOS 4505 long sleeve top in sheer zebra in loose fit","SGD$33.35","White","Activewear, but make it fashionCrew neckZebra patternLong sleevesRelaxed fitFor a slouchy silhouette","1533941","ABOUT ME
            Fine meshFor those see-through vibes
Body: 100% Polyester.","ASOS 4505","T-shirt"
"1572771974-1997","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","HIIT Daphhine colour block sports bra in navySGD$37.05","https://www.asos.com/hiit/hiit-daphhine-colour-block-sports-bra-in-navy/prd/13564643?clr=navy&colourWayId=16547312&SearchQuery=&cid=26091","HIIT Daphhine colour block sports bra in navy","SGD$37.05","Navy","Activewear, but make it fashionColour-block design    Stretch underband for a secure fit    Racer back for unrestricted movement","1575954","ABOUT ME
            Smooth fabric
The kind that stretches

Body: 90% Polyester, 10% Elastane.","HIIT","bra"
"1572771202-1728","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","The North Face TNL joggers in blackSGD$120.43","https://www.asos.com/the-north-face/the-north-face-tnl-joggers-in-black/prd/13065641?clr=black&colourWayId=16528654&SearchQuery=&cid=26091","The North Face TNL joggers in black","SGD$120.43","Black","Your casual vibe, sortedDrawstring waistFunctional pocketsBranded designFitted cuffsSlim fitA narrow cut from hips to hem","1535672","ABOUT ME
            Smooth sweatshirt fabric
Style and comfort - it's a lifestyle

Main: 100% Nylon.","The North Face","Sweatpants"
"1572771852-1949","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Training crossover tank in grey and limeSGD$50.02","https://www.asos.com/nike-training/nike-training-crossover-tank-in-grey-and-lime/prd/11161736?clr=atmosphere-grey-cybe&colourWayId=16285958&SearchQuery=&cid=26091","Nike Training crossover tank in grey and lime","SGD$50.02","Atmosphere grey/cybe","Level up your activewear    High neck    Cross-over designNike logo tapingCut-out backBodycon fitA tight cut to the body","1391304","ABOUT ME
            Smooth stretch fabricUses Nike Dri-FIT technologyMoves sweat away from the skin, then draws it out of the fabric to help speed up evaporationKeeping you cool and dry in the process
Main: 83% Polyester, 17% Elastane, Mesh: 81% Polyester, 19% Elastane Elastic, 70% Nylon, 22% Polyester, 8% Elastane","Nike","Vest"
"1572771972-1996","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","HIIT Dahlia colour block zip through hoodie in navySGD$70.40","https://www.asos.com/hiit/hiit-dahlia-colour-block-zip-through-hoodie-in-navy/prd/13564672?clr=navy&colourWayId=16547310&SearchQuery=&cid=26091","HIIT Dahlia colour block zip through hoodie in navy","SGD$70.40","Navy","Your casual vibe, sortedFixed hoodRaglan sleevesColour-block designZip fasteningRegular fitJust select your usual size","1575960","ABOUT ME
            Soft sweatshirt fabricStyle and comfort – it's a lifestyle
Body: 100% Nylon.","HIIT","Hoodie"
"1572771401-1791","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Running aeroshield leggings in black and reflective silver printSGD$194.53","https://www.asos.com/nike-running/nike-running-aeroshield-leggings-in-black-and-reflective-silver-print/prd/12504057?clr=black&colourWayId=16391445&SearchQuery=&cid=26091","Nike Running aeroshield leggings in black and reflective silver print","SGD$194.53","Black","Activewear, but make it fashionStretch waistbandAll-over printReflective details under flash lightZip-back pocket    Close-cut bodycon fit","1491529","ABOUT ME
            Smooth stretch fabric
Nike Aeroshield technology uses a highly breathable wind and waterproof membrane with a seam sealed outer layer Helps you maintain performance and comfort

Body: 75% Polyester, 25% Spandex.","Nike","Leggings"
"1572772002-2008","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Tommy Hilfiger Sport cropped logo tee in khakiSGD$83.37","https://www.asos.com/tommy-hilfiger-sport/tommy-hilfiger-sport-cropped-logo-tee-in-khaki/prd/13295162?clr=beetle&colourWayId=16536989&SearchQuery=&cid=26091","Tommy Hilfiger Sport cropped logo tee in khaki","SGD$83.37","Beetle","Activewear, but make it fashion    High neck    Raglan sleevesBranded designCropped lengthBodycon fitA tight cut to the body","1555109","ABOUT ME
            Smooth stretchy fabric
For unrestricted movement

Fabric 1: 74% Polyester, 26% Elastane.","Tommy Hilfiger","Top"
"1572772318-2119","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","The North Face Osito jacket in blackSGD$157.48","https://www.asos.com/the-north-face/the-north-face-osito-jacket-in-black/prd/13071975?clr=black&colourWayId=16459652&SearchQuery=&cid=26091","The North Face Osito jacket in black","SGD$157.48","Black","Living that Alpine lifeStand collar    Zip fastening Functional pocketsRegular fitJust select your usual size","1536239","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Main: 100% Polyester.","The North Face","Jacket"
"1572771872-1957","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Columbia Puffect mid hooded jacket in blackSGD$287.17","https://www.asos.com/columbia/columbia-puffect-mid-hooded-jacket-in-black/prd/13065159?clr=black&colourWayId=16528511&SearchQuery=&cid=26091","Columbia Puffect mid hooded jacket in black","SGD$287.17","Black","Cosy level: considerablePadded for added warmthHooded neckZip placket with chin guard to help prevent chafingSide pocketsRegular fitJust select your usual size","1535608","ABOUT ME
            Water-resistant woven fabricIt's durable, too
Main: 100% Polyester.","Columbia","Jacket"
"1572769929-1416","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","adidas Training Winners Tank In BlueSGD$46.32","https://www.asos.com/adidas-performance/adidas-training-winners-tank-in-blue/prd/10498137?clr=blue&colourWayId=15122588&SearchQuery=&cid=26091","adidas Training Winners Tank In Blue","SGD$46.32","Blue","Sporty with added spice    Crew neckadidas logo print    Curved hemRegular fitTrue to size","1337108","ABOUT ME
            Basic jersey
Why complicate things?
Body: 58% Cotton, 21% Polyester, 21% Rayon.","adidas","Vest"
"1572772748-2264","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Running quest trainers in blueSGD$125.98","https://www.asos.com/nike-running/nike-running-quest-trainers-in-blue/prd/12505428?clr=blue&colourWayId=16391347&SearchQuery=&cid=26091","Nike Running quest trainers in blue","SGD$125.98","Blue","Reshuffle your trainer rotation Lace-up designBranded tongueNike Swoosh to sidePhylon foam midsole for added comfort and flexibilityChunky soleWaffle pattern tread with rubber studs for increased traction","1491619","ABOUT ME
            Breathable knitted upperKeeps them fresher for longer

Lining: 100% Textile, Sole: 100% Other Materials, Upper: 100% Textile.","Nike","Trainers"
"1572770391-1483","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Nike Running Romper Suit In BlackSGD$88.93","https://www.asos.com/nike-running/nike-running-romper-suit-in-black/prd/11090297?clr=black-white-silv&colourWayId=16285593&SearchQuery=&cid=26091","Nike Running Romper Suit In Black","SGD$88.93","Black/white/silv","Level up your activewearCrew neck    Dropped armholesNike Swoosh logoBreathable mesh insert    Button-keyhole backRegular fitJust select your usual size","1385359","ABOUT ME
            Lightweight smooth fabricUses Nike Dri-FIT technologyMoves sweat away from the skin, then draws it out of the fabric to help speed up evaporationKeeping you cool and dry in the processBody: 100% Polyester, Mesh: 92% Polyester, 8% Elastane.","Nike","Jumpsuit"
"1572772360-2132","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","Reebok Training shorts with taping in blackSGD$42.61","https://www.asos.com/reebok/reebok-training-shorts-with-taping-in-black/prd/11813977?clr=black&colourWayId=16349577&SearchQuery=&cid=26091","Reebok Training shorts with taping in black","SGD$42.61","Black","Level up your activewearHigh-rise drawstring waist    Reebok logo taping    Curved hemRegular fitJust select your usual size","1439013","ABOUT ME
            Lightweight fabric
Soft-touch style

Main: 100% Polyester.","Reebok","Shorts"
"1572771680-1894","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 Tall legging with fine mesh insertsSGD$40.76","https://www.asos.com/asos-4505/asos-4505-tall-legging-with-fine-mesh-inserts/prd/12932386?clr=black&colourWayId=16524789&SearchQuery=&cid=26091","ASOS 4505 Tall legging with fine mesh inserts","SGD$40.76","Black","Activewear, but make it fashionHigh rise    Elasticated waistbandMesh insertsBodycon fitA tight cut to the body","1524823","ABOUT ME
            Smooth fabric
The kind that stretches

Body: 83% Polyester, 17% Elastane.","ASOS 4505","Tall leggings"
"1572771879-1959","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 Petite icon legging with bum sculpt seam detailSGD$33.35","https://www.asos.com/asos-4505/asos-4505-petite-icon-legging-with-bum-sculpt-seam-detail/prd/13296389?clr=khaki&colourWayId=16536524&SearchQuery=&cid=26091","ASOS 4505 Petite icon legging with bum sculpt seam detail","SGD$33.35","Khaki","For exercise or everyday wear    High rise    Elasticated waistband4505 brandingBodycon fitA tight cut to the body","1555140","ABOUT ME
            Smooth fabric
The kind that stretches

Fabric 2: 90% Nylon, 10% Elastane, Main: 83% Polyester, 17% Elastane.","ASOS 4505","Petite leggings"
"1572773249-2421","https://www.asos.com/women/activewear/cat/?cid=26091&nlid=ww|clothing|shop+by+product","ASOS 4505 icon long sleeve run topSGD$29.64","https://www.asos.com/asos-4505/asos-4505-icon-long-sleeve-run-top/prd/12931935?clr=black&colourWayId=16524826&SearchQuery=&cid=26091","ASOS 4505 icon long sleeve run top","SGD$29.64","Black","Your new running buddyCrew neckRaglan sleevesThumb-hole cuffsRegular fitJust select your usual size","1524796","ABOUT ME
            Smooth fabric
The kind that stretches

Body: 84% Polyester, 16% Elastane.","ASOS 4505","T-shirt"
