,brand,title,price,description,colour,material
82,Dorothy Perkins,Petite Rose Wrap Front Maxi Dress,S$ 109.00,"- Wrap dress with ruffle detail
- Unlined
- V-neckline
- Side zip fastening
- D-ring buckled belt
- Short sleeves
- Flared hem
- Polyester
- Model wears a UK 8 and is 178cm tall",Pink,100% Polyester
83,Wallis,Ivory Lace Shift Dress,S$ 139.00,"- Solid shade crochet lace midi shift dress
- Sizing runs one size larger
- Lined
- Round neckline
- Regular fit
- Back zip fastening
- Polyester
- Model wears a UK 8 and is 170cm tall",Cream,Polyester
84,Wallis,Petite Pink Colour Block Pleated Dress,S$ 159.00,"- Multi hue printed plisse textured midi dress
- Lined
- V neckline
- Regular fit
- Back zip and waist tie fastening
- Polyester
- Model wears a UK 8 and is 174cm tall",Pink,100% Polyester
85,Wallis,Petite Black Studded Shift Dress,S$ 89.00,"- Shift dress with stud detail
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Short sleeves
- Polyester blend
- Model wears a UK 8 and is 173cm tall",Black,"75% Polyester, 23% Viscose, 2% Elastane"
86,TOPSHOP,PETITE Deep Funnel Neck Jumper,S$ 89.90,"- Solid tone knit textured oversized jumper
- High neckline
- Unlined
- Relaxed fit
- Slip on style
- Acrylic blend",RUST,"79% Acrylic, 19% Polyester, 2% Elastane"
87,Wallis,PETITE Khaki Paisley Printed Jumpsuit,S$ 129.00,"- Paisley print tie waist sleeveless jumpsuit
- Round neckline
- Unlined
- Regular fit
- Back zip and tie waist fastening
- Two side pockets
- Viscose
- Model wears a UK 8 and is 174cm tall",Khaki/Olive,100% Viscose
88,TOPSHOP,PETITE Black Faux Leather Vinyl Mini Skirt,S$ 59.90,"- Faux leather mini skirt
- Mid rise
- Regular fit
- Zip fastening
- Polyurethane",BLACK,Garment: Polyurethane(100%)
89,TOPSHOP,PETITE Black Wash Jamie Jeans,S$ 89.90,"- Dark washed toned jeans
- Mid rise
- Skinny fit
- Front zip with button fastening
- 5 pockets
- Cotton blend",BLACK,Garment: Cotton(93%) Elastane(2%) Polyester(5%)
90,Wallis,Petite Ivory Floral Tiered Hem Dress,S$ 139.00,"- Floral print asymmetrical ruffle hem midi dress
- Lined
- Round neckline
- Regular fit
- Back zip fastening
- Polyester",White,100% Polyester
91,Dorothy Perkins,Petite Berry Pu Mini Skirt,S$ 49.90,"- Faux leather mini skirt
- Mid rise
- Unlined
- Regular fit
- Zip fastening
- Polyurethane",PURPLE,100% Polyurethane
92,Miss Selfridge,Petite Ivory Broderie Dress,S$ 99.90,"- Monochrome broderie lace dress with bunny tie detail
- Square neckline
- Lined
- Regular fit
- Side zip fastening
- Cotton
- Model wears a UK 6 and is174cm< tall",Cream,Cotton
93,Dorothy Perkins,Petite Paisley Midi Skirt,S$ 69.90,"- Midi skirt with allover print
- High rise
- Regular fit
- Elasticised waistband
- Front button fastening
- Self-tie waist closure
- 2 pockets
- Viscose",Orange,100% Viscose
94,Boohoo,Petite One Shoulder Asymmetric Bodycon Dress,S$ 46.90,"- One shoulder bodycon dress with diagonal hem
- One shoulder neckline
- Slim fit
- Polyblend",Black,95% Polyester 5% Elastane
95,Banana Republic,Petite Shortsleeve Piped Crew Blouse,S$ 87.90,"- Blouse with allover print
- Round neckline
- Regular fit
- Slip on style
- Polyester
- Model wears an S/PETITE and is 174cm tall",Fresh Leaf,100% Polyester
96,Dorothy Perkins,Petite Stripe Wide Leg Trouser,S$ 73.90,"- Striped wide-legged pants
- High rise
- Relaxed fit
- Hook and zip fastening
- 2 pocket design
- Viscose blend",Light Brown,Garment: Cotton(17%) Viscose(83%) Lining: Polyester(100%)
97,Dorothy Perkins,Petite Navy Ruched Sleeve Blazer,S$ 69.90,"- Casual blazer with ruched sleeves
- Notch lapels
- Regular fit
- Slip-on style
- Quarter sleeves
- Polyester blend",Navy Blue,"73% Polyester, 19% Viscose, 8% Elastane"
98,Boohoo,Petite Plunge Ruffle Belt Midi Dress,S$ 37.90,"- Ruffle wrap midi dress
- Plunging V neckline
- Regular fit
- Waist tie fastening
- Polyblend
- Model wears a UK 8 and is 175cm tall",Black,95% Polyester 5% Elastane
99,Forever New,Annalise Petite Flippy Dress,S$ 149.99,"Good things come in small packages! This berry pink dress with tiered flippy skirt is part of our petites range. Opt for it when dressing for your next day event and pair the cute and classic style with gold-tone jewellery and a tonal clutch to match. Our petites range is perfectly proportioned to fit 5'3""/161cm and under height, so you'll never have to worry about alterations ever again.
- Length: 79cm (Size AU 8)
- Relaxed fit
- Soft woven fabrication
- Back keyhole detail with tie
- Tiered skirt with flippy hem
- Invisible zip back/hook and eye fastening
- Fully lined",BERRY BLISS,"Outer: 100% Polyester. Lining: 95% Polyester, 5% Elastane"
100,Forever New,Zoe Petite Halter Jumpsuit,S$ 159.99,"Good things come in small packages! This navy and white stripe halter jumpsuit is part of our petites range. Style with embellished sandals or strappy nude heels for an effortless event-ready look. Our petites range is perfectly proportioned to fit 5’3”/161cm and under height, so you’ll never have to worry about alterations ever again.
- Halter neck tie bodice
- Relaxed leg
- Lightweight woven fabrication
- Zip back/hook and eye fastening
- Lined",Navy & Porcelain Stripe,"Outer: 96% Polyester, 4% Viscose. Lining: 100% Polyester"
101,Wallis,PETITE Red Studded Shift Dress,S$ 89.00,"- Solid shade studded detail mini shift dress
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Polyblend
- Model wears a UK 8 and is 172cm tall",Red,"90% Polyester, 5% Viscose, 5% Elastane"
102,TOPSHOP,IDOL Black Chiffon Pleated Midi Skirt,S$ 89.90,"- Monochrome chiffon pleated midi skirt
- Lined
- Regular fit
- Elasticated waistband
- Polyester",Black,100% Polyester
103,Dorothy Perkins,Petite Navy Stripe Button Through Top,S$ 39.90,"- Stripe print rib textured top
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Viscose blend
- Model wears a UK 8 and is 173cm tall",NAVY BLUE,"94% Viscose, 6% Elastane"
104,TOPSHOP,PETITE Mid Blue Jamie Jeans,S$ 83.90,"- Mid wash denim skinny jeans
- High rise
- Skinny fit
- Front zip and button fastening
- Five pocket style
- Cotton blend",Mid Denim,"94% Cotton, 5% Polyester, 1% Elastane"
105,Dorothy Perkins,Petite Khaki Round Neck Top,S$ 59.90,"- Sleeve tie tort button detail blouse
- Round neckline
- Unlined
- Regular fit
- Button and sleeve tie fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",GREEN,100% Polyester
106,Boohoo,Petite Bardot Frill Fish Tail Maxi Dress,S$ 56.90,"- Tiered overlay detail maxi dress
- One shoulder neckline
- Regular fit
- Slip on style
- Polyblend
- Model wears a UK 8 and is 175cm tall",Navy,[]
107,Miss Selfridge,Petite Textured Dress,S$ 79.90,"- Mini dress with puffed sleeves
- Unlined
- V neckline
- Regular fit
- Slip on style
- Self-tie waist closure
- Polyblend
- Model wears a UK 8 and is 174cm tall",Cream,"97% Polyester, 3% Elastane"
108,Dorothy Perkins,Petite Foil High Neck Top,S$ 69.90,"- Solid-colour metallic top
- Halter neckline
- Regular fit
- Rear button fastening
- Polyester",Metallic,100% Polyester
109,Miss Selfridge,PETITE GREEN OPEN WEAVE BLAZER,S$ 139.00,"- Pastel toned open weave blazer
- Lapel neckline
- Lined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 174cm tall",Light Green,[]
110,Dorothy Perkins,Petite Ochre Spot Bardot Dress,S$ 73.90,"- Polka dot print cap sleeve midi dress with button detail
- Unlined
- Off shoulder neckline
- Slim fit
- Slip on
- Viscose blend
- Model wears a UK 8 and is 173cm tall",Orange,"97% Viscose, 3% Elastane"
111,Dorothy Perkins,Petite Floral Roll Sleeve Blouse,S$ 69.90,"- Flowy top with floral print
- Collar neckline
- Regular fit
- Front button fastening
- 1 chest pocket
- Long tabbed sleeves
- Curved hem
- Polyester
- Model wears a UK 8 and is 173cm tall",Peach,100% Polyester
112,Dorothy Perkins,Petite Khaki Cargo Trouser,S$ 69.90,"- Solid toned cargo trousers
- Mid rise
- Regular fit
- Front zip with button fastening
- 4 pockets
- Cotton blend",GREEN,"69% Cotton, 26% Lyocell, 5% Elastane"
113,Miss Selfridge,Petite Black Fan Bardot Maxi Dress,S$ 173.00,"- Solid-tone strapless long dress
- Lined
- Bandeau neckline
- Regular fit
- Back zip and hook closure
- Elastic band
- Polyblend
- Model wears a UK 8 and is 170cm tall",Black,"94% Polyester, 6% Elastane"
114,Dorothy Perkins,Petite Navy Roll Sleeve Shirt,S$ 56.90,"- Solid tone half placket shirt with chest pocket
- Unlined
- Collar neckline
- Regular fit
- Front button closure
- 1 chest pocket
- Polyester
- Model wears a UK 8 and is 174cm tall",NAVY BLUE,[]
115,Dorothy Perkins,Billie Petite Navy Floral Midi Dress,S$ 109.00,"- Semi floral print waist tie midi dress
- Lined
- Round neckline
- Regular fit
- Back zip and waist tie fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",NAVY BLUE,100% Polyester
116,Dorothy Perkins,Petite Black 'Eleanor' Skirt,S$ 69.90,"- Floral-print midi skirt
- Unlined
- High rise
- Regular fit
- Elastic waistband
- Tie belt
- 2 pockets
- Polyester
- Model wears an M and is 170cm tall",Black,100% Polyester
117,Dorothy Perkins,Petite Midwash Harper Jean,S$ 63.90,"- Solid tone slim jeans
- High rise
- Slim fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a UK 8 and is 173cm tall",BLUE,"99% Cotton, 1% Lycra/Elastane"
118,Banana Republic,Sleeveless Pleat Tank Top,S$ 80.90,"- Sleeveless dotted print top
- V-neckline
- Unlined
- Regular fit
- Polyester
- Model wears an S/PETITE and is 175cm tall",Abstract Dot Print,100% Polyester
119,Boohoo,Petite One Shoulder Frill Jumpsuit,S$ 61.90,"- One shoulder ruffled overlay tie waist jumpsuit
- Asymmetrical neckline
- Unlined
- Flared fit
- Self tie waist sash
- Polyblend
- Model wears a UK 8 and is 173cm tall",Blue,"95% Polyester, 5% Elastane"
120,Miss Selfridge,Petite Pink Spot Jacquard Blouse,S$ 83.90,"- Polka dot print jacquard blouse
- V neckline
- Unlined
- Regular fit
- Front tie fastening
- Polyblend
- Model wears a UK 8 and is 177cm tall",Pink,"97% Polyester, 3% Elastane"
121,Forever New,Mandy Petite One Shoulder Drape Maxi Dress,S$ 199.99,"Good things come in small packages! This emerald green drape maxi dress is part of our petites range. Pair with a strappy heel and statement jewellery to finish the look. Our petites range is perfectly proportioned to fit 5'3 & under /161cm  height, so you will never have to worry about alterations ever again.
- Fitted one shoulder bodice
- Wrap front maxi skirt  
- Luxurious woven fabrication
- Flattering pleat detail 
- Side zip fastening
- Fully lined",Green Bay,"Outer: 100% Polyester. Lining: 95% Polyester, 5% Elastane"
122,Banana Republic,Petite Sloan Texture Pants,S$ 133.90,"- Textured skinny fit ankle pants
- Unlined
- Mid rise
- Skinny fit
- Front zip and hook closure
- 4 faux pockets
- Cotton blend",Grey,"58% Cotton, 37% Viscose, 5% Elastane"
123,Dorothy Perkins,Lemon Leaf Fit And Flare Dress,S$ 99.90,"- Tropical print waist sash mini dress
- Unlined
- V neckline
- Regular fit
- Back zip and waist sash fastening
- Polyester",Yellow,100% Polyester
124,Dorothy Perkins,Billie & Blossoms Petite Mint Tie Sleeve Top,S$ 59.90,"- Solid tone slit sleeve blouse
- Round neckline
- Partially lined
- Regular fit
- Sleeve tie fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",DARK GREEN,100% Polyester
125,Dorothy Perkins,Petite Black Bodycon Dress,S$ 49.90,"- Woven textured solid tone dress
- Boat neckline
- Unlined
- Slim fit
- Slip on style
- Polyblend
- Model wears a UK 8 and is 173cm tall",Black,[]
126,TOPSHOP,PETITE Mid Stone Button Fly Jamie Jeans,S$ 89.90,"- Medium wash skinny jeans
- High rise
- Skinny fit
- Button fastening
- 5 pocket design
- Cotton blend
- Model wears a size 26 and is 173 c tall",MID DENIM,Garment: Cotton(93%) Elastomultiester(5%) Elastane(2%)
127,Dorothy Perkins,Petite Blue Ruffle Midi Dress,S$ 119.00,"- Floral print tiered hem midi dress
- Unlined
- V neckline
- Regular fit
- Side zip and waist tie fastening
- Polyester
- Model wears a UK 8 and is 181cm tall",Blue,100% Polyester
128,Dorothy Perkins,Petite Black PU Mini Skirt,S$ 49.90,"- Monochrome faux leather skirt
- Medium rise
- Regular fit
- Back zip fastening
- Polyurethane",Black,100% Polyurethane
129,MISSGUIDED,Petite Cold Shoulder Midi Dress,S$ 63.90,"- Polka dot print cold shoulder midi dress
- Unlined
- V neckline
- Regular fit
- Back zip and waist tie fastening
- Polyblend
- Model wears a UK 8 and is 173cm tall",Black,Polyester
130,Miss Selfridge,Petite Black Fine Knit Bardot Jumper,S$ 59.90,"- Monochrome ribbed knit bardot jumper
- Bardot neckline
- Unlined
- Slim fit
- Slip on
- Viscose blend
- Model wears a UK 8 and is 177cm tall",Black,"80% Viscose, 15% Nylon, 5% Elastane"
131,TOPSHOP,Petite Mid Wash Jamie Jeans,S$ 83.90,"- Denim jeans with wash detail
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend
- Model wears a size 26 and is 173cm tall",Mid Denim,"92% Cotton, 6% Polyester, 2% Elastane"
132,Wallis,PETITE Black Floral Print Ruched Top,S$ 99.90,"- Cap sleeve floral printed top with asymmetrical hem
- Round neckline
- Unlined
- Regular fit
- Polyblend
- Model wears an S and is 170cm tall",Black,Blend
133,Boohoo,Petite Tie Waist Formal Wiggle Midi Dress,S$ 40.90,"- Waist tie midi dress with wide sleeves
- Round neckline
- Regular fit
- Waist tie
- Polyblend",Pink,"95% Polyester, 5% Elastane"
134,Wallis,PETITE Black Sparkle Overlay Top,S$ 89.00,"- Embellished sheer overlay top
- Round neckline
- Unlined
- Regular fit
- Polyester
- Model wears an S and is 172cm tall",Black,100% Polyester
135,Banana Republic,Petite Wrap Sheath Skirt Dress,S$ 177.90,"- Sheath dress with dart detail
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Short sleeves
- Front hem split
- Cotton blend
- Model wears a size 0 PETITE and is 172cm tall",Grey,"52% Cotton, 43% Rayon, 5% Spandex"
136,Dorothy Perkins,Petite Navy Check Ankle Grazer,S$ 59.90,"- Plaid print pleated crop pants
- High rise
- Regular fit
- 2 side pockets
- Polyblend",Navy Blue,"65% Polyester, 35% Viscose"
137,Wallis,Petite Black Polka Dot Dress,S$ 119.00,"- Polka dot print tie waist fit and flare dress
- Unlined
- V-neckline
- Regular fit
- Back zip fastening
- Viscose
- Model wears a UK 8 and is 177cm tall",Black,100% Viscose
138,TOPSHOP,PETITE Black Borg Coat,S$ 129.00,"- Monochrome button front borg coat
- Collared neckline
- Relaxed fit
- Front button fastening
- Two chest pockets
- Two side pockets
- Polyester",Black,100% Polyester
139,TOPSHOP,Petite Grey Jumper,S$ 79.90,"- Solid tone ribbed knitted jumper
- High neckline
- Regular fit
- Slip on style
- Acrylic blend",Grey Marl,"77% Acrylic, 20% Polyester, 3% Elastane"
140,Wallis,PETITE Silver Sequin Embellished Longline Cardigan,S$ 89.00,"- Metallic long sleeve cardigan
- Unlined
- Open front
- Relaxed fit
- Nylon blend
- Model wears an S and is 173cm tall",Silver,"92% Nylon, 5% Elastane, 3% Metallised fibre"
141,Miss Selfridge,Petite Black Peplum Shirt Dress,S$ 73.90,"- Monochrome tie waist peplum hem shirt dress
- Unlined
- Collared neckline
- Regular fit
- Front button and tie waist fastening
- Polyester
- Model wears a UK 8 and is 177cm tall",Black,100% Polyester
142,Dorothy Perkins,Petite Black Belted Shirt Dress,S$ 89.90,"- Solid tone waist tie shirt midi dress
- Unlined
- Standard collared neckline
- Regular fit
- Front button and waist tie fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",BLACK,100% Polyester
143,Miss Selfridge,Petite Ochre Scuba Midi Dress,S$ 76.90,"- Plain sleeveless midi dress
- Unlined
- Sweetheart neckline
- Regular fit
- Polyblend",Yellow,Garment: Elastane(4%) Polyester(96%) Lining: Polyester(100%)
144,Miss Selfridge,Petite Black Peplum Shirt Dress,S$ 73.90,"- Monochrome tie waist peplum hem shirt dress
- Unlined
- Collared neckline
- Regular fit
- Front button and tie waist fastening
- Polyester
- Model wears a UK 8 and is 177cm tall",Black,100% Polyester
145,TOPSHOP,PETITE Dusty Blue Peg Trousers,S$ 79.90,"- Solid shade peg trousers with front pleats detailing
- High rise
- Regular fit
- Front zip and button fastening
- Two side pockets
- Viscose blend",Light Blue,"92% Viscose, 8% Polyester"
146,Forever New,Gerrie Petite Cross Front Jumpsuit,S$ 169.99,"Good things come in small packages! This chic black jumpsuit is part of our petites range. With statement split front detail, this style is perfect for your next special event. Our petites range is perfectly proportioned to fit 5’3”/161cm and under height, so you’ll never have to worry about alterations ever again.
- Fitted bodice

- Wide, relaxed leg

- Luxurious woven fabrication

- Statement split detail

- Adjustable spaghetti straps

- Zip back/hook and eye fastening

- Fully lined",Black,Polyester
147,Miss Selfridge,Petite Multi Colour Gingham Plisse Skirt,S$ 59.90,"- Multi toned pleated mini dress
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- Polyester",Navy Blue,Garment: Polyester(100%)
148,TOPSHOP,Petite Pleat Cami,S$ 43.90,"- Solid tone pleat detail cami top
- V neckline
- Unlined
- Regular fit
- Slip on style
- Adjustable shoulder straps
- Polyester",Black,100% Polyester
149,Wallis,Petite Black Chain Print Shift Dress,S$ 99.00,"- Chain print mini dress with studs detail
- Round neckline
- Unlined
- Regular fit
- Polyblend",Black,"97% Polyester, 3% Elastane"
150,TOPSHOP,Petite Ivory Boucle Coat,S$ 179.00,"- Textured coat with longline hem
- Unlined
- Regular fit
- Front button fastening
- 2 pockets
- Polyester",Ivory,100% Polyester
151,TOPSHOP,Petite Washed Black Jamie Jeans,S$ 83.90,"- Faded denim skinny jeans
- High rise
- Unlined
- Skinny fit
- Button fastening
- Cotton blend",Washed Black,"92% Cotton, 6% Polyester, 2% Elastane"
152,TOPSHOP,PETITE Black Hardwear Detail Mini Skirt,S$ 73.90,"- Faux leather skirt with belt detail
- High rise
- Regular fit
- Zip fastening
- 2 pockets
- Polyurethane",Black,100% Polyurethane
153,Dorothy Perkins,Amazon Print Halter Top,S$ 59.90,"- Haltertop with allover print
- Halter neckline
- Regular fit
- Rear button fastening
- Polyester",Multi Bright,100% Polyester
154,Dorothy Perkins,Petite Navy Lace Pencil Dress,S$ 109.00,"- Short sleeved lace crochet dress
- Lined
- Round neckline
- Regular fit
- Zip fastening
- Polyester
- Model wears a UK 8 and is 170cm tall",Navy Blue,100% Polyester
155,Dorothy Perkins,Petite Zebra Pleated Midi Skirt,S$ 89.90,"- Midi skirt with zebra print
- High waist
- Regular fit
- Elasticised waistband
- Self-tie waist fastening
- Polyester",BLACK,100% Polyester
156,Wallis,PETITE Black Eyelet High Neck Jumper,S$ 79.00,"- Long sleeve top with eyelet detail
- Unlined
- High neckline
- Regular fit
- Viscose blend
- Model wears a UK 8 and is 172cm tall",Black,"82% Viscose, 18% Nylon"
157,TOPSHOP,Petite White Button Front Polo,S$ 36.90,"- Cropped button up polo tee
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- Cotton blend",WHITE,Garment: Cotton(95%) Lycra/Elastane(5%)
158,TOPSHOP,PETITE Velvet Faux Fur Coat,S$ 149.00,"- Solid shade faux fur velvet coat
- Lapel neckline
- Lined
- Relaxed fit
- Front button fastening
- Polyester",Brown,100% Polyester
159,Dorothy Perkins,Petite Black Ruched Sleeve Blazer,S$ 69.90,"- Casual blazer with ruched detail
- Notch lapels
- Regular fit
- Slip-on style
- Quarter sleeves
- Polyester blend",Black,"73% Polyester, 19% Viscose, 8% Elastane"
160,Boohoo,Petite Horn Button Belted Wrap Dress,S$ 46.90,"- Button front tie waist textured mini dress
- Unlined
- V-neckline
- Regular fit
- Self tie waist sash
- Polyblend
- Model wears a UK 8 and is 173cm tall",Black,"95% Polyester, 5% Elastane"
161,Boohoo,Petite Bardot Frill Fish Tail Maxi Dress,S$ 56.90,"- Tiered overlay detail maxi dress
- Bardot neckline
- Regular fit
- Slip on style
- Polyblend
- Model wears a UK 8 and is 175cm tall",Black,95% Polyester 5% Elastane
162,TOPSHOP,Petite Ditsy Print Chuck On Dress,S$ 79.90,"- Ditsy floral printed dress
- V neckline
- Regular fit
- Back tie detail
- Polyblend",GREEN,Garment: Elastane(4%) Polyester(96%)
