web-scraper-order,web-scraper-start-url,link,link-href,name,price,colour,description,product code,about me,brand,category
"1573018917-85","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Loungeable mix & match lounge leggings in greySGD$27.79","https://www.asos.com/loungeable/loungeable-mix-match-lounge-leggings-in-grey/prd/12564993?clr=grey&colourWayId=16447038&SearchQuery=&cid=21867","Loungeable mix & match lounge leggings in grey","SGD$27.79","Grey","For when plans get cancelled, but you weren't going anyway    Drawstring waist Bodycon fitA tight cut to the body","1496201","ABOUT ME
            Super-soft knit The kind that stretches 
Fabric 1: 65% Polyester, 30% Viscose, 5% Elastane.","Loungeable","Pyjamas"
"1573019392-257","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Chelsea Peers cosy pyjama set with borg lining and aztec print trimSGD$66.70 SGD$83.37","https://www.asos.com/chelsea-peers/chelsea-peers-cosy-pyjama-set-with-borg-lining-and-aztec-print-trim/prd/12954065?clr=navy&colourWayId=16474764&SearchQuery=&cid=21867","Chelsea Peers cosy pyjama set with borg lining and aztec print trim","SGD$66.70","Navy","Feel the benefitHigh neckHalf-zip placketAztec detailTrouser bottomsDrawstring waistbandFitted cuffsRegular fitJust select your usual size","1525722","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Fabric 1: 100% Polyester.","Chelsea Peers","Pyjamas"
"1573018949-98","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","DKNY logo 2 sided dressing gown in greySGD$120.43","https://www.asos.com/dkny/dkny-logo-2-sided-dressing-gown-in-grey/prd/12330565?clr=frosted-grey-stripe&colourWayId=16472420&SearchQuery=&cid=21867","DKNY logo 2 sided dressing gown in grey","SGD$120.43","Frosted grey stripe","Staying in is the new going outAll-over DKNY logo    Fixed hood    Wide sleevesTie waistRegular fitJust select your usual size","1477646","ABOUT ME","null","DKNY"
"1573019377-250","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge travel high waist leggingSGD$25.94","https://www.asos.com/asos-design/asos-design-lounge-travel-high-waist-legging/prd/13133883?clr=chartreuse&colourWayId=16470249&SearchQuery=&cid=21867","ASOS DESIGN lounge travel high waist legging","SGD$25.94","Chartreuse","Your casual vibe, sorted High rise     Elasticated waistband    Skinny fitCut very closely from hips to hem","1541895","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Body: 95% Cotton, 5% Elastane.","ASOS DESIGN","Leggings"
"1573019111-145","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","DKNY long sleeve hooded sleepshirt in greySGD$96.34 SGD$120.43","https://www.asos.com/dkny/dkny-long-sleeve-hooded-sleepshirt-in-grey/prd/11815812?clr=grey&colourWayId=16472373&SearchQuery=&cid=21867","DKNY long sleeve hooded sleepshirt in grey","SGD$96.34","Grey","You're invited to this PJ partyDrawstring hoodDropped shouldersDKNY logoSide pockets    Split sidesStriped trimsRegular fitJust select your usual size","1439200","ABOUT ME","DKNY","Pyjamas"
"1573019109-144","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Tommy Hilfiger logo short sleeve t-shirt leggings set in navySGD$81.52 SGD$101.90","https://www.asos.com/tommy-hilfiger/tommy-hilfiger-logo-short-sleeve-t-shirt-leggings-set-in-navy/prd/13131274?clr=peacoat-peacoat&colourWayId=16471649&SearchQuery=&cid=21867","Tommy Hilfiger logo short sleeve t-shirt leggings set in navy","SGD$81.52","Peacoat/peacoat","Add-to-bag potential: considerableCrew neck Tommy Hilfiger logo Short sleevesLegging bottomsRegular fitJust select your usual size","1541640","ABOUT ME
            Stretch jerseyA soft, versatile fabric
Fabric 1: 95% Cotton, 5% Elastane, Fabric 2: 95% Cotton, 5% Elastane.","Tommy Hilfiger","Loungewear"
"1573018927-89","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Missguided plus spot print lace hem teddy in redSGD$40.76","https://www.asos.com/missguided-plus/missguided-plus-spot-print-lace-hem-teddy-in-red/prd/13567732?clr=red&colourWayId=16547621&SearchQuery=&cid=21867","Missguided plus spot print lace hem teddy in red","SGD$40.76","Red","You're invited to this PJ partyPlunge neckAdjustable cami strapsLace trimsStretch waistRegular fitJust select your usual size","1576236","ABOUT ME
            Silky-feel woven fabricSuper-smooth finish

Main: 100% Polyester.","Missguided","Pyjamas"
"1573018878-67","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Les Girls Les Boys logo hoodie in stoneSGD$176.01","https://www.asos.com/les-girls-les-boys/les-girls-les-boys-logo-hoodie-in-stone/prd/13687103?clr=stone&colourWayId=16557637&SearchQuery=&cid=21867","Les Girls Les Boys logo hoodie in stone","SGD$176.01","Stone","Throw on and go    Drawstring hood    Dropped shouldersPrinted logo    Pouch pocket    Ribbed trimsOversized fitDesigned to look baggy","1585783","ABOUT ME
            Soft sweatshirt fabricStyle and comfort – it's a lifestyle
Fabric 1: 100% Cotton.","Les Girls Les Boys","Hoodie"
"1573019865-431","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN lounge neon raw edge sweat and jogger setFrom SGD$70.40","https://www.asos.com/asos-design/asos-design-lounge-neon-raw-edge-sweat-and-jogger-set/grp/23175?clr=neon-green&colourWayId=0&SearchQuery=&cid=21867","ASOS DESIGN lounge neon raw edge sweat and jogger set","SGD$33.35","Neon green","null","null","null","null","null"
"1573018803-45","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Tall lounge stripe crop sweat & jogger setSGD$55.58","https://www.asos.com/asos-tall/asos-design-tall-lounge-stripe-crop-sweat-jogger-set/prd/12127343?clr=black&colourWayId=16383513&SearchQuery=&cid=21867","ASOS DESIGN Tall lounge stripe crop sweat & jogger set","SGD$55.58","Black","For when plans get cancelled, but you weren't going anywayCrew neck    Contrast tapingCropped lengthElasticated hemJogging bottoms High riseStretch waistbandRegular fitJust select your usual size","1462932","ABOUT ME
            Soft sweatshirt fabricWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals
Body: 70% Cotton, 30% Polyester.","null","ASOS DESIGN"
"1573018997-118","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","The North Face Traction mule slippers in blackSGD$92.64","https://www.asos.com/the-north-face/the-north-face-traction-mule-slippers-in-black/prd/13066930?clr=black&colourWayId=16528950&SearchQuery=&cid=21867","The North Face Traction mule slippers in black","SGD$92.64","Black","Add-to-bag potential: considerable    Slip on style     Quilted design    The North Face logo detail    Pull tabs to cuffs    Fleece lining    Rubebr outsole for superior traction","1535557","ABOUT ME
            Textile upper, 
A versatile, everyday fabric

Main: 100% Polyester.","The North Face","The North Face"
"1573019683-360","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Zoe quilted slider slippers in turquoiseSGD$18.53","https://www.asos.com/asos-design/asos-design-zoe-quilted-slider-slippers-in-turquoise/prd/12603081?clr=turquoise&colourWayId=16455400&SearchQuery=&cid=21867","ASOS DESIGN Zoe quilted slider slippers in turquoise","SGD$18.53","Turquoise","Cosy level: considerableSlip-on styleRound toeGrip tread","1499308","ABOUT ME
            Soft faux-fur upperSeriously strokable
Lining Sock: 100% Textile, Sole: 50% Other Materials, 50% Textile, Upper: 100% Textile.","null","ASOS DESIGN"
"1573019291-213","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Loungeable mix & match knot front tank top in greySGD$22.23","https://www.asos.com/loungeable/loungeable-mix-match-knot-front-tank-top-in-grey/prd/12565004?clr=grey&colourWayId=16456468&SearchQuery=&cid=21867","Loungeable mix & match knot front tank top in grey","SGD$22.23","Grey","Staying in is the new going out    Crew neck    Sleeveless design Knot front Regular fitJust select your usual size","1496198","ABOUT ME
            Super-soft knit The kind that stretches 
Fabric 1: 65% Polyester, 30% Viscose, 5% Elastane.","Loungeable","Pyjamas"
"1573019396-259","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Tommy Hilfiger Flag Core Fleece joggers in toasted almondSGD$120.43","https://www.asos.com/tommy-hilfiger/tommy-hilfiger-flag-core-fleece-joggers-in-toasted-almond/prd/13131262?clr=toasted-almond&colourWayId=16471631&SearchQuery=&cid=21867","Tommy Hilfiger Flag Core Fleece joggers in toasted almond","SGD$120.43","Toasted almond","Your casual vibe, sorted    Drawstring waistband     Side pocketsEmbroidered flag logo    Fitted cuffsRegular fitJust select your usual size","1541667","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Fabric 1: 100% Cotton.","Tommy Hilfiger","Sweatpants"
"1573018976-109","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN mix & match jersey robeSGD$37.05","https://www.asos.com/asos-design/asos-design-mix-match-jersey-robe/prd/12319411?clr=dusty-pink&colourWayId=16410375&SearchQuery=&cid=21867","ASOS DESIGN mix & match jersey robe","SGD$37.05","Dusty pink","Part of our responsible editAs if we needed another excuse to cancel our plansShawl collar   Open frontLong sleevesTie waistRelaxed fitFalls loosely over the body","1476889","ABOUT ME
            Thick jerseyWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals
Body: 66% Polyester, 34% Cotton.","ASOS DESIGN","Dressing gown"
"1573019408-264","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","B by Ted Baker Serenity satin kimono in pinkSGD$77.81","https://www.asos.com/ted-baker/b-by-ted-baker-serenity-satin-kimono-in-pink/prd/12248148?clr=pink&colourWayId=16424479&SearchQuery=&cid=21867","B by Ted Baker Serenity satin kimono in pink","SGD$77.81","Pink","Add-to-bag potential: considerableOpen front     Kimono sleevesFloral design Tie waist     Regular fitJust select your usual size","1470021","ABOUT ME
            Satin-style fabricSilky and super smooth
Fabric 1: 100% Polyester.","null","Ted Baker"
"1573019857-427","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN Barbie lounge funnel neck sweater & legging short setFrom SGD$66.70","https://www.asos.com/asos-design/asos-design-barbie-lounge-funnel-neck-sweater-legging-short-set/grp/25647?clr=black&colourWayId=0&SearchQuery=&cid=21867","ASOS DESIGN Barbie lounge funnel neck sweater & legging short set","SGD$40.76","Pink","null","null","null","null","null"
"1573019253-195","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN Maternity lounge velour off shoulder sweatSGD$33.35","https://www.asos.com/asos-maternity/asos-design-maternity-lounge-velour-off-shoulder-sweat/prd/12879364?clr=pink&colourWayId=16465045&SearchQuery=&cid=21867","ASOS DESIGN Maternity lounge velour off shoulder sweat","SGD$33.35","Pink","For when plans get cancelled, but you weren't going anywayOff-the-shoulder designRelaxed fit Think baggy and casualDesigned to fit you from bump to baby","1520904","ABOUT ME
            Soft, velvet-feel velourBig in the 00s, better now
Main: 100% Polyester.","ASOS DESIGN","null"
"1573019155-164","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN Maternity lounge ribbed soft hoodieSGD$37.05","https://www.asos.com/asos-maternity/asos-design-maternity-lounge-ribbed-soft-hoodie/prd/12210901?clr=lilac&colourWayId=16422359&SearchQuery=&cid=21867","ASOS DESIGN Maternity lounge ribbed soft hoodie","SGD$37.05","Lilac","Peak snugness    Drawstring hood    Dropped sleeves    Fitted trims    Regular fitJust select your usual sizeDesigned to fit through all stages of pregnancy","1468801","ABOUT ME
            Lightweight ribbed knit Just a hint of cosy
Body: 63% Polyester, 34% Viscose, 3% Elastane.","null","ASOS DESIGN"
"1573019480-295","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Zippy cross strap satin slippers in lilac ombre furSGD$22.23","https://www.asos.com/asos-design/asos-design-zippy-cross-strap-satin-slippers-in-lilac-ombre-fur/prd/12136291?clr=lilac-ombre&colourWayId=16411423&SearchQuery=&cid=21867","ASOS DESIGN Zippy cross strap satin slippers in lilac ombre fur","SGD$22.23","Lilac ombre","They've already got your attentionSlip-on styleSatin-style liningOpen toeFlat sole","1463494","ABOUT ME
            Faux-fur upperSeriously strokable
Lining Sock: 100% Textile, Sole: 50% Other Materials, 50% Textile, Upper: 100% Textile.","null","ASOS DESIGN"
"1573019708-371","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge funnel neck zip up cuddle fleece twosie setSGD$43.54 SGD$62.99","https://www.asos.com/asos-design/asos-design-lounge-funnel-neck-zip-up-cuddle-fleece-twosie-set/prd/12739071?clr=white&colourWayId=16464768&SearchQuery=&cid=21867","ASOS DESIGN lounge funnel neck zip up cuddle fleece twosie set","SGD$43.54","White","Somewhere between pyjamas and actual clothesHigh neckZip placketLong sleevesFitted cuffsCropped designTrouser bottomsStretch waistFitted cuffs Regular fitJust select your usual size","1509982","ABOUT ME
            Soft, cosy borgTeddy-bear texture
Body: 100% Polyester.","ASOS DESIGN","Pyjamas"
"1573019153-163","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Micha Lounge wide strap cami jumpsuitSGD$77.81","https://www.asos.com/micha-lounge/micha-lounge-wide-strap-cami-jumpsuit/prd/12000185?clr=white&colourWayId=16426925&SearchQuery=&cid=21867","Micha Lounge wide strap cami jumpsuit","SGD$77.81","White","Somewhere between pyjamas and actual clothesScoop neckButton placket   Cut-out back   Regular fitJust select your usual size","1453551","ABOUT ME
            Lightweight knit
Cosy level: considerable

Body: 100% Acrylic.","Micha Lounge","Jumpsuit"
"1573019796-411","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN mix & match lounge super soft brushed joggerSGD$40.76","https://www.asos.com/asos-design/asos-design-mix-match-lounge-super-soft-brushed-jogger/prd/12319387?clr=oatmeal&colourWayId=16417994&SearchQuery=&cid=21867","ASOS DESIGN mix & match lounge super soft brushed jogger","SGD$40.76","Oatmeal","Staying in is the new going outDrawstring waistband    Side pockets    Fitted cuffs    Relaxed fitThink baggy and casual","1476884","ABOUT ME
             Body: 80% Viscose, 17% Polyester, 3% Elastane.","ASOS DESIGN","Sweatpants"
"1573019603-327","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Curve lounge super soft hoodie & jogger setSGD$44.46 SGD$55.58","https://www.asos.com/asos-curve/asos-design-curve-lounge-super-soft-hoodie-jogger-set/prd/12737836?clr=black&colourWayId=16482961&SearchQuery=&cid=21867","ASOS DESIGN Curve lounge super soft hoodie & jogger set","SGD$44.46","Black","For when plans get cancelled, but you weren't going anywayDrawstring hoodTrouser bottomsFitted cuffsRegular fitJust select your usual size","1509830","ABOUT ME
            Soft, velvet-feel velourBig in the 00s, better now
Main: 100% Polyester.","null","ASOS DESIGN"
"1573019345-236","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Zarah pom pom ballet slippers in leopardSGD$14.82 SGD$18.53","https://www.asos.com/asos-design/asos-design-zarah-pom-pom-ballet-slippers-in-leopard/prd/12278237?clr=leopard-velvet&colourWayId=16429903&SearchQuery=&cid=21867","ASOS DESIGN Zarah pom pom ballet slippers in leopard","SGD$14.82","Leopard velvet","Add-to-bag potential: considerableSlip-on style    Leopard designPom-pom detail","1473562","ABOUT ME
            Textile upperA versatile, everyday fabric
Lining sock: 100% Textile, Sole: 50% Other materials, 50% Textile, Upper: 100% Textile.","ASOS DESIGN","Flat shoes"
"1573019425-271","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge mix & match loopback raw edge JoggerSGD$33.35","https://www.asos.com/asos-design/asos-design-lounge-mix-match-loopback-raw-edge-jogger/prd/13139689?clr=purple&colourWayId=16531132&SearchQuery=&cid=21867","ASOS DESIGN lounge mix & match loopback raw edge Jogger","SGD$33.35","Purple","Your casual vibe, sortedDrawstring waistbandSide pocketsRaw-edge hemRelaxed fitFor a slouchy silhouette","1542323","ABOUT ME
            Textured sweatshirt fabricClassic looped finish on reverse
Body: 80% Cotton, 20% Polyester.","ASOS DESIGN","Sweatpants"
"1573019115-147","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN tracksuit cute sweat / basic jogger with tie with contrast bindingSGD$59.29","https://www.asos.com/asos-design/asos-design-tracksuit-cute-sweat-basic-jogger-with-tie-with-contrast-binding/prd/12608824?clr=sand&colourWayId=16421349&SearchQuery=&cid=21867","ASOS DESIGN tracksuit cute sweat / basic jogger with tie with contrast binding","SGD$59.29","Sand","Part of our responsible edit Crew neckContrast binding     Drawstring waistband     Side pockets    Fitted cuffs    Regular fitJust select your usual size","1499839","ABOUT ME
            Soft sweatshirt fabricWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals
Fabric 1: 100% Cotton, Fabric 2: 97% Cotton, 3% Elastane.","null","ASOS DESIGN"
"1573018887-71","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Chelsea Peers Maternity birthday dog donut print long pyjama setSGD$59.29","https://www.asos.com/chelsea-peers/chelsea-peers-maternity-birthday-dog-donut-print-long-pyjama-set/prd/12313017?clr=pink&colourWayId=16458939&SearchQuery=&cid=21867","Chelsea Peers Maternity birthday dog donut print long pyjama set","SGD$59.29","Pink","Live your best pyjama lifeRound neckDog and doughnut printTrouser bottomsDrawstring waistbandFitted cuffsRegular fitJust select your usual sizeExclusive to ASOS","1476357","ABOUT ME
            Lightweight woven fabric 
The kind that stretches

Fabric 1: 95% Polyester, 5% Elastane.","Chelsea Peers","Pyjamas"
"1573019125-151","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge super soft zip up hoodie & jogger setSGD$55.58","https://www.asos.com/asos-design/asos-design-lounge-super-soft-zip-up-hoodie-jogger-set/prd/12737427?clr=pink&colourWayId=16521752&SearchQuery=&cid=21867","ASOS DESIGN lounge super soft zip up hoodie & jogger set","SGD$55.58","Pink","As if we needed another excuse to cancel our plans    Fixed hoodZip fastening    Long sleeves    Cropped lengthTrouser bottoms    Stretch waistbandFitted cuffsRegular fitJust select your usual size","1509815","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Body: 100% Polyester.","ASOS DESIGN","Pyjamas"
"1573019235-187","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Chelsea Peers check printed scotty dog pyjama setSGD$55.58","https://www.asos.com/chelsea-peers/chelsea-peers-check-printed-scotty-dog-pyjama-set/prd/12954054?clr=red&colourWayId=16474788&SearchQuery=&cid=21867","Chelsea Peers check printed scotty dog pyjama set","SGD$55.58","Red","For cosy nights and lazy daysCrew neckScotty-dog design    Trouser bottoms    Stretch waistRelaxed fitThink baggy and casual","1525767","ABOUT ME
            Soft jerseyT-shirt fabric, in other words
Fabric 1: 95% Polyester, 5% Elastane.","Chelsea Peers","Pyjamas"
"1573019476-293","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Maternity supersoft jogger with seam detail and tie waistSGD$40.76","https://www.asos.com/asos-maternity/asos-design-maternity-supersoft-jogger-with-seam-detail-and-tie-waist/prd/13481988?clr=grey&colourWayId=16483946&SearchQuery=&cid=21867","ASOS DESIGN Maternity supersoft jogger with seam detail and tie waist","SGD$40.76","Grey","Your casual vibe, sortedStretch waistband with tieSide pocketsFitted cuffsRegular fitDesigned to fit you from bump to baby","1570044","ABOUT ME
            Super-soft sweatshirt fabricFor all-day cosiness 
Main: 56% Polyester, 42% Viscose, 2% Elastane.","ASOS DESIGN","null"
