,brand,title,price,description,colour,material
6357,ZALORA,Sleeveless Dress,S$ 34.90,"- Stripe tape detail fringe hem mini dress
- Round neckline
- Unlined
- Slim fit
- Zip fastening
- Polyblend
- Model wears an S and is 170cm tall",Navy,95% Polyester 5% Elastane Woven
6358,ZALORA,Collared Bodycon Dress With Pockets,S$ 44.90,"- Dual toned sleeveless bodycon dress
- Unlined
- Collar neckline
- Regular fit
- 2 pockets
- Viscose blend",Maroon/Beige,45% Viscose 28% Polyester 27% Nylon
6359,Dorothy Perkins,Petite Red Ditsy Print Dress,S$ 73.90,"- Ditsy floral print mini dress
- Unlined
- Square neckline
- Regular fit
- Elasticated band
- Viscose blend
- Model wears a UK 8 and is 172cm tall",Red,[]
6360,Tularosa,Lou Dress(Revolve),S$ 354.00,"Self: 100% cottonLining: 100% rayon
Hand wash cold
Fully lined
Jacquard fabric
Pom pom and lace trim
Hidden back zipper closure",White,[]
6361,ZALORA BASICS,Basic High Neck Swing Dress,S$ 34.90,"- Ruffled tier midi dress
- Halter neckline
- Unlined
- Regular fit
- Elasticised waist
- Self tie fastening
- Polyester",Black,100% Polyester
6362,Dorothy Perkins,Billie Petites Tropical Trapeze Dress,S$ 99.90,"- Sleeveless double-layer dress
- Lined
- Round neckline
- Regular fit
- Rear zip fastening
- Polyester
- Model wears a UK 6 and is 178cm tall",Dark Green,[]
6363,ZALORA,Fit & Flare T-Shirt Dress,S$ 34.90,"- Tee dress with stripe panel
- Unlined
- Round neckline
- Regular fit
- Elasticized waistband
- 1 chest pocket
- Short sleeves
- Flared hem
- Polyester blend",Black/White,90% Polyester 10% Spandex
6364,Willa,Charles Square Neck Dress,S$ 114.90,"- Solid tone textured midi dress
- Lined
- Square neckline
- Regular fit
- Side zip fastening
- Self tie waist closure
- Polyblend
- Model wears a size AUS 8 and is 173cm tall",Black,100% Polyblend
6365,L'Academie,The Zola Mini Dress(Revolve),S$ 240.00,"100% cotton
Hand wash cold
Unlined
Front button closure
Buttoned cuffs
Side slant pockets",Blue,[]
6366,NA-KD,Deep V Mini Dress,S$ 99.90,"- Solid toned mini dress with waist tie sash
- Unlined
- V neckline
- Regular fit
- Viscose",White,100% Viscose
6367,Quiz,Dusky Pink Marc Double Frill Midi Dress,S$ 56.90,"- Pastel shade tiered sleeve bardot midi dress
- Unlined
- Bardot neckline
- Slim fit
- Polyblend",Pink,"96% Polyester, 4% Elastane"
6368,Its Me,Fresh And Elegant Lace Dress,S$ 325.00,"- Simple Round Neck
- Bow Tie Detachable
- Buttoned Lantern Long Sleeve
- Door Plaque Pearl Button Closure
- Cutout Solid Lace Embroidery
- Splicing Mesh Lace Surround
- Elegant Skirt
- Have Lining",green,"Fabric: 64.9% Nylon, 35.1% Cotton; Lining: 90.5% Polyester Fiber, 9.5% Spandex;"
6369,BWLDR,Jody Cowl Overlay Dress,S$ 121.90,"- Cowl neck overlay midi dress
- Lined
- Cowl neckline
- Spaghetti straps
- Regular fit
- Slips on
- Polyester",White,100% Polyester
6370,Goddiva,Pleated Wrap Hem Frill Maxi Dress,S$ 101.90,"- Solid-toned dress with pleats
- Unlined
- V-neckline
- Regular fit
- Back zip fastening
- Sleeveless
- Flared hem
- Polyester blend
- Model wears a UK 8 and is 173cm tall",Navy,95% Polyester 5% Elastane
6371,Superdry,Jayde Tie Front Midi Dress,S$ 99.00,"- Sleeveless dress with allover stripes
- Lined
- Square neckline
- Regular fit
- Self-tie chest closure
- Front button fastening
- Adjustable straps
- Viscose
- Model wears a UK 8 and is 174cm tall",Stripe,[]
6372,Yoco,Faux 2-Piece Printed Dress,S$ 59.90,"- Floral-printed dress with slits
- Cowl neckline
- Regular fit
- Slip-on style
- Elasticized waistband
- Sleeveless
- Side hem splits
- Polyester",Black,100% Polyester
6373,Something Borrowed,Button Down Fitted Dress With Self Tie,S$ 42.90,"- Polka dot print belted button front midi dress
- Unlined
- Sweetheart neckline
- Slim fit
- Front button fastening with adjustable belt
- Two front pockets
- Polyester",Rust,100% Polyester Woven
6374,ZALORA BASICS,Basic V Neck Cami Midi Dress,S$ 24.90,"- Pattern print V neck sleeveless dress
- Unlined
- V neckline
- Regular fit
- Rayon blend",Navy Base Abstract Bar Print,100% Polyester Woven
6375,Pomelo,Mini Striped Babydoll Dress - Pink,S$ 39.00,"- Cotton
- Skinny stripes
- Feminine bow details
- Features pleated details
The Model has height: 178 cm and Bust / Waist / Hips: 81-64-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Pink,100% Cotton
6376,Factorie,Textured Split Mini Dress,S$ 29.95,"- Solid colour texture mini dress
- Lined
- Square neckline
- Regular fit
- Side zip fastening
- Adjustable straps
- Cotton
- Model wears an S and is 173cm tall",Black,100% Cotton
6377,[],[],[],[],[],[]
6378,ZALORA BASICS,Basic V Neck Dress,S$ 24.90,"- Sleeveless printed mini dress
- Unlined
- V neckline
- Regular fit
- Zip fastening
- Polyester",Black Multi Block Abstract Print,100% Polyester
6379,AX Paris,Strappy Fishtail Dress,S$ 87.90,"- Sleeveless textured midi dress with crochet details
- Unlined
- Round neckline
- Regular fit
- Zip fastening
- Polyblend
- Model wears a UK 8 and is 170cm tall",Navy,Blend
6380,Yoco,V-Neck Cuffed-Sleeves Flare Dress,S$ 54.90,"- Solid hue mini skater dress
- V-neckline
- Regular fit
- Back zip fastening
- Short cuffed sleeves
- Flared hem
- Polyester",Gray,100% Polyester
6381,ZALORA,Pleated Sleeves Wrap Sheath Dress,S$ 39.90,"- Printed wrap top sheath dress with pleated 3/4 sleeves
- Unlined
- Wrap neckline
- Slim fit
- Back zip fastening
- Polyester
- Model wears an S and is 170cm tall",Dusty Pink/Multi,100% Polyester
6382,Something Borrowed,Long Sleeve Wrap Dress With D-Ring Buckle,S$ 39.90,"- Solid tone long sleeve surplice mini dress
- Unlined
- Surplice neckline
- Regular fit
- Self tie closure
- Polyester",Navy,100% Polyester Woven
6383,ZALORA,Lace Detailed Dropped Hem Dress,S$ 39.90,"- Solid tone dress with lace trimmings
- Unlined
- V-neckline
- Regular fit
- Back zip fastening
- Polyester
- Model wears an S and is 174cm tall",Off White,Polyester
6384,Tussah,Elle Knit Dress,S$ 111.90,"- Solid tone knitted dress
- Unlined
- V-neckline
- Slips on
- Long sleeves
- Acrylic",Khaki,100% Acrylic
6385,BWLDR,Abiah Linen Dress,S$ 114.90,"- Sleeveless mini dress with front ruched
- Unlined
- V neckline
- Regular fit
- Zip fastening
- Adjustable shoulder straps
- Linen blend
- Model wears a size AUS 8 and is 175cm tall",Ivy,Linen blend
6386,Tularosa,Triumph Midi(Revolve),S$ 282.00,"Self: 100% cottonLining: 100% viscose
Fully lined
Eyelet fabric
Front button and waist tie closure
Side seam slits
Imported",White,[]
6387,WAREHOUSE,VIVIAN SPOT DRESS,S$ 129.00,"- Polka dot print back cutout midi dress
- Unlined
- V neckline
- Regular fit
- Back button, zip with waist sash fastening
- Polyester
- Model wears a UK 8 and is 174cm tall",Rust,100% Polyester
6388,Vero Moda,Bell Button Dress,S$ 69.00,"- Buttoned dress with waist tie
- Unlined
- Notch lapels
- Regular fit
- Front button fastening
- Sleeveless
- Viscose blend",Ivy Green,"50% Viscose, 50% Nylon"
6389,Supre,Peaches Shirred Button Up Dress,S$ 30.00,"- Floral print square neck mini shirred dress
- Square neckline
- Unlined
- Slim fit
- Adjustable straps
- Viscose
- Model wears a size AUS 8 and is 173cm tall",Black Mini Ditsy,100% Viscose
6390,Mela London,Floral Lace Wrap Front Skater Dress,S$ 61.90,"- Wrapped front lace dress
- V neckline
- Lined
- Regular fit
- Zip fastening
- Waist tie
- Polyester
- Model wears a UK 8 and is 174cm tall",Navy,100% Polyester
6391,ZALORA,Pleated Shift Dress,S$ 39.90,"- Solid-tone plain dress with sash
- Unlined
- Round neckline
- Relaxed fit
- Waist belt fastening
- Polyester
- Model wears an S and is 178cm tall",Burnt Orange,100% Polyester
6392,ZALORA BASICS,Basic Pinafore Dress,S$ 29.90,"- Checkered pinafore dress
- Unlined
- Square neckline
- Regular fit
- Back zip fastening
- Sleeveless
- Wide shoulder straps
- Polyester
- Model wears an S and is 173cm tall",Checks,100% Polyester Woven
6393,ZALORA BASICS,Basic Drop Waist Hem Dress,S$ 29.90,"- Sleeveless dress
- Unlined
- Scoop neckline
- Regular fit
- Polyester
- Model wears an S and is 174cm tall",Black,Polyester
6394,Dorothy Perkins,Grey Floral Midi Dress,S$ 119.00,"- Floral printed lace midi dress with waist tie sash
- Lined
- Cowl neckline
- Regular fit
- Zip fastening
- Polyester
- Model wears a UK 8 and is 177cm tall",Grey/Multi,Polyester
6395,ZALORA,Plus Size Button Down 3/4 Sleeves Dress With Self Tie Belt,S$ 49.90,"- Printed shirt dress with waist tie
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- Waist tie
- 3/4 sleeves
- Polyester",Navy/Brown,100% Polyester Woven
6396,Mango,Striped Linen Dress,S$ 89.90,"- Stripe printed button down dress
- Sizing runs one size larger
- Unlined
- V-neckline
- Regular fit
- Button fastening
- 2 patch pockets
- Linen blend",Light Pastel Pink,"55% Linen, 45% Viscose"
6397,Lacoste,Women's Stretch Cotton Mini Piqué Polo Dress,S$ 149.00,"Polo collar with mother-of-pearl buttons, Slim fit, Unicolor stretch mini cotton piqué, Ribbed finishes",[],[]
6398,ZALORA,Bridesmaid High Neck Lace Dress,S$ 59.90,"- Sleeveless lace mini dress
- Lined
- High neckline
- Regular fit
- Zip fastening
- Polyester",White,100% Polyester Woven
6399,Dorothy Perkins,Black Wrap Bodycon Skirt,S$ 69.90,"- Solid tone wrap style bodycon mini dress
- Unlined
- V neckline
- Regular fit
- Slip on style
- Polyblend",Black,"94% Polyester, 6% Elastane"
6400,Zalia,Lace Pieced Blouson Dress,S$ 79.90,"- Openwork dress with lace panel
- Round neckline
- Regular fit
- Back button fastening
- Elasticized waistband
- Quarter cuffed sleeves
- Keyhole back
- Polyester
- Model wears an S and is 178cm tall",Yellow Geometric Lace,100% Polyester Woven
6401,NBD,Bridget Midi Dress(Revolve),S$ 239.00,"96% polyamide 4% elastane
Partially lined
Halter neck styling
Ruched side detail
Hidden side zipper closure with leg slit
Ribbed fabric",Tan,[]
6402,ZALORA,High Neck Buttons Detail Bodycon Knit Dress,S$ 39.90,"- Two-tone sleeveless dress with split hem
- Unlined
- Round neckline
- Slim fit
- Back zip closure
- Polyblend
- Model wears an S and is 178cm tall",Mid Blue/Black,97% Polyester 3% Spandex Knitted
6403,Banana Republic,Button Down Military Dress,S$ 192.90,"- Solid tone midi dress with button detail
- Unlined
- Round neckline
- Regular fit
- Rear zip fastening
- Polyester blend
- Model wears a US 0 and is 174cm tall",Black,"70% Polyester. 23% Rayon/Viscose, 7% Spandex/Elastane"
6404,Free People,Amanda Midi Dress,S$ 425.90,"- Strapless midi dress with embroidery detail
- Lined
- Bandeau neckline
- Regular fit
- Elastic chest band
- Cotton
- Model wears an S and is 175cm tall",Ivory,100% Cotton
6405,ZALORA,EVENING Overlap Pleated Dress,S$ 44.90,"- Solid tone pleated strappy dress
- Unlined
- V neckline
- Regular fit
- Zip closure
- Adjustable straps
- Polyester",Black,100% Polyester Woven
6406,Something Borrowed,Panel Mesh Shift Dress,S$ 29.90,"- Raglan mesh sleeves shift dress
- Round neckline
- Unlined
- Regular fit
- Zip fastening
- Polyblend",Black,95% Polyester 5% Spandex
6407,ZALORA,Flutter Sleeves Fit And Flare Dress,S$ 44.90,"- Printed flutter sleeve mini dress with contrast sash
- Partially lined
- Round neckline
- Regular fit
- Back zip and waist sash fastening
- Polyester",Black/Multi,100% Polyester
6408,ZALORA BASICS,Basic Blouson Sleeve V Neck Dress,S$ 29.90,"- Solid-toned mini shift dress
- Unlined
- V-neckline
- Regular fit
- Slip-on style
- Long cuffed sleeves
- Polyester",Black,100% Polyester Woven
6409,ZALORA,Ruched Front Dress With Flutter Sleeves,S$ 44.90,"- Solid hue dress with ruched detail
- Partially lined
- V-neckline
- Regular fit
- Back zip fastening
- Short flute sleeves
- Flared hem
- Polyester
- Model wears an S and is 170cm tall",Dark Green,100% Polyester
6410,Paper Dolls,Copse Stripe Mock Wrap Pencil Dress,S$ 111.90,"- Multi tone printed wrap top belted pencil dress
- Unlined
- V-neckline
- Slim fit
- Back zip and adjustable belt fastening
- Polyblend
- Model wears a UK 8 and is 172cm tall",Multi Stripe Print,"92% Polyester, 8% Elastane"
6411,ZALORA,Wrap Front Dress,S$ 39.90,"- Short sleeved dress with front wrap details
- Unlined
- Round neckline
- Regular fit
- Zip fastening
- Polyester
- Model wears an S and is 170cm tall",Lilac,[]
6412,Mama.licious,Maternity Raven Jersey Kl Dress,S$ 69.00,"- Shimmery bodycon midi dress with knotted detail
- Unlined
- Round neckline
- Slim fit
- Polyblend
- Model wears an S and is 175cm tall",Black,[]
6413,ZALORA CORE,Core Women's Fit And Flare Dress,S$ 17.90,"- Solid tone casual fit and flare mini dress
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Polyblend",Black,"95% Polyester, 5% Spandex"
6414,Dorothy Perkins,Lace Sleeve Fit And Flare,S$ 89.90,"- Solid tone lace detail midi dress
- Unlined
- Round neckline
- Regular fit
- Back zip closure
- Polyester
- Model wears a UK 8 and is 172cm tall",BLACK,100% Polyester
6415,FOREVER 21,Side Stripe Tube Dress,S$ 34.90,"- Multicolour side stripe detail bodycon off shoulder mini dress
- Off shoulder neckline
- Slim fit
- Rayon blend",Black/Multi,"67% Rayon, 29% Nylon/polyamide, 4% Spandex / Elastane"
6416,Something Borrowed,Colorblock V-Neck High Low Swing Dress,S$ 42.90,"- Colourblock sleeveless wrap midi dress with asymmetric hem
- V-neckline
- Unlined
- Regular fit
- Zip fastening
- Polyester",Navy/Seafoam/White,100% Polyester Woven
6417,Something Borrowed,Mini Shift Dress With Mesh Insert,S$ 32.90,"- Solid-colour mini dress with mesh
- Unlined
- Round neckline
- Regular fit
- Slip on style
- Polyester
- Model wears an S and is 177cm tall",Black,100% Polyester
6418,Goddiva,Cold Shoulder Hand Embroidered Sequin Maxi Dress,S$ 163.90,"- Embellished cold shoulder maxi dress
- Lined
- Cold shoulder neckline
- Regular fit
- Back zip closure
- Polyester
- Model wears a UK 8 and is 173cm tall",Lavender,100% Polyester
6419,Willa,Newark Mini Dress,S$ 128.90,"- Slit sleeves mini dress
- Round neckline
- Unlined
- Regular fit
- Zip fastening
- Viscose blend",Ink,"67% Viscose, 30% Linen & 3% Elastane"
6420,ZALORA,Sleeveless Button Detail Dress,S$ 39.90,"- Solid shade button-up dress
- Unlined
- V-neckline
- Regular fit
- Front button fastening
- Self-tie waist closure
- Sleeveless
- Side hem splits
- Polyester",Rust,100% Polyester
6421,ZALORA,Asymmetrical Peplum Dress,S$ 44.90,"- Printed peplum mini dress
- Lined
- Round neckline
- Regular fit
- Zip fastening
- Polyester blend",Plum/Multi,97% Polyester 3% Spandex Woven
6422,MISSGUIDED,Bridesmaid One Shoulder Thigh Split Maxi Dress,S$ 64.90,"- Solid toned maxi dress
- Unlined
- One shoulder neckline
- Regular fit
- Zip fastening
- Polyblend
- Model wears a UK 8 and is 175cm tall",Burgundy,95% Polyester 5% Elastane
6423,ZALORA,Dolman Sleeves Dress,S$ 39.90,"- Solid tone waist tie midi dress
- V-neckline
- Unlined
- Slim fit
- Waist tie fastening
- Polyester
- Model wears an S and is 178cm tall",Navy,100% Polyester Woven
6424,Desigual,Penelope Dress,S$ 229.00,"- Jacquard patchwork front sleeveless mini dress
- Round neckline
- Lined
- Regular fit
- Back zip fastening
- Viscose blend
- Model wears a size 36 and is 175cm tall",5131 Nautical Blue,"42% Viscose, 32% Polyester, 19% Polyamide, 3% Cotton, 2% Elastane, 2% Metallised Fiber"
6425,ZALORA,EVENING Ruffle Sleeves Dress,S$ 39.90,"- Solid toned mini dress with belted
- Unlined
- Round neckline
- Regular fit
- Zip fastening
- Polyester",Black,100% Polyester
6426,Abercrombie & Fitch,Chase Wrap Ruffle Hem Dress,S$ 144.00,"- Floral print cami wrap midi dress
- Sizing runs one size larger
- Partially lined
- V neckline
- Regular fit
- Side tie fastening
- Adjustable shoulder straps
- Viscose
- Model wears an S and is 173cm tall",Black Floral,100% Viscose
6427,Lavish Alice,Sleeveless Fringe Tailored Blazer Dress,S$ 194.90,"- Solid shade fringed blazer mini dress
- Shawl lapel neckline
- Slim fit
- Polyblend",Yellow,Polyblend
6428,Mango,Polka-Dots Shirt Dress,S$ 99.90,"- Shirt dress with spots print
- Sizing runs one size larger
- Collar neckline
- Regular fit
- Front button fastening
- Self-tie waist closure
- Quarter sleeves
- Viscose",Black,100% Viscose
6429,TOPSHOP,Khaki Ditsy Twist Flippy Dress,S$ 43.90,"- Ditsy printed slip dress
- V neckline
- Unlined
- Regular fit
- Slip on style
- Viscose blend
- Model wears a UK 8 and is 174cm tall",KHAKI,"87% Viscose, 7% Polyester, 6% Elastane"
6430,WAREHOUSE,BRUSHSTROKE MIDI DRESS,S$ 149.00,"- Brushstroke print midi dress with pleated detail
- Unlined
- Round neckline
- Flared fit
- Back zip fastening
- Polyblend
- Model wears a UK 8 and is 172cm tall",Black Pattern,"MAIN: 95% Polyester, 5% Spandex"
6431,Mango,Buttoned Linen-Blend Dress,S$ 89.90,"- Monochrome button front tie waist dress
- Sizing runs one size larger
- Unlined
- V neckline
- Regular fit
- Front button and waist tie fastening
- Linen blend",Black,Blend
6432,Desigual,Wendoline Black Dress,S$ 164.00,"- 3/4 sleeve mini dress with perforated detail
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Polyblend
- Model wears a size 36 and is 180cm tall",Black,"99% Polyester, 1% Elastane"
6433,ZALORA,Shirt Dress With Trumpet Sleeves,S$ 39.90,"- Striped mini shirt dress with tied ruffle sleeves
- Collar neckline
- Unlined
- Slim fit
- Button fastening
- Polyester
- Model wears an S and is 170cm tall",Blue/White,100% Polyester
6434,Max Studio,Floral Flutter Sleeve Tie Waist Dress,S$ 83.90,"- Floral print flutter detail dress
- Sizing runs one size larger
- Unlined
- Round neckline
- Regular fit
- Waist tie fastening
- Polyblend
- Model wears an S and is 173cm tall",Oxblood Floral Fields Scattered,"96% Polyester, 4% Spandex"
6435,Lovers + Friends,Leah Gown(Revolve),S$ 282.00,"Self & Lining: 100% poly
Hand wash cold
Fully lined
Wrap front with tie closure",Lavender,[]
6436,Zalia,Active Swim Pants,S$ 32.90,"- Solid tone swimming trousers
- High rise
- Relaxed fit
- Elasticated waistband with drawstring fastening
- Adjustable drawcord cuff fastening
- Polyblend",Black,86% Polyester 14% Spandex
6437,MISSGUIDED,Floral Button Front Maxi Dress,S$ 77.90,"- Midi dress with allover floral print
- Unlined
- V neckline
- Regular fit
- Front fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",Black,100% Polyester
6438,Dorothy Perkins,Khaki Rouched Jersey Midi Dress,S$ 53.90,"- Ruched detail midi dress with waist tie
- Scoop neckline
- Unlined
- Slim fit
- Waist tie fastening
- Viscose blend",Green,Garment: Elastane(3%) Viscose(97%)
6439,ZALORA,Bridesmaids Double Layer Cold Shoulder Maxi Dress,S$ 79.90,"- Floral print layered maxi dress
- Lined
- V neckline
- Regular fit
- Zip fastening
- Adjustable shoulder strap
- Polyester",White Based Macro Floral,100% Polyester
6440,ZALORA,Shoulder Details Fit And Flare Dress,S$ 39.90,"- Buttoned shoulder detail mini flared dress
- Round neckline
- Unlined
- Slim fit
- Zip fastening
- Polyester
- Model wears an S and is 178cm tall",Black,100% Polyester Woven
6441,Something Borrowed,Halter Neck Scuba Fitted Dress,S$ 34.90,"- Solid-colour sleeveless sheath dress
- Unlined
- Halter neckline
- Regular fit
- Rear zip fastening
- Polyester blend
- Model wears an S and is 177cm tall",Black,95% Polyester 5% Elastane
6442,Quiz,Scuba Crepe Bardot Wrap Frill Midi Dress,S$ 56.90,"- Solid tone dip hem midi dress with frill detail
- Unlined
- Bardot neckline
- Regular fit
- Polyblend
- Model wears a UK 8 and is 174cm tall",Black,[]
6443,Supre,Thick Strap Tank Dress,S$ 15.00,"- Solid tone sleeveless mini dress
- Unlined
- Round neckline
- Slim fit
- Slip on style
- Cotton blend
- Model wears an S and is 170cm tall",Black,[]
6444,MISSGUIDED,One Shoulder Frill Midi Dress,S$ 63.90,"- Solid tone one shoulder midi dress
- Unlined
- One shoulder neckline
- Slim fit
- Slip on style
- Polyblend
- Model wears a UK 8 and is 173cm tall",Powder Blue,"95% Polyester, 5% Elastane"
6445,Billabong,Wrap And Roll Dress,S$ 69.90,"- Floral print ruffle detail mini dress
- Lined
- V neckline
- Regular fit
- Waist tie fastening
- Rayon
- Model wears an S and is 174cm tall",White Cap,100% Rayon
6446,Willa,Ludlow Tie Waist Cross Over Dress,S$ 52.90,"- Pinstripe mini dress with sheer overlay
- V neckline
- Regular fit
- Zip fastening
- Self tie waist closure
- Polyblend",Black,100% Polyblend
6447,ZALORA BASICS,Basic Button Wrap Midi Dress,S$ 29.90,"- Slip dress with button detail and front thigh slit
- Unlined
- V-neckline
- Regular fit
- Back zip fastening
- Sleeveless
- Adjustable straps
- Decorative buttons
- Polyester",Black,100% Polyester
6448,House of Harlow 1960,X REVOLVE Joline Dress(Revolve),S$ 282.00,"100% poly
Hand wash cold
Fully lined
Wrap styling with hook and eye closure
Ruched sleeves
Crepe fabric",Navy,[]
